county,candidate,precinct,votes,office,party,district
Lane,Under Votes,1455,29,Secretary of State,D,
Lane,Under Votes,1457,110,Secretary of State,D,
Lane,Under Votes,1561,95,Secretary of State,D,
Lane,Under Votes,1563,94,Secretary of State,D,
Lane,Under Votes,1565,66,Secretary of State,D,
Lane,Under Votes,1567,42,Secretary of State,D,
Lane,Under Votes,1569,48,Secretary of State,D,
Lane,Under Votes,1671,46,Secretary of State,D,
Lane,Under Votes,1673,97,Secretary of State,D,
Lane,Under Votes,1675,75,Secretary of State,D,
Lane,Under Votes,1677,50,Secretary of State,D,
Lane,Under Votes,1781,51,Secretary of State,D,
Lane,Under Votes,1783,87,Secretary of State,D,
Lane,Under Votes,1785,58,Secretary of State,D,
Lane,Under Votes,1787,84,Secretary of State,D,
Lane,Under Votes,1891,59,Secretary of State,D,
Lane,Under Votes,1893,33,Secretary of State,D,
Lane,Under Votes,1895,18,Secretary of State,D,
Lane,Under Votes,1897,99,Secretary of State,D,
Lane,Under Votes,1899,119,Secretary of State,D,
Lane,Under Votes,2122,112,Secretary of State,D,
Lane,Under Votes,2234,27,Secretary of State,D,
Lane,Under Votes,2236,68,Secretary of State,D,
Lane,Under Votes,2238,4,Secretary of State,D,
Lane,Under Votes,2340,23,Secretary of State,D,
Lane,Under Votes,2342,71,Secretary of State,D,
Lane,Under Votes,2344,0,Secretary of State,D,
Lane,Under Votes,2456,68,Secretary of State,D,
Lane,Under Votes,2562,20,Secretary of State,D,
Lane,Under Votes,2564,47,Secretary of State,D,
Lane,Under Votes,2676,94,Secretary of State,D,
Lane,Under Votes,2678,34,Secretary of State,D,
Lane,Under Votes,4200,15,Secretary of State,D,
Lane,Under Votes,4301,46,Secretary of State,D,
Lane,Under Votes,4302,41,Secretary of State,D,
Lane,Under Votes,4400,42,Secretary of State,D,
Lane,Under Votes,4500,27,Secretary of State,D,
Lane,Under Votes,4601,78,Secretary of State,D,
Lane,Under Votes,4602,89,Secretary of State,D,
Lane,Under Votes,4700,95,Secretary of State,D,
Lane,Under Votes,4800,50,Secretary of State,D,
Lane,Under Votes,4900,38,Secretary of State,D,
Lane,Ted Wheeler,0702 702,581,State Treasurer,D,
Lane,Ted Wheeler,0704 704,125,State Treasurer,D,
Lane,Ted Wheeler,0706 706,137,State Treasurer,D,
Lane,Ted Wheeler,0708 708,326,State Treasurer,D,
Lane,Ted Wheeler,0710 710,176,State Treasurer,D,
Lane,Ted Wheeler,0712 712,253,State Treasurer,D,
Lane,Ted Wheeler,0714 714,280,State Treasurer,D,
Lane,Ted Wheeler,0716 716,247,State Treasurer,D,
Lane,Ted Wheeler,0718 718,205,State Treasurer,D,
Lane,Ted Wheeler,0720 720,281,State Treasurer,D,
Lane,Ted Wheeler,0722 722,60,State Treasurer,D,
Lane,Ted Wheeler,0724 724,43,State Treasurer,D,
Lane,Ted Wheeler,0726 726,566,State Treasurer,D,
Lane,Ted Wheeler,0728 728,232,State Treasurer,D,
Lane,Ted Wheeler,0730 730,680,State Treasurer,D,
Lane,Ted Wheeler,0732 732,359,State Treasurer,D,
Lane,Ted Wheeler,0734 734,72,State Treasurer,D,
Lane,Ted Wheeler,0736 736,91,State Treasurer,D,
Lane,Ted Wheeler,0738 738,338,State Treasurer,D,
Lane,Ted Wheeler,0740 740,44,State Treasurer,D,
Lane,Ted Wheeler,0742 742,173,State Treasurer,D,
Lane,Ted Wheeler,0744 744,95,State Treasurer,D,
Lane,Ted Wheeler,0746 746,397,State Treasurer,D,
Lane,Ted Wheeler,0748 748,426,State Treasurer,D,
Lane,Ted Wheeler,0750 750,89,State Treasurer,D,
Lane,Ted Wheeler,0752 752,171,State Treasurer,D,
Lane,Ted Wheeler,0754 754,132,State Treasurer,D,
Lane,Ted Wheeler,0756 756,385,State Treasurer,D,
Lane,Ted Wheeler,0758 758,241,State Treasurer,D,
Lane,Ted Wheeler,0760 760,252,State Treasurer,D,
Lane,Ted Wheeler,0762 762,219,State Treasurer,D,
Lane,Ted Wheeler,0764 764,156,State Treasurer,D,
Lane,Ted Wheeler,0766 766,73,State Treasurer,D,
Lane,Ted Wheeler,1121,49,State Treasurer,D,
Lane,Ted Wheeler,1123,273,State Treasurer,D,
Lane,Ted Wheeler,1125,523,State Treasurer,D,
Lane,Ted Wheeler,1127,653,State Treasurer,D,
Lane,Ted Wheeler,1129,629,State Treasurer,D,
Lane,Ted Wheeler,1231,665,State Treasurer,D,
Lane,Ted Wheeler,1233,747,State Treasurer,D,
Lane,Ted Wheeler,1235,875,State Treasurer,D,
Lane,Ted Wheeler,1237,697,State Treasurer,D,
Lane,Ted Wheeler,1341,27,State Treasurer,D,
Lane,Ted Wheeler,1343,84,State Treasurer,D,
Lane,Ted Wheeler,1345,659,State Treasurer,D,
Lane,Ted Wheeler,1347,470,State Treasurer,D,
Lane,Ted Wheeler,1349,40,State Treasurer,D,
Lane,Ted Wheeler,1451,514,State Treasurer,D,
Lane,Ted Wheeler,1453,365,State Treasurer,D,
Lane,Ted Wheeler,1455,182,State Treasurer,D,
Lane,Ted Wheeler,1457,447,State Treasurer,D,
Lane,Ted Wheeler,1561,532,State Treasurer,D,
Lane,Ted Wheeler,1563,381,State Treasurer,D,
Lane,Ted Wheeler,1565,244,State Treasurer,D,
Lane,Ted Wheeler,1567,240,State Treasurer,D,
Lane,Ted Wheeler,1569,178,State Treasurer,D,
Lane,Ted Wheeler,1671,166,State Treasurer,D,
Lane,Ted Wheeler,1673,426,State Treasurer,D,
Lane,Ted Wheeler,1675,428,State Treasurer,D,
Lane,Ted Wheeler,1677,215,State Treasurer,D,
Lane,Ted Wheeler,1781,190,State Treasurer,D,
Lane,Ted Wheeler,1783,376,State Treasurer,D,
Lane,Ted Wheeler,1785,331,State Treasurer,D,
Lane,Ted Wheeler,1787,412,State Treasurer,D,
Lane,Ted Wheeler,1891,233,State Treasurer,D,
Lane,Ted Wheeler,1893,87,State Treasurer,D,
Lane,Ted Wheeler,1895,107,State Treasurer,D,
Lane,Ted Wheeler,1897,511,State Treasurer,D,
Lane,Ted Wheeler,1899,539,State Treasurer,D,
Lane,Ted Wheeler,2122,571,State Treasurer,D,
Lane,Ted Wheeler,2234,230,State Treasurer,D,
Lane,Ted Wheeler,2236,395,State Treasurer,D,
Lane,Ted Wheeler,2238,40,State Treasurer,D,
Lane,Ted Wheeler,2340,153,State Treasurer,D,
Lane,Ted Wheeler,2342,326,State Treasurer,D,
Lane,Ted Wheeler,2344,11,State Treasurer,D,
Lane,Ted Wheeler,2456,377,State Treasurer,D,
Lane,Ted Wheeler,2562,118,State Treasurer,D,
Lane,Ted Wheeler,2564,357,State Treasurer,D,
Lane,Ted Wheeler,2676,366,State Treasurer,D,
Lane,Ted Wheeler,2678,162,State Treasurer,D,
Lane,Ted Wheeler,4200,85,State Treasurer,D,
Lane,Ted Wheeler,4301,254,State Treasurer,D,
Lane,Ted Wheeler,4302,235,State Treasurer,D,
Lane,Ted Wheeler,4400,223,State Treasurer,D,
Lane,Ted Wheeler,4500,161,State Treasurer,D,
Lane,Ted Wheeler,4601,399,State Treasurer,D,
Lane,Ted Wheeler,4602,417,State Treasurer,D,
Lane,Ted Wheeler,4700,267,State Treasurer,D,
Lane,Ted Wheeler,4800,219,State Treasurer,D,
Lane,Ted Wheeler,4900,220,State Treasurer,D,
Lane,Misc.,0702 702,2,State Treasurer,D,
Lane,Misc.,0704 704,0,State Treasurer,D,
Lane,Misc.,0706 706,0,State Treasurer,D,
Lane,Misc.,0708 708,1,State Treasurer,D,
Lane,Misc.,0710 710,0,State Treasurer,D,
Lane,Misc.,0712 712,0,State Treasurer,D,
Lane,Misc.,0714 714,0,State Treasurer,D,
Lane,Misc.,0716 716,3,State Treasurer,D,
Lane,Misc.,0718 718,1,State Treasurer,D,
Lane,Misc.,0720 720,1,State Treasurer,D,
Lane,Misc.,0722 722,0,State Treasurer,D,
Lane,Misc.,0724 724,0,State Treasurer,D,
Lane,Misc.,0726 726,0,State Treasurer,D,
Lane,Misc.,0728 728,0,State Treasurer,D,
Lane,Misc.,0730 730,6,State Treasurer,D,
Lane,Misc.,0732 732,1,State Treasurer,D,
Lane,Misc.,0734 734,0,State Treasurer,D,
Lane,Misc.,0736 736,0,State Treasurer,D,
Lane,Misc.,0738 738,3,State Treasurer,D,
Lane,Misc.,0740 740,0,State Treasurer,D,
Lane,Misc.,0742 742,5,State Treasurer,D,
Lane,Misc.,0744 744,0,State Treasurer,D,
Lane,Misc.,0746 746,0,State Treasurer,D,
Lane,Misc.,0748 748,4,State Treasurer,D,
Lane,Misc.,0750 750,0,State Treasurer,D,
Lane,Misc.,0752 752,2,State Treasurer,D,
Lane,Misc.,0754 754,1,State Treasurer,D,
Lane,Misc.,0756 756,3,State Treasurer,D,
Lane,Misc.,0758 758,1,State Treasurer,D,
Lane,Misc.,0760 760,1,State Treasurer,D,
Lane,Misc.,0762 762,0,State Treasurer,D,
Lane,Misc.,0764 764,0,State Treasurer,D,
Lane,Misc.,0766 766,1,State Treasurer,D,
Lane,Misc.,1121,1,State Treasurer,D,
Lane,Misc.,1123,2,State Treasurer,D,
Lane,Misc.,1125,1,State Treasurer,D,
Lane,Misc.,1127,4,State Treasurer,D,
Lane,Misc.,1129,2,State Treasurer,D,
Lane,Misc.,1231,2,State Treasurer,D,
Lane,Misc.,1233,3,State Treasurer,D,
Lane,Misc.,1235,2,State Treasurer,D,
Lane,Misc.,1237,1,State Treasurer,D,
Lane,Misc.,1341,0,State Treasurer,D,
Lane,Misc.,1343,0,State Treasurer,D,
Lane,Misc.,1345,1,State Treasurer,D,
Lane,Misc.,1347,5,State Treasurer,D,
Lane,Misc.,1349,0,State Treasurer,D,
Lane,Misc.,1451,3,State Treasurer,D,
Lane,Misc.,1453,1,State Treasurer,D,
Lane,Misc.,1455,0,State Treasurer,D,
Lane,Misc.,1457,0,State Treasurer,D,
Lane,Misc.,1561,1,State Treasurer,D,
Lane,Misc.,1563,4,State Treasurer,D,
Lane,Misc.,1565,0,State Treasurer,D,
Lane,Misc.,1567,0,State Treasurer,D,
Lane,Misc.,1569,2,State Treasurer,D,
Lane,Misc.,1671,1,State Treasurer,D,
Lane,Misc.,1673,3,State Treasurer,D,
Lane,Misc.,1675,1,State Treasurer,D,
Lane,Misc.,1677,2,State Treasurer,D,
Lane,Misc.,1781,0,State Treasurer,D,
Lane,Misc.,1783,3,State Treasurer,D,
Lane,Misc.,1785,1,State Treasurer,D,
Lane,Misc.,1787,1,State Treasurer,D,
Lane,Misc.,1891,1,State Treasurer,D,
Lane,Misc.,1893,0,State Treasurer,D,
Lane,Misc.,1895,0,State Treasurer,D,
Lane,Misc.,1897,0,State Treasurer,D,
Lane,Misc.,1899,1,State Treasurer,D,
Lane,Misc.,2122,3,State Treasurer,D,
Lane,Misc.,2234,1,State Treasurer,D,
Lane,Misc.,2236,0,State Treasurer,D,
Lane,Misc.,2238,0,State Treasurer,D,
Lane,Misc.,2340,0,State Treasurer,D,
Lane,Misc.,2342,3,State Treasurer,D,
Lane,Misc.,2344,0,State Treasurer,D,
Lane,Misc.,2456,3,State Treasurer,D,
Lane,Misc.,2562,2,State Treasurer,D,
Lane,Misc.,2564,1,State Treasurer,D,
Lane,Misc.,2676,2,State Treasurer,D,
Lane,Misc.,2678,2,State Treasurer,D,
Lane,Misc.,4200,0,State Treasurer,D,
Lane,Misc.,4301,2,State Treasurer,D,
Lane,Misc.,4302,1,State Treasurer,D,
Lane,Misc.,4400,0,State Treasurer,D,
Lane,Misc.,4500,3,State Treasurer,D,
Lane,Misc.,4601,1,State Treasurer,D,
Lane,Misc.,4602,3,State Treasurer,D,
Lane,Misc.,4700,1,State Treasurer,D,
Lane,Misc.,4800,0,State Treasurer,D,
Lane,Misc.,4900,0,State Treasurer,D,
Lane,Over Votes,0702 702,0,State Treasurer,D,
Lane,Over Votes,0704 704,0,State Treasurer,D,
Lane,Over Votes,0706 706,0,State Treasurer,D,
Lane,Over Votes,0708 708,0,State Treasurer,D,
Lane,Over Votes,0710 710,0,State Treasurer,D,
Lane,Over Votes,0712 712,0,State Treasurer,D,
Lane,Over Votes,0714 714,0,State Treasurer,D,
Lane,Over Votes,0716 716,0,State Treasurer,D,
Lane,Over Votes,0718 718,0,State Treasurer,D,
Lane,Over Votes,0720 720,0,State Treasurer,D,
Lane,Over Votes,0722 722,0,State Treasurer,D,
Lane,Over Votes,0724 724,0,State Treasurer,D,
Lane,Over Votes,0726 726,0,State Treasurer,D,
Lane,Over Votes,0728 728,0,State Treasurer,D,
Lane,Over Votes,0730 730,0,State Treasurer,D,
Lane,Over Votes,0732 732,0,State Treasurer,D,
Lane,Over Votes,0734 734,0,State Treasurer,D,
Lane,Over Votes,0736 736,0,State Treasurer,D,
Lane,Over Votes,0738 738,0,State Treasurer,D,
Lane,Over Votes,0740 740,0,State Treasurer,D,
Lane,Over Votes,0742 742,0,State Treasurer,D,
Lane,Over Votes,0744 744,0,State Treasurer,D,
Lane,Over Votes,0746 746,0,State Treasurer,D,
Lane,Over Votes,0748 748,0,State Treasurer,D,
Lane,Over Votes,0750 750,0,State Treasurer,D,
Lane,Over Votes,0752 752,0,State Treasurer,D,
Lane,Over Votes,0754 754,0,State Treasurer,D,
Lane,Over Votes,0756 756,0,State Treasurer,D,
Lane,Over Votes,0758 758,0,State Treasurer,D,
Lane,Over Votes,0760 760,0,State Treasurer,D,
Lane,Over Votes,0762 762,0,State Treasurer,D,
Lane,Over Votes,0764 764,0,State Treasurer,D,
Lane,Over Votes,0766 766,0,State Treasurer,D,
Lane,Over Votes,1121,0,State Treasurer,D,
Lane,Over Votes,1123,0,State Treasurer,D,
Lane,Over Votes,1125,0,State Treasurer,D,
Lane,Over Votes,1127,0,State Treasurer,D,
Lane,Over Votes,1129,0,State Treasurer,D,
Lane,Over Votes,1231,0,State Treasurer,D,
Lane,Over Votes,1233,0,State Treasurer,D,
Lane,Over Votes,1235,0,State Treasurer,D,
Lane,Over Votes,1237,0,State Treasurer,D,
Lane,Over Votes,1341,0,State Treasurer,D,
Lane,Over Votes,1343,0,State Treasurer,D,
Lane,Over Votes,1345,0,State Treasurer,D,
Lane,Over Votes,1347,0,State Treasurer,D,
Lane,Over Votes,1349,0,State Treasurer,D,
Lane,Over Votes,1451,0,State Treasurer,D,
Lane,Over Votes,1453,0,State Treasurer,D,
Lane,Over Votes,1455,0,State Treasurer,D,
Lane,Over Votes,1457,0,State Treasurer,D,
Lane,Over Votes,1561,0,State Treasurer,D,
Lane,Over Votes,1563,0,State Treasurer,D,
Lane,Over Votes,1565,0,State Treasurer,D,
Lane,Over Votes,1567,0,State Treasurer,D,
Lane,Over Votes,1569,0,State Treasurer,D,
Lane,Over Votes,1671,0,State Treasurer,D,
Lane,Over Votes,1673,0,State Treasurer,D,
Lane,Over Votes,1675,0,State Treasurer,D,
Lane,Over Votes,1677,0,State Treasurer,D,
Lane,Over Votes,1781,0,State Treasurer,D,
Lane,Over Votes,1783,0,State Treasurer,D,
Lane,Over Votes,1785,0,State Treasurer,D,
Lane,Over Votes,1787,0,State Treasurer,D,
Lane,Over Votes,1891,0,State Treasurer,D,
Lane,Over Votes,1893,0,State Treasurer,D,
Lane,Over Votes,1895,0,State Treasurer,D,
Lane,Over Votes,1897,0,State Treasurer,D,
Lane,Over Votes,1899,0,State Treasurer,D,
Lane,Over Votes,2122,0,State Treasurer,D,
Lane,Over Votes,2234,0,State Treasurer,D,
Lane,Over Votes,2236,0,State Treasurer,D,
Lane,Over Votes,2238,0,State Treasurer,D,
Lane,Over Votes,2340,0,State Treasurer,D,
Lane,Over Votes,2342,0,State Treasurer,D,
Lane,Over Votes,2344,0,State Treasurer,D,
Lane,Over Votes,2456,0,State Treasurer,D,
Lane,Over Votes,2562,0,State Treasurer,D,
Lane,Over Votes,2564,0,State Treasurer,D,
Lane,Over Votes,2676,0,State Treasurer,D,
Lane,Over Votes,2678,0,State Treasurer,D,
Lane,Over Votes,4200,0,State Treasurer,D,
Lane,Over Votes,4301,0,State Treasurer,D,
Lane,Over Votes,4302,0,State Treasurer,D,
Lane,Over Votes,4400,0,State Treasurer,D,
Lane,Over Votes,4500,0,State Treasurer,D,
Lane,Over Votes,4601,0,State Treasurer,D,
Lane,Over Votes,4602,0,State Treasurer,D,
Lane,Over Votes,4700,0,State Treasurer,D,
Lane,Over Votes,4800,0,State Treasurer,D,
Lane,Over Votes,4900,0,State Treasurer,D,
Lane,Under Votes,0702 702,215,State Treasurer,D,
Lane,Under Votes,0704 704,91,State Treasurer,D,
Lane,Under Votes,0706 706,91,State Treasurer,D,
Lane,Under Votes,0708 708,194,State Treasurer,D,
Lane,Under Votes,0710 710,84,State Treasurer,D,
Lane,Under Votes,0712 712,139,State Treasurer,D,
Lane,Under Votes,0714 714,138,State Treasurer,D,
Lane,Under Votes,0716 716,105,State Treasurer,D,
Lane,Under Votes,0718 718,108,State Treasurer,D,
Lane,Under Votes,0720 720,159,State Treasurer,D,
Lane,Under Votes,0722 722,36,State Treasurer,D,
Lane,Under Votes,0724 724,32,State Treasurer,D,
Lane,Under Votes,0726 726,222,State Treasurer,D,
Lane,Under Votes,0728 728,127,State Treasurer,D,
Lane,Under Votes,0730 730,451,State Treasurer,D,
Lane,Under Votes,0732 732,139,State Treasurer,D,
Lane,Under Votes,0734 734,30,State Treasurer,D,
Lane,Under Votes,0736 736,56,State Treasurer,D,
Lane,Under Votes,0738 738,160,State Treasurer,D,
Lane,Under Votes,0740 740,15,State Treasurer,D,
Lane,Under Votes,0742 742,69,State Treasurer,D,
Lane,Under Votes,0744 744,42,State Treasurer,D,
Lane,Under Votes,0746 746,185,State Treasurer,D,
Lane,Under Votes,0748 748,208,State Treasurer,D,
Lane,Under Votes,0750 750,45,State Treasurer,D,
Lane,Under Votes,0752 752,113,State Treasurer,D,
Lane,Under Votes,0754 754,60,State Treasurer,D,
Lane,Under Votes,0756 756,184,State Treasurer,D,
Lane,Under Votes,0758 758,139,State Treasurer,D,
Lane,Under Votes,0760 760,142,State Treasurer,D,
Lane,Under Votes,0762 762,93,State Treasurer,D,
Lane,Under Votes,0764 764,83,State Treasurer,D,
Lane,Under Votes,0766 766,30,State Treasurer,D,
Lane,Under Votes,1121,17,State Treasurer,D,
Lane,Under Votes,1123,143,State Treasurer,D,
Lane,Under Votes,1125,348,State Treasurer,D,
Lane,Under Votes,1127,429,State Treasurer,D,
Lane,Under Votes,1129,454,State Treasurer,D,
Lane,Under Votes,1231,434,State Treasurer,D,
Lane,Under Votes,1233,455,State Treasurer,D,
Lane,Under Votes,1235,498,State Treasurer,D,
Lane,Under Votes,1237,370,State Treasurer,D,
Lane,Under Votes,1341,7,State Treasurer,D,
Lane,Under Votes,1343,27,State Treasurer,D,
Lane,Under Votes,1345,432,State Treasurer,D,
Lane,Under Votes,1347,310,State Treasurer,D,
Lane,Under Votes,1349,17,State Treasurer,D,
Lane,Under Votes,1451,240,State Treasurer,D,
Lane,Under Votes,1453,201,State Treasurer,D,
Lane,Under Votes,1455,57,State Treasurer,D,
Lane,Under Votes,1457,211,State Treasurer,D,
Lane,Under Votes,1561,209,State Treasurer,D,
Lane,Under Votes,1563,244,State Treasurer,D,
Lane,Under Votes,1565,125,State Treasurer,D,
Lane,Under Votes,1567,89,State Treasurer,D,
Lane,Under Votes,1569,83,State Treasurer,D,
Lane,Under Votes,1671,80,State Treasurer,D,
Lane,Under Votes,1673,182,State Treasurer,D,
Lane,Under Votes,1675,144,State Treasurer,D,
Lane,Under Votes,1677,97,State Treasurer,D,
Lane,Under Votes,1781,114,State Treasurer,D,
Lane,Under Votes,1783,259,State Treasurer,D,
Lane,Under Votes,1785,127,State Treasurer,D,
Lane,Under Votes,1787,166,State Treasurer,D,
Lane,Under Votes,1891,110,State Treasurer,D,
Lane,Under Votes,1893,58,State Treasurer,D,
Lane,Under Votes,1895,49,State Treasurer,D,
Lane,Under Votes,1897,220,State Treasurer,D,
Lane,Under Votes,1899,256,State Treasurer,D,
Lane,Under Votes,2122,191,State Treasurer,D,
Lane,Under Votes,2234,65,State Treasurer,D,
Lane,Under Votes,2236,176,State Treasurer,D,
Lane,Under Votes,2238,11,State Treasurer,D,
Lane,Under Votes,2340,32,State Treasurer,D,
Lane,Under Votes,2342,129,State Treasurer,D,
Lane,Under Votes,2344,1,State Treasurer,D,
Lane,Under Votes,2456,129,State Treasurer,D,
Lane,Under Votes,2562,45,State Treasurer,D,
Lane,Under Votes,2564,89,State Treasurer,D,
Lane,Under Votes,2676,169,State Treasurer,D,
Lane,Under Votes,2678,66,State Treasurer,D,
Lane,Under Votes,4200,36,State Treasurer,D,
Lane,Under Votes,4301,92,State Treasurer,D,
Lane,Under Votes,4302,103,State Treasurer,D,
Lane,Under Votes,4400,83,State Treasurer,D,
Lane,Under Votes,4500,60,State Treasurer,D,
Lane,Under Votes,4601,135,State Treasurer,D,
Lane,Under Votes,4602,149,State Treasurer,D,
Lane,Under Votes,4700,131,State Treasurer,D,
Lane,Under Votes,4800,79,State Treasurer,D,
Lane,Under Votes,4900,87,State Treasurer,D,
Lane,Dwight Holton,0702 702,293,Attorney General,D,
Lane,Dwight Holton,0704 704,63,Attorney General,D,
Lane,Dwight Holton,0706 706,75,Attorney General,D,
Lane,Dwight Holton,0708 708,165,Attorney General,D,
Lane,Dwight Holton,0710 710,92,Attorney General,D,
Lane,Dwight Holton,0712 712,143,Attorney General,D,
Lane,Dwight Holton,0714 714,139,Attorney General,D,
Lane,Dwight Holton,0716 716,138,Attorney General,D,
Lane,Dwight Holton,0718 718,105,Attorney General,D,
Lane,Dwight Holton,0720 720,154,Attorney General,D,
Lane,Dwight Holton,0722 722,38,Attorney General,D,
Lane,Dwight Holton,0724 724,30,Attorney General,D,
Lane,Dwight Holton,0726 726,325,Attorney General,D,
Lane,Dwight Holton,0728 728,135,Attorney General,D,
Lane,Dwight Holton,0730 730,384,Attorney General,D,
Lane,Dwight Holton,0732 732,188,Attorney General,D,
Lane,Dwight Holton,0734 734,30,Attorney General,D,
Lane,Dwight Holton,0736 736,57,Attorney General,D,
Lane,Dwight Holton,0738 738,180,Attorney General,D,
Lane,Dwight Holton,0740 740,17,Attorney General,D,
Lane,Dwight Holton,0742 742,92,Attorney General,D,
Lane,Dwight Holton,0744 744,49,Attorney General,D,
Lane,Dwight Holton,0746 746,237,Attorney General,D,
Lane,Dwight Holton,0748 748,254,Attorney General,D,
Lane,Dwight Holton,0750 750,56,Attorney General,D,
Lane,Dwight Holton,0752 752,102,Attorney General,D,
Lane,Dwight Holton,0754 754,74,Attorney General,D,
Lane,Dwight Holton,0756 756,205,Attorney General,D,
Lane,Dwight Holton,0758 758,152,Attorney General,D,
Lane,Dwight Holton,0760 760,132,Attorney General,D,
Lane,Dwight Holton,0762 762,92,Attorney General,D,
Lane,Dwight Holton,0764 764,68,Attorney General,D,
Lane,Dwight Holton,0766 766,40,Attorney General,D,
Lane,Dwight Holton,1121,26,Attorney General,D,
Lane,Dwight Holton,1123,157,Attorney General,D,
Lane,Dwight Holton,1125,340,Attorney General,D,
Lane,Dwight Holton,1127,366,Attorney General,D,
Lane,Dwight Holton,1129,405,Attorney General,D,
Lane,Dwight Holton,1231,373,Attorney General,D,
Lane,Dwight Holton,1233,416,Attorney General,D,
Lane,Dwight Holton,1235,479,Attorney General,D,
Lane,Dwight Holton,1237,356,Attorney General,D,
Lane,Dwight Holton,1341,14,Attorney General,D,
Lane,Dwight Holton,1343,29,Attorney General,D,
Lane,Dwight Holton,1345,415,Attorney General,D,
Lane,Dwight Holton,1347,287,Attorney General,D,
Lane,Dwight Holton,1349,18,Attorney General,D,
Lane,Dwight Holton,1451,288,Attorney General,D,
Lane,Dwight Holton,1453,228,Attorney General,D,
Lane,Dwight Holton,1455,90,Attorney General,D,
Lane,Dwight Holton,1457,269,Attorney General,D,
Lane,Dwight Holton,1561,314,Attorney General,D,
Lane,Dwight Holton,1563,247,Attorney General,D,
Lane,Dwight Holton,1565,144,Attorney General,D,
Lane,Dwight Holton,1567,154,Attorney General,D,
Lane,Dwight Holton,1569,97,Attorney General,D,
Lane,Dwight Holton,1671,93,Attorney General,D,
Lane,Dwight Holton,1673,236,Attorney General,D,
Lane,Dwight Holton,1675,222,Attorney General,D,
Lane,Dwight Holton,1677,122,Attorney General,D,
Lane,Dwight Holton,1781,96,Attorney General,D,
Lane,Dwight Holton,1783,211,Attorney General,D,
Lane,Dwight Holton,1785,166,Attorney General,D,
Lane,Dwight Holton,1787,219,Attorney General,D,
Lane,Dwight Holton,1891,123,Attorney General,D,
Lane,Dwight Holton,1893,43,Attorney General,D,
Lane,Dwight Holton,1895,51,Attorney General,D,
Lane,Dwight Holton,1897,271,Attorney General,D,
Lane,Dwight Holton,1899,313,Attorney General,D,
Lane,Dwight Holton,2122,290,Attorney General,D,
Lane,Dwight Holton,2234,115,Attorney General,D,
Lane,Dwight Holton,2236,212,Attorney General,D,
Lane,Dwight Holton,2238,23,Attorney General,D,
Lane,Dwight Holton,2340,79,Attorney General,D,
Lane,Dwight Holton,2342,183,Attorney General,D,
Lane,Dwight Holton,2344,5,Attorney General,D,
Lane,Dwight Holton,2456,199,Attorney General,D,
Lane,Dwight Holton,2562,74,Attorney General,D,
Lane,Dwight Holton,2564,189,Attorney General,D,
Lane,Dwight Holton,2676,211,Attorney General,D,
Lane,Dwight Holton,2678,87,Attorney General,D,
Lane,Dwight Holton,4200,43,Attorney General,D,
Lane,Dwight Holton,4301,125,Attorney General,D,
Lane,Dwight Holton,4302,120,Attorney General,D,
Lane,Dwight Holton,4400,101,Attorney General,D,
Lane,Dwight Holton,4500,85,Attorney General,D,
Lane,Dwight Holton,4601,173,Attorney General,D,
Lane,Dwight Holton,4602,190,Attorney General,D,
Lane,Dwight Holton,4700,134,Attorney General,D,
Lane,Dwight Holton,4800,121,Attorney General,D,
Lane,Dwight Holton,4900,113,Attorney General,D,
Lane,Ellen Rosenblum,0702 702,398,Attorney General,D,
Lane,Ellen Rosenblum,0704 704,111,Attorney General,D,
Lane,Ellen Rosenblum,0706 706,115,Attorney General,D,
Lane,Ellen Rosenblum,0708 708,262,Attorney General,D,
Lane,Ellen Rosenblum,0710 710,135,Attorney General,D,
Lane,Ellen Rosenblum,0712 712,175,Attorney General,D,
Lane,Ellen Rosenblum,0714 714,220,Attorney General,D,
Lane,Ellen Rosenblum,0716 716,181,Attorney General,D,
Lane,Ellen Rosenblum,0718 718,163,Attorney General,D,
Lane,Ellen Rosenblum,0720 720,221,Attorney General,D,
Lane,Ellen Rosenblum,0722 722,43,Attorney General,D,
Lane,Ellen Rosenblum,0724 724,37,Attorney General,D,
Lane,Ellen Rosenblum,0726 726,354,Attorney General,D,
Lane,Ellen Rosenblum,0728 728,177,Attorney General,D,
Lane,Ellen Rosenblum,0730 730,568,Attorney General,D,
Lane,Ellen Rosenblum,0732 732,261,Attorney General,D,
Lane,Ellen Rosenblum,0734 734,55,Attorney General,D,
Lane,Ellen Rosenblum,0736 736,66,Attorney General,D,
Lane,Ellen Rosenblum,0738 738,239,Attorney General,D,
Lane,Ellen Rosenblum,0740 740,38,Attorney General,D,
Lane,Ellen Rosenblum,0742 742,127,Attorney General,D,
Lane,Ellen Rosenblum,0744 744,62,Attorney General,D,
Lane,Ellen Rosenblum,0746 746,271,Attorney General,D,
Lane,Ellen Rosenblum,0748 748,279,Attorney General,D,
Lane,Ellen Rosenblum,0750 750,59,Attorney General,D,
Lane,Ellen Rosenblum,0752 752,139,Attorney General,D,
Lane,Ellen Rosenblum,0754 754,91,Attorney General,D,
Lane,Ellen Rosenblum,0756 756,277,Attorney General,D,
Lane,Ellen Rosenblum,0758 758,157,Attorney General,D,
Lane,Ellen Rosenblum,0760 760,187,Attorney General,D,
