county,candidate,precinct,votes,office,party,district
Lane,Over Votes,0712 712,0,Secretary  of State,R,
Lane,Over Votes,0714 714,0,Secretary  of State,R,
Lane,Over Votes,0716 716,0,Secretary  of State,R,
Lane,Over Votes,0718 718,0,Secretary  of State,R,
Lane,Over Votes,0720 720,0,Secretary  of State,R,
Lane,Over Votes,0722 722,0,Secretary  of State,R,
Lane,Over Votes,0724 724,0,Secretary  of State,R,
Lane,Over Votes,0726 726,1,Secretary  of State,R,
Lane,Over Votes,0728 728,0,Secretary  of State,R,
Lane,Over Votes,0730 730,0,Secretary  of State,R,
Lane,Over Votes,0732 732,0,Secretary  of State,R,
Lane,Over Votes,0734 734,0,Secretary  of State,R,
Lane,Over Votes,0736 736,0,Secretary  of State,R,
Lane,Over Votes,0738 738,0,Secretary  of State,R,
Lane,Over Votes,0740 740,0,Secretary  of State,R,
Lane,Over Votes,0742 742,0,Secretary  of State,R,
Lane,Over Votes,0744 744,0,Secretary  of State,R,
Lane,Over Votes,0746 746,0,Secretary  of State,R,
Lane,Over Votes,0748 748,2,Secretary  of State,R,
Lane,Over Votes,0750 750,0,Secretary  of State,R,
Lane,Over Votes,0752 752,0,Secretary  of State,R,
Lane,Over Votes,0754 754,0,Secretary  of State,R,
Lane,Over Votes,0756 756,0,Secretary  of State,R,
Lane,Over Votes,0758 758,0,Secretary  of State,R,
Lane,Over Votes,0760 760,0,Secretary  of State,R,
Lane,Over Votes,0762 762,0,Secretary  of State,R,
Lane,Over Votes,0764 764,1,Secretary  of State,R,
Lane,Over Votes,0766 766,0,Secretary  of State,R,
Lane,Over Votes,1121,0,Secretary  of State,R,
Lane,Over Votes,1123,0,Secretary  of State,R,
Lane,Over Votes,1125,0,Secretary  of State,R,
Lane,Over Votes,1127,0,Secretary  of State,R,
Lane,Over Votes,1129,0,Secretary  of State,R,
Lane,Over Votes,1231,0,Secretary  of State,R,
Lane,Over Votes,1233,0,Secretary  of State,R,
Lane,Over Votes,1235,0,Secretary  of State,R,
Lane,Over Votes,1237,1,Secretary  of State,R,
Lane,Over Votes,1341,0,Secretary  of State,R,
Lane,Over Votes,1343,0,Secretary  of State,R,
Lane,Over Votes,1345,0,Secretary  of State,R,
Lane,Over Votes,1347,0,Secretary  of State,R,
Lane,Over Votes,1349,0,Secretary  of State,R,
Lane,Over Votes,1451,1,Secretary  of State,R,
Lane,Over Votes,1453,0,Secretary  of State,R,
Lane,Over Votes,1455,0,Secretary  of State,R,
Lane,Over Votes,1457,1,Secretary  of State,R,
Lane,Over Votes,1561,1,Secretary  of State,R,
Lane,Over Votes,1563,0,Secretary  of State,R,
Lane,Over Votes,1565,0,Secretary  of State,R,
Lane,Over Votes,1567,0,Secretary  of State,R,
Lane,Over Votes,1569,0,Secretary  of State,R,
Lane,Over Votes,1671,0,Secretary  of State,R,
Lane,Over Votes,1673,0,Secretary  of State,R,
Lane,Over Votes,1675,0,Secretary  of State,R,
Lane,Over Votes,1677,0,Secretary  of State,R,
Lane,Over Votes,1781,0,Secretary  of State,R,
Lane,Over Votes,1783,0,Secretary  of State,R,
Lane,Over Votes,1785,0,Secretary  of State,R,
Lane,Over Votes,1787,0,Secretary  of State,R,
Lane,Over Votes,1891,0,Secretary  of State,R,
Lane,Over Votes,1893,0,Secretary  of State,R,
Lane,Over Votes,1895,0,Secretary  of State,R,
Lane,Over Votes,1897,2,Secretary  of State,R,
Lane,Over Votes,1899,0,Secretary  of State,R,
Lane,Over Votes,2122,0,Secretary  of State,R,
Lane,Over Votes,2234,0,Secretary  of State,R,
Lane,Over Votes,2236,0,Secretary  of State,R,
Lane,Over Votes,2238,0,Secretary  of State,R,
Lane,Over Votes,2340,1,Secretary  of State,R,
Lane,Over Votes,2342,0,Secretary  of State,R,
Lane,Over Votes,2344,0,Secretary  of State,R,
Lane,Over Votes,2456,0,Secretary  of State,R,
Lane,Over Votes,2562,0,Secretary  of State,R,
Lane,Over Votes,2564,0,Secretary  of State,R,
Lane,Over Votes,2676,1,Secretary  of State,R,
Lane,Over Votes,2678,0,Secretary  of State,R,
Lane,Over Votes,4200,0,Secretary  of State,R,
Lane,Over Votes,4301,0,Secretary  of State,R,
Lane,Over Votes,4302,1,Secretary  of State,R,
Lane,Over Votes,4400,0,Secretary  of State,R,
Lane,Over Votes,4500,0,Secretary  of State,R,
Lane,Over Votes,4601,0,Secretary  of State,R,
Lane,Over Votes,4602,0,Secretary  of State,R,
Lane,Over Votes,4700,0,Secretary  of State,R,
Lane,Over Votes,4800,0,Secretary  of State,R,
Lane,Over Votes,4900,0,Secretary  of State,R,
Lane,Under Votes,0702 702,221,Secretary  of State,R,
Lane,Under Votes,0704 704,41,Secretary  of State,R,
Lane,Under Votes,0706 706,61,Secretary  of State,R,
Lane,Under Votes,0708 708,115,Secretary  of State,R,
Lane,Under Votes,0710 710,73,Secretary  of State,R,
Lane,Under Votes,0712 712,213,Secretary  of State,R,
Lane,Under Votes,0714 714,163,Secretary  of State,R,
Lane,Under Votes,0716 716,117,Secretary  of State,R,
Lane,Under Votes,0718 718,91,Secretary  of State,R,
Lane,Under Votes,0720 720,64,Secretary  of State,R,
Lane,Under Votes,0722 722,38,Secretary  of State,R,
Lane,Under Votes,0724 724,19,Secretary  of State,R,
Lane,Under Votes,0726 726,155,Secretary  of State,R,
Lane,Under Votes,0728 728,65,Secretary  of State,R,
Lane,Under Votes,0730 730,171,Secretary  of State,R,
Lane,Under Votes,0732 732,98,Secretary  of State,R,
Lane,Under Votes,0734 734,27,Secretary  of State,R,
Lane,Under Votes,0736 736,80,Secretary  of State,R,
Lane,Under Votes,0738 738,105,Secretary  of State,R,
Lane,Under Votes,0740 740,12,Secretary  of State,R,
Lane,Under Votes,0742 742,60,Secretary  of State,R,
Lane,Under Votes,0744 744,49,Secretary  of State,R,
Lane,Under Votes,0746 746,195,Secretary  of State,R,
Lane,Under Votes,0748 748,182,Secretary  of State,R,
Lane,Under Votes,0750 750,48,Secretary  of State,R,
Lane,Under Votes,0752 752,88,Secretary  of State,R,
Lane,Under Votes,0754 754,67,Secretary  of State,R,
Lane,Under Votes,0756 756,187,Secretary  of State,R,
Lane,Under Votes,0758 758,181,Secretary  of State,R,
Lane,Under Votes,0760 760,116,Secretary  of State,R,
Lane,Under Votes,0762 762,53,Secretary  of State,R,
Lane,Under Votes,0764 764,81,Secretary  of State,R,
Lane,Under Votes,0766 766,44,Secretary  of State,R,
Lane,Under Votes,1121,3,Secretary  of State,R,
Lane,Under Votes,1123,19,Secretary  of State,R,
Lane,Under Votes,1125,50,Secretary  of State,R,
Lane,Under Votes,1127,51,Secretary  of State,R,
Lane,Under Votes,1129,149,Secretary  of State,R,
Lane,Under Votes,1231,74,Secretary  of State,R,
Lane,Under Votes,1233,100,Secretary  of State,R,
Lane,Under Votes,1235,146,Secretary  of State,R,
Lane,Under Votes,1237,123,Secretary  of State,R,
Lane,Under Votes,1341,1,Secretary  of State,R,
Lane,Under Votes,1343,9,Secretary  of State,R,
Lane,Under Votes,1345,62,Secretary  of State,R,
Lane,Under Votes,1347,43,Secretary  of State,R,
Lane,Under Votes,1349,5,Secretary  of State,R,
Lane,Under Votes,1451,253,Secretary  of State,R,
Lane,Under Votes,1453,102,Secretary  of State,R,
Lane,Under Votes,1455,48,Secretary  of State,R,
Lane,Under Votes,1457,210,Secretary  of State,R,
Lane,Under Votes,1561,312,Secretary  of State,R,
Lane,Under Votes,1563,158,Secretary  of State,R,
Lane,Under Votes,1565,136,Secretary  of State,R,
Lane,Under Votes,1567,97,Secretary  of State,R,
Lane,Under Votes,1569,61,Secretary  of State,R,
Lane,Under Votes,1671,67,Secretary  of State,R,
Lane,Under Votes,1673,159,Secretary  of State,R,
Lane,Under Votes,1675,170,Secretary  of State,R,
Lane,Under Votes,1677,108,Secretary  of State,R,
Lane,Under Votes,1781,40,Secretary  of State,R,
Lane,Under Votes,1783,25,Secretary  of State,R,
Lane,Under Votes,1785,102,Secretary  of State,R,
Lane,Under Votes,1787,215,Secretary  of State,R,
Lane,Under Votes,1891,64,Secretary  of State,R,
Lane,Under Votes,1893,7,Secretary  of State,R,
Lane,Under Votes,1895,24,Secretary  of State,R,
Lane,Under Votes,1897,163,Secretary  of State,R,
Lane,Under Votes,1899,162,Secretary  of State,R,
Lane,Under Votes,2122,157,Secretary  of State,R,
Lane,Under Votes,2234,36,Secretary  of State,R,
Lane,Under Votes,2236,89,Secretary  of State,R,
Lane,Under Votes,2238,5,Secretary  of State,R,
Lane,Under Votes,2340,61,Secretary  of State,R,
Lane,Under Votes,2342,67,Secretary  of State,R,
Lane,Under Votes,2344,4,Secretary  of State,R,
Lane,Under Votes,2456,105,Secretary  of State,R,
Lane,Under Votes,2562,35,Secretary  of State,R,
Lane,Under Votes,2564,86,Secretary  of State,R,
Lane,Under Votes,2676,151,Secretary  of State,R,
Lane,Under Votes,2678,83,Secretary  of State,R,
Lane,Under Votes,4200,34,Secretary  of State,R,
Lane,Under Votes,4301,76,Secretary  of State,R,
Lane,Under Votes,4302,82,Secretary  of State,R,
Lane,Under Votes,4400,142,Secretary  of State,R,
Lane,Under Votes,4500,56,Secretary  of State,R,
Lane,Under Votes,4601,129,Secretary  of State,R,
Lane,Under Votes,4602,199,Secretary  of State,R,
Lane,Under Votes,4700,194,Secretary  of State,R,
Lane,Under Votes,4800,73,Secretary  of State,R,
Lane,Under Votes,4900,97,Secretary  of State,R,
Lane,Misc.,0702 702,63,State Treasurer,R,
Lane,Misc.,0704 704,11,State Treasurer,R,
Lane,Misc.,0706 706,9,State Treasurer,R,
Lane,Misc.,0708 708,39,State Treasurer,R,
Lane,Misc.,0710 710,11,State Treasurer,R,
Lane,Misc.,0712 712,27,State Treasurer,R,
Lane,Misc.,0714 714,18,State Treasurer,R,
Lane,Misc.,0716 716,30,State Treasurer,R,
Lane,Misc.,0718 718,17,State Treasurer,R,
Lane,Misc.,0720 720,16,State Treasurer,R,
Lane,Misc.,0722 722,5,State Treasurer,R,
Lane,Misc.,0724 724,7,State Treasurer,R,
Lane,Misc.,0726 726,28,State Treasurer,R,
Lane,Misc.,0728 728,12,State Treasurer,R,
Lane,Misc.,0730 730,13,State Treasurer,R,
Lane,Misc.,0732 732,18,State Treasurer,R,
Lane,Misc.,0734 734,10,State Treasurer,R,
Lane,Misc.,0736 736,20,State Treasurer,R,
Lane,Misc.,0738 738,25,State Treasurer,R,
Lane,Misc.,0740 740,1,State Treasurer,R,
Lane,Misc.,0742 742,5,State Treasurer,R,
Lane,Misc.,0744 744,5,State Treasurer,R,
Lane,Misc.,0746 746,38,State Treasurer,R,
Lane,Misc.,0748 748,28,State Treasurer,R,
Lane,Misc.,0750 750,4,State Treasurer,R,
Lane,Misc.,0752 752,34,State Treasurer,R,
Lane,Misc.,0754 754,11,State Treasurer,R,
Lane,Misc.,0756 756,29,State Treasurer,R,
Lane,Misc.,0758 758,27,State Treasurer,R,
Lane,Misc.,0760 760,25,State Treasurer,R,
Lane,Misc.,0762 762,6,State Treasurer,R,
Lane,Misc.,0764 764,10,State Treasurer,R,
Lane,Misc.,0766 766,6,State Treasurer,R,
Lane,Misc.,1121,1,State Treasurer,R,
Lane,Misc.,1123,0,State Treasurer,R,
Lane,Misc.,1125,11,State Treasurer,R,
Lane,Misc.,1127,4,State Treasurer,R,
Lane,Misc.,1129,11,State Treasurer,R,
Lane,Misc.,1231,13,State Treasurer,R,
Lane,Misc.,1233,13,State Treasurer,R,
Lane,Misc.,1235,27,State Treasurer,R,
Lane,Misc.,1237,21,State Treasurer,R,
Lane,Misc.,1341,0,State Treasurer,R,
Lane,Misc.,1343,0,State Treasurer,R,
Lane,Misc.,1345,6,State Treasurer,R,
Lane,Misc.,1347,14,State Treasurer,R,
Lane,Misc.,1349,3,State Treasurer,R,
Lane,Misc.,1451,47,State Treasurer,R,
Lane,Misc.,1453,13,State Treasurer,R,
Lane,Misc.,1455,2,State Treasurer,R,
Lane,Misc.,1457,32,State Treasurer,R,
Lane,Misc.,1561,41,State Treasurer,R,
Lane,Misc.,1563,24,State Treasurer,R,
Lane,Misc.,1565,17,State Treasurer,R,
Lane,Misc.,1567,18,State Treasurer,R,
Lane,Misc.,1569,4,State Treasurer,R,
Lane,Misc.,1671,8,State Treasurer,R,
Lane,Misc.,1673,15,State Treasurer,R,
Lane,Misc.,1675,19,State Treasurer,R,
Lane,Misc.,1677,11,State Treasurer,R,
Lane,Misc.,1781,6,State Treasurer,R,
Lane,Misc.,1783,8,State Treasurer,R,
Lane,Misc.,1785,16,State Treasurer,R,
Lane,Misc.,1787,30,State Treasurer,R,
Lane,Misc.,1891,19,State Treasurer,R,
Lane,Misc.,1893,1,State Treasurer,R,
Lane,Misc.,1895,2,State Treasurer,R,
Lane,Misc.,1897,25,State Treasurer,R,
Lane,Misc.,1899,24,State Treasurer,R,
Lane,Misc.,2122,28,State Treasurer,R,
Lane,Misc.,2234,7,State Treasurer,R,
Lane,Misc.,2236,21,State Treasurer,R,
Lane,Misc.,2238,0,State Treasurer,R,
Lane,Misc.,2340,9,State Treasurer,R,
Lane,Misc.,2342,8,State Treasurer,R,
Lane,Misc.,2344,0,State Treasurer,R,
Lane,Misc.,2456,22,State Treasurer,R,
Lane,Misc.,2562,7,State Treasurer,R,
Lane,Misc.,2564,16,State Treasurer,R,
Lane,Misc.,2676,33,State Treasurer,R,
Lane,Misc.,2678,20,State Treasurer,R,
Lane,Misc.,4200,3,State Treasurer,R,
Lane,Misc.,4301,20,State Treasurer,R,
Lane,Misc.,4302,38,State Treasurer,R,
Lane,Misc.,4400,15,State Treasurer,R,
Lane,Misc.,4500,23,State Treasurer,R,
Lane,Misc.,4601,33,State Treasurer,R,
Lane,Misc.,4602,49,State Treasurer,R,
Lane,Misc.,4700,25,State Treasurer,R,
Lane,Misc.,4800,9,State Treasurer,R,
Lane,Misc.,4900,25,State Treasurer,R,
Lane,Over Votes,0702 702,0,State Treasurer,R,
Lane,Over Votes,0704 704,0,State Treasurer,R,
Lane,Over Votes,0706 706,0,State Treasurer,R,
Lane,Over Votes,0708 708,0,State Treasurer,R,
Lane,Over Votes,0710 710,0,State Treasurer,R,
Lane,Over Votes,0712 712,0,State Treasurer,R,
Lane,Over Votes,0714 714,0,State Treasurer,R,
Lane,Over Votes,0716 716,0,State Treasurer,R,
Lane,Over Votes,0718 718,0,State Treasurer,R,
Lane,Over Votes,0720 720,0,State Treasurer,R,
Lane,Over Votes,0722 722,0,State Treasurer,R,
Lane,Over Votes,0724 724,0,State Treasurer,R,
Lane,Over Votes,0726 726,0,State Treasurer,R,
Lane,Over Votes,0728 728,0,State Treasurer,R,
Lane,Over Votes,0730 730,0,State Treasurer,R,
Lane,Over Votes,0732 732,0,State Treasurer,R,
Lane,Over Votes,0734 734,0,State Treasurer,R,
Lane,Over Votes,0736 736,0,State Treasurer,R,
Lane,Over Votes,0738 738,0,State Treasurer,R,
Lane,Over Votes,0740 740,0,State Treasurer,R,
Lane,Over Votes,0742 742,0,State Treasurer,R,
Lane,Over Votes,0744 744,0,State Treasurer,R,
Lane,Over Votes,0746 746,0,State Treasurer,R,
Lane,Over Votes,0748 748,0,State Treasurer,R,
Lane,Over Votes,0750 750,0,State Treasurer,R,
Lane,Over Votes,0752 752,0,State Treasurer,R,
Lane,Over Votes,0754 754,0,State Treasurer,R,
Lane,Over Votes,0756 756,0,State Treasurer,R,
Lane,Over Votes,0758 758,0,State Treasurer,R,
Lane,Over Votes,0760 760,0,State Treasurer,R,
Lane,Over Votes,0762 762,0,State Treasurer,R,
Lane,Over Votes,0764 764,0,State Treasurer,R,
Lane,Over Votes,0766 766,0,State Treasurer,R,
Lane,Over Votes,1121,0,State Treasurer,R,
Lane,Over Votes,1123,0,State Treasurer,R,
Lane,Over Votes,1125,0,State Treasurer,R,
Lane,Over Votes,1127,0,State Treasurer,R,
Lane,Over Votes,1129,0,State Treasurer,R,
Lane,Over Votes,1231,0,State Treasurer,R,
Lane,Over Votes,1233,0,State Treasurer,R,
Lane,Over Votes,1235,0,State Treasurer,R,
Lane,Over Votes,1237,0,State Treasurer,R,
Lane,Over Votes,1341,0,State Treasurer,R,
Lane,Over Votes,1343,0,State Treasurer,R,
Lane,Over Votes,1345,0,State Treasurer,R,
Lane,Over Votes,1347,0,State Treasurer,R,
Lane,Over Votes,1349,0,State Treasurer,R,
Lane,Over Votes,1451,0,State Treasurer,R,
Lane,Over Votes,1453,0,State Treasurer,R,
Lane,Over Votes,1455,0,State Treasurer,R,
Lane,Over Votes,1457,0,State Treasurer,R,
Lane,Over Votes,1561,0,State Treasurer,R,
Lane,Over Votes,1563,0,State Treasurer,R,
Lane,Over Votes,1565,0,State Treasurer,R,
Lane,Over Votes,1567,0,State Treasurer,R,
Lane,Over Votes,1569,0,State Treasurer,R,
Lane,Over Votes,1671,0,State Treasurer,R,
Lane,Over Votes,1673,0,State Treasurer,R,
Lane,Over Votes,1675,0,State Treasurer,R,
Lane,Over Votes,1677,0,State Treasurer,R,
Lane,Over Votes,1781,0,State Treasurer,R,
Lane,Over Votes,1783,0,State Treasurer,R,
Lane,Over Votes,1785,0,State Treasurer,R,
Lane,Over Votes,1787,0,State Treasurer,R,
Lane,Over Votes,1891,0,State Treasurer,R,
Lane,Over Votes,1893,0,State Treasurer,R,
Lane,Over Votes,1895,0,State Treasurer,R,
Lane,Over Votes,1897,0,State Treasurer,R,
Lane,Over Votes,1899,0,State Treasurer,R,
Lane,Over Votes,2122,0,State Treasurer,R,
Lane,Over Votes,2234,0,State Treasurer,R,
Lane,Over Votes,2236,0,State Treasurer,R,
Lane,Over Votes,2238,0,State Treasurer,R,
Lane,Over Votes,2340,0,State Treasurer,R,
Lane,Over Votes,2342,0,State Treasurer,R,
Lane,Over Votes,2344,0,State Treasurer,R,
Lane,Over Votes,2456,0,State Treasurer,R,
Lane,Over Votes,2562,0,State Treasurer,R,
Lane,Over Votes,2564,0,State Treasurer,R,
Lane,Over Votes,2676,0,State Treasurer,R,
Lane,Over Votes,2678,0,State Treasurer,R,
Lane,Over Votes,4200,0,State Treasurer,R,
Lane,Over Votes,4301,0,State Treasurer,R,
Lane,Over Votes,4302,0,State Treasurer,R,
Lane,Over Votes,4400,0,State Treasurer,R,
Lane,Over Votes,4500,0,State Treasurer,R,
Lane,Over Votes,4601,0,State Treasurer,R,
Lane,Over Votes,4602,0,State Treasurer,R,
Lane,Over Votes,4700,0,State Treasurer,R,
Lane,Over Votes,4800,0,State Treasurer,R,
Lane,Over Votes,4900,0,State Treasurer,R,
Lane,Under Votes,0702 702,598,State Treasurer,R,
Lane,Under Votes,0704 704,115,State Treasurer,R,
Lane,Under Votes,0706 706,153,State Treasurer,R,
Lane,Under Votes,0708 708,301,State Treasurer,R,
Lane,Under Votes,0710 710,192,State Treasurer,R,
Lane,Under Votes,0712 712,475,State Treasurer,R,
Lane,Under Votes,0714 714,411,State Treasurer,R,
Lane,Under Votes,0716 716,282,State Treasurer,R,
Lane,Under Votes,0718 718,232,State Treasurer,R,
Lane,Under Votes,0720 720,172,State Treasurer,R,
Lane,Under Votes,0722 722,89,State Treasurer,R,
Lane,Under Votes,0724 724,61,State Treasurer,R,
Lane,Under Votes,0726 726,493,State Treasurer,R,
Lane,Under Votes,0728 728,153,State Treasurer,R,
Lane,Under Votes,0730 730,369,State Treasurer,R,
Lane,Under Votes,0732 732,290,State Treasurer,R,
Lane,Under Votes,0734 734,86,State Treasurer,R,
Lane,Under Votes,0736 736,171,State Treasurer,R,
Lane,Under Votes,0738 738,299,State Treasurer,R,
Lane,Under Votes,0740 740,26,State Treasurer,R,
Lane,Under Votes,0742 742,145,State Treasurer,R,
Lane,Under Votes,0744 744,132,State Treasurer,R,
Lane,Under Votes,0746 746,531,State Treasurer,R,
Lane,Under Votes,0748 748,488,State Treasurer,R,
Lane,Under Votes,0750 750,135,State Treasurer,R,
Lane,Under Votes,0752 752,227,State Treasurer,R,
Lane,Under Votes,0754 754,135,State Treasurer,R,
Lane,Under Votes,0756 756,519,State Treasurer,R,
Lane,Under Votes,0758 758,370,State Treasurer,R,
Lane,Under Votes,0760 760,288,State Treasurer,R,
Lane,Under Votes,0762 762,185,State Treasurer,R,
Lane,Under Votes,0764 764,188,State Treasurer,R,
Lane,Under Votes,0766 766,116,State Treasurer,R,
Lane,Under Votes,1121,12,State Treasurer,R,
Lane,Under Votes,1123,52,State Treasurer,R,
Lane,Under Votes,1125,106,State Treasurer,R,
Lane,Under Votes,1127,85,State Treasurer,R,
Lane,Under Votes,1129,265,State Treasurer,R,
Lane,Under Votes,1231,152,State Treasurer,R,
Lane,Under Votes,1233,243,State Treasurer,R,
Lane,Under Votes,1235,288,State Treasurer,R,
Lane,Under Votes,1237,281,State Treasurer,R,
Lane,Under Votes,1341,7,State Treasurer,R,
Lane,Under Votes,1343,24,State Treasurer,R,
Lane,Under Votes,1345,152,State Treasurer,R,
Lane,Under Votes,1347,77,State Treasurer,R,
Lane,Under Votes,1349,13,State Treasurer,R,
Lane,Under Votes,1451,629,State Treasurer,R,
Lane,Under Votes,1453,259,State Treasurer,R,
Lane,Under Votes,1455,108,State Treasurer,R,
Lane,Under Votes,1457,475,State Treasurer,R,
Lane,Under Votes,1561,765,State Treasurer,R,
Lane,Under Votes,1563,396,State Treasurer,R,
Lane,Under Votes,1565,316,State Treasurer,R,
Lane,Under Votes,1567,260,State Treasurer,R,
Lane,Under Votes,1569,168,State Treasurer,R,
Lane,Under Votes,1671,161,State Treasurer,R,
Lane,Under Votes,1673,415,State Treasurer,R,
Lane,Under Votes,1675,428,State Treasurer,R,
Lane,Under Votes,1677,293,State Treasurer,R,
Lane,Under Votes,1781,121,State Treasurer,R,
Lane,Under Votes,1783,67,State Treasurer,R,
Lane,Under Votes,1785,266,State Treasurer,R,
Lane,Under Votes,1787,507,State Treasurer,R,
Lane,Under Votes,1891,185,State Treasurer,R,
Lane,Under Votes,1893,22,State Treasurer,R,
Lane,Under Votes,1895,65,State Treasurer,R,
Lane,Under Votes,1897,401,State Treasurer,R,
Lane,Under Votes,1899,369,State Treasurer,R,
Lane,Under Votes,2122,443,State Treasurer,R,
Lane,Under Votes,2234,119,State Treasurer,R,
Lane,Under Votes,2236,239,State Treasurer,R,
Lane,Under Votes,2238,17,State Treasurer,R,
Lane,Under Votes,2340,152,State Treasurer,R,
Lane,Under Votes,2342,219,State Treasurer,R,
Lane,Under Votes,2344,11,State Treasurer,R,
Lane,Under Votes,2456,330,State Treasurer,R,
Lane,Under Votes,2562,116,State Treasurer,R,
Lane,Under Votes,2564,324,State Treasurer,R,
Lane,Under Votes,2676,423,State Treasurer,R,
Lane,Under Votes,2678,238,State Treasurer,R,
Lane,Under Votes,4200,98,State Treasurer,R,
Lane,Under Votes,4301,221,State Treasurer,R,
Lane,Under Votes,4302,290,State Treasurer,R,
Lane,Under Votes,4400,350,State Treasurer,R,
Lane,Under Votes,4500,209,State Treasurer,R,
Lane,Under Votes,4601,414,State Treasurer,R,
Lane,Under Votes,4602,570,State Treasurer,R,
Lane,Under Votes,4700,481,State Treasurer,R,
Lane,Under Votes,4800,207,State Treasurer,R,
Lane,Under Votes,4900,282,State Treasurer,R,
Lane,Misc.,0702 702,62,Attorney General,R,
Lane,Misc.,0704 704,9,Attorney General,R,
Lane,Misc.,0706 706,12,Attorney General,R,
Lane,Misc.,0708 708,38,Attorney General,R,
Lane,Misc.,0710 710,11,Attorney General,R,
Lane,Misc.,0712 712,28,Attorney General,R,
Lane,Misc.,0714 714,26,Attorney General,R,
Lane,Misc.,0716 716,28,Attorney General,R,
Lane,Misc.,0718 718,17,Attorney General,R,
Lane,Misc.,0720 720,16,Attorney General,R,
Lane,Misc.,0722 722,5,Attorney General,R,
Lane,Misc.,0724 724,7,Attorney General,R,
Lane,Misc.,0726 726,30,Attorney General,R,
Lane,Misc.,0728 728,13,Attorney General,R,
Lane,Misc.,0730 730,17,Attorney General,R,
Lane,Misc.,0732 732,22,Attorney General,R,
Lane,Misc.,0734 734,10,Attorney General,R,
Lane,Misc.,0736 736,19,Attorney General,R,
Lane,Misc.,0738 738,20,Attorney General,R,
Lane,Misc.,0740 740,0,Attorney General,R,
Lane,Misc.,0742 742,5,Attorney General,R,
Lane,Misc.,0744 744,3,Attorney General,R,
Lane,Misc.,0746 746,42,Attorney General,R,
Lane,Misc.,0748 748,33,Attorney General,R,
Lane,Misc.,0750 750,6,Attorney General,R,
Lane,Misc.,0752 752,33,Attorney General,R,
Lane,Misc.,0754 754,11,Attorney General,R,
Lane,Misc.,0756 756,26,Attorney General,R,
Lane,Misc.,0758 758,28,Attorney General,R,
Lane,Misc.,0760 760,23,Attorney General,R,
Lane,Misc.,0762 762,7,Attorney General,R,
Lane,Misc.,0764 764,11,Attorney General,R,
Lane,Misc.,0766 766,7,Attorney General,R,
Lane,Misc.,1121,1,Attorney General,R,
Lane,Misc.,1123,0,Attorney General,R,
Lane,Misc.,1125,14,Attorney General,R,
Lane,Misc.,1127,3,Attorney General,R,
Lane,Misc.,1129,9,Attorney General,R,
Lane,Misc.,1231,14,Attorney General,R,
Lane,Misc.,1233,14,Attorney General,R,
Lane,Misc.,1235,28,Attorney General,R,
Lane,Misc.,1237,25,Attorney General,R,
Lane,Misc.,1341,0,Attorney General,R,
Lane,Misc.,1343,0,Attorney General,R,
Lane,Misc.,1345,11,Attorney General,R,
Lane,Misc.,1347,14,Attorney General,R,
Lane,Misc.,1349,4,Attorney General,R,
Lane,Misc.,1451,47,Attorney General,R,
Lane,Misc.,1453,13,Attorney General,R,
Lane,Misc.,1455,4,Attorney General,R,
Lane,Misc.,1457,32,Attorney General,R,
Lane,Misc.,1561,45,Attorney General,R,
Lane,Misc.,1563,28,Attorney General,R,
Lane,Misc.,1565,17,Attorney General,R,
Lane,Misc.,1567,19,Attorney General,R,
Lane,Misc.,1569,5,Attorney General,R,
Lane,Misc.,1671,13,Attorney General,R,
Lane,Misc.,1673,19,Attorney General,R,
Lane,Misc.,1675,23,Attorney General,R,
Lane,Misc.,1677,13,Attorney General,R,
Lane,Misc.,1781,9,Attorney General,R,
Lane,Misc.,1783,7,Attorney General,R,
Lane,Misc.,1785,11,Attorney General,R,
Lane,Misc.,1787,27,Attorney General,R,
Lane,Misc.,1891,15,Attorney General,R,
Lane,Misc.,1893,1,Attorney General,R,
Lane,Misc.,1895,1,Attorney General,R,
Lane,Misc.,1897,29,Attorney General,R,
Lane,Misc.,1899,27,Attorney General,R,
Lane,Misc.,2122,22,Attorney General,R,
Lane,Misc.,2234,7,Attorney General,R,
Lane,Misc.,2236,23,Attorney General,R,
Lane,Misc.,2238,0,Attorney General,R,
Lane,Misc.,2340,7,Attorney General,R,
Lane,Misc.,2342,12,Attorney General,R,
Lane,Misc.,2344,0,Attorney General,R,
Lane,Misc.,2456,22,Attorney General,R,
Lane,Misc.,2562,5,Attorney General,R,
Lane,Misc.,2564,14,Attorney General,R,
Lane,Misc.,2676,33,Attorney General,R,
Lane,Misc.,2678,19,Attorney General,R,
Lane,Misc.,4200,5,Attorney General,R,
Lane,Misc.,4301,17,Attorney General,R,
Lane,Misc.,4302,40,Attorney General,R,
Lane,Misc.,4400,16,Attorney General,R,
Lane,Misc.,4500,24,Attorney General,R,
Lane,Misc.,4601,37,Attorney General,R,
Lane,Misc.,4602,50,Attorney General,R,
Lane,Misc.,4700,24,Attorney General,R,
Lane,Misc.,4800,8,Attorney General,R,
Lane,Misc.,4900,30,Attorney General,R,
Lane,Over Votes,0702 702,0,Attorney General,R,
Lane,Over Votes,0704 704,0,Attorney General,R,
Lane,Over Votes,0706 706,0,Attorney General,R,
Lane,Over Votes,0708 708,0,Attorney General,R,
Lane,Over Votes,0710 710,0,Attorney General,R,
Lane,Over Votes,0712 712,0,Attorney General,R,
