precinct,office,district,party,candidate,votes
PRECINCT 16 ,State House,55,,Over Votes,0
PRECINCT 17 ,State House,55,,Over Votes,0
PRECINCT 02 ,State House,55,,Over Votes,0
PRECINCT 03 ,State House,55,,Over Votes,0
PRECINCT 04 ,State House,55,,Over Votes,0
PRECINCT 05 ,State House,55,,Over Votes,0
PRECINCT 06 ,State House,55,,Over Votes,1
PRECINCT 07 ,State House,55,,Over Votes,0
PRECINCT 08 ,State House,55,,Over Votes,0
PRECINCT 09 ,State House,55,,Over Votes,0
PRECINCT 01 ,State House,55,,Under Votes,22
PRECINCT 10 ,State House,55,,Under Votes,22
PRECINCT 11 ,State House,55,,Under Votes,90
PRECINCT 12 ,State House,55,,Under Votes,3
PRECINCT 13 ,State House,55,,Under Votes,31
PRECINCT 14 ,State House,55,,Under Votes,20
PRECINCT 15 ,State House,55,,Under Votes,44
PRECINCT 16 ,State House,55,,Under Votes,29
PRECINCT 17 ,State House,55,,Under Votes,127
PRECINCT 02 ,State House,55,,Under Votes,29
PRECINCT 03 ,State House,55,,Under Votes,18
PRECINCT 04 ,State House,55,,Under Votes,50
PRECINCT 05 ,State House,55,,Under Votes,67
PRECINCT 06 ,State House,55,,Under Votes,27
PRECINCT 07 ,State House,55,,Under Votes,12
PRECINCT 08 ,State House,55,,Under Votes,42
PRECINCT 09 ,State House,55,,Under Votes,7
