id,county,precinct,office,district,party,candidate,votes
711,Polk,118,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Under Votes,1121
715,Polk,118,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Chad Woods,1778
716,Polk,118,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Write-In Totals,20
718,Polk,118,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Over Votes,0
719,Polk,118,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Under Votes,1159
722,Polk,118,State Measure 107,,,Yes,1967
723,Polk,118,State Measure 107,,,No,856
725,Polk,118,State Measure 107,,,Over Votes,2
726,Polk,118,State Measure 107,,,Under Votes,132
729,Polk,118,State Measure 108,,,Yes,1800
730,Polk,118,State Measure 108,,,No,1085
732,Polk,118,State Measure 108,,,Over Votes,0
733,Polk,118,State Measure 108,,,Under Votes,72
736,Polk,118,State Measure 109,,,Yes,1286
737,Polk,118,State Measure 109,,,No,1560
739,Polk,118,State Measure 109,,,Over Votes,1
740,Polk,118,State Measure 109,,,Under Votes,110
743,Polk,118,State Measure 110,,,Yes,1329
744,Polk,118,State Measure 110,,,No,1529
746,Polk,118,State Measure 110,,,Over Votes,0
747,Polk,118,State Measure 110,,,Under Votes,99
750,Polk,122,Registered Voters,,,,1719
751,Polk,122,Ballots Cast,,,,1505
752,Polk,122,Ballots Cast - Blank,,,,0
755,Polk,122,President,,REP,Donald J Trump / Michael R,743
756,Polk,122,President,,DEM,Joseph R Biden / Kamala D,690
757,Polk,122,President,,LBT,Jo Jorgensen / Jeremy (Spike),23
758,Polk,122,President,,PGP,Howie Hawkins / Angela Walker,3
759,Polk,122,President,,PRO,Dario Hunter / Dawn Neptune,4
760,Polk,122,President,,,Write-In Totals,19
762,Polk,122,President,,,Over Votes,0
763,Polk,122,President,,,Under Votes,23
766,Polk,122,U.S. Senate,,REP,Jo Rae Perkins,761
767,Polk,122,U.S. Senate,,DEM,Jeff Merkley,668
768,Polk,122,U.S. Senate,,PGP,Ibrahim A Taher,13
769,Polk,122,U.S. Senate,,LBT,Gary Dye,23
770,Polk,122,U.S. Senate,,,Write-In Totals,1
772,Polk,122,U.S. Senate,,,Over Votes,1
773,Polk,122,U.S. Senate,,,Under Votes,38
776,Polk,122,U.S. House,5,LBT,Matthew James Rix,24
777,Polk,122,U.S. House,5,REP,Amy Ryan Courser,780
778,Polk,122,U.S. House,5,DEM,Kurt Schrader,659
779,Polk,122,U.S. House,5,,Write-In Totals,0
781,Polk,122,U.S. House,5,,Over Votes,0
782,Polk,122,U.S. House,5,,Under Votes,42
786,Polk,122,Secretary of State,,PGP,Nathalie Paravicini,30
787,Polk,122,Secretary of State,,LBT,Kyle Markley,31
788,Polk,122,Secretary of State,,REP,Kim Thatcher,815
789,Polk,122,Secretary of State,,DEM,Shemia Fagan,570
790,Polk,122,Secretary of State,,,Write-In Totals,3
792,Polk,122,Secretary of State,,,Over Votes,1
793,Polk,122,Secretary of State,,,Under Votes,55
796,Polk,122,State Treasurer,,CON,Michael P Marsh,29
797,Polk,122,State Treasurer,,DEM,Tobias Read,604
798,Polk,122,State Treasurer,,IND,Chris Henry,43
799,Polk,122,State Treasurer,,REP,Jeff Gudman,758
800,Polk,122,State Treasurer,,,Write-In Totals,1
802,Polk,122,State Treasurer,,,Over Votes,0
803,Polk,122,State Treasurer,,,Under Votes,70
806,Polk,122,Attorney General,,DEM,Ellen Rosenblum,629
807,Polk,122,Attorney General,,LBT,Lars D H Hedbor,20
808,Polk,122,Attorney General,,REP,Michael Cross,767
809,Polk,122,Attorney General,,,Write-In Totals,9
811,Polk,122,Attorney General,,,Over Votes,0
812,Polk,122,Attorney General,,,Under Votes,80
816,Polk,122,State Senate,10,DEM,Deb Patterson,601
817,Polk,122,State Senate,10,REP,Denyc Boles,804
818,Polk,122,State Senate,10,LBT,Taylor A Rickey,38
819,Polk,122,State Senate,10,,Write-In Totals,0
821,Polk,122,State Senate,10,,Over Votes,1
822,Polk,122,State Senate,10,,Under Votes,61
825,Polk,122,State House,20,REP,Selma Pierce,874
826,Polk,122,State House,20,DEM,Paul Evans,575
827,Polk,122,State House,20,,Write-In Totals,1
829,Polk,122,State House,20,,Over Votes,1
830,Polk,122,State House,20,,Under Votes,54
833,Polk,122,Judge of the Supreme Court Position 4,,,Christopher L Garrett,941
834,Polk,122,Judge of the Supreme Court Position 4,,,Write-In Totals,25
836,Polk,122,Judge of the Supreme Court Position 4,,,Over Votes,1
837,Polk,122,Judge of the Supreme Court Position 4,,,Under Votes,538
840,Polk,122,Judge of the Court of Appeals Position 9,,,Jacqueline S Kamins,935
841,Polk,122,Judge of the Court of Appeals Position 9,,,Write-In Totals,18
843,Polk,122,Judge of the Court of Appeals Position 9,,,Over Votes,0
844,Polk,122,Judge of the Court of Appeals Position 9,,,Under Votes,552
848,Polk,122,Polk County Commissioner Position 1 POLK,,,Lyle R Mordhorst,790
849,Polk,122,Polk County Commissioner Position 1 POLK,,,Danny Jaffer,442
850,Polk,122,Polk County Commissioner Position 1 POLK,,,Write-In Totals,3
852,Polk,122,Polk County Commissioner Position 1 POLK,,,Over Votes,0
853,Polk,122,Polk County Commissioner Position 1 POLK,,,Under Votes,270
856,Polk,122,Polk County Clerk POLK,,,Valerie Unger,1018
857,Polk,122,Polk County Clerk POLK,,,Write-In Totals,7
859,Polk,122,Polk County Clerk POLK,,,Over Votes,0
860,Polk,122,Polk County Clerk POLK,,,Under Votes,480
863,Polk,122,Polk County Sheriff POLK,,,Mark Garton,1004
864,Polk,122,Polk County Sheriff POLK,,,Write-In Totals,9
866,Polk,122,Polk County Sheriff POLK,,,Over Votes,0
867,Polk,122,Polk County Sheriff POLK,,,Under Votes,492
870,Polk,122,Polk County Treasurer POLK,,,Steve Milligan,956
871,Polk,122,Polk County Treasurer POLK,,,Write-In Totals,9
873,Polk,122,Polk County Treasurer POLK,,,Over Votes,0
874,Polk,122,Polk County Treasurer POLK,,,Under Votes,540
878,Polk,122,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Pryor Garnett,952
879,Polk,122,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Write-In Totals,7
881,Polk,122,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Over Votes,0
882,Polk,122,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Under Votes,546
885,Polk,122,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,John (Jock) Dalton,918
886,Polk,122,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Write-In Totals,6
888,Polk,122,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Over Votes,3
889,Polk,122,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Under Votes,578
892,Polk,122,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Chad Woods,911
893,Polk,122,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Write-In Totals,7
895,Polk,122,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Over Votes,0
896,Polk,122,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Under Votes,587
899,Polk,122,State Measure 107,,,Yes,1019
900,Polk,122,State Measure 107,,,No,413
902,Polk,122,State Measure 107,,,Over Votes,0
903,Polk,122,State Measure 107,,,Under Votes,73
906,Polk,122,State Measure 108,,,Yes,953
907,Polk,122,State Measure 108,,,No,500
909,Polk,122,State Measure 108,,,Over Votes,1
910,Polk,122,State Measure 108,,,Under Votes,51
914,Polk,122,State Measure 109,,,Yes,641
915,Polk,122,State Measure 109,,,No,788
917,Polk,122,State Measure 109,,,Over Votes,0
918,Polk,122,State Measure 109,,,Under Votes,76
921,Polk,122,State Measure 110,,,Yes,684
922,Polk,122,State Measure 110,,,No,757
924,Polk,122,State Measure 110,,,Over Votes,0
925,Polk,122,State Measure 110,,,Under Votes,64
928,Polk,134,Registered Voters,,,,7441
929,Polk,134,Ballots Cast,,,,6169
930,Polk,134,Ballots Cast - Blank,,,,2
933,Polk,134,President,,REP,Donald J Trump / Michael R,2682
934,Polk,134,President,,DEM,Joseph R Biden / Kamala D,3211
935,Polk,134,President,,LBT,Jo Jorgensen / Jeremy (Spike),114
936,Polk,134,President,,PGP,Howie Hawkins / Angela Walker,28
937,Polk,134,President,,PRO,Dario Hunter / Dawn Neptune,6
938,Polk,134,President,,,Write-In Totals,54
940,Polk,134,President,,,Over Votes,7
941,Polk,134,President,,,Under Votes,67
944,Polk,134,U.S. Senate,,REP,Jo Rae Perkins,2631
945,Polk,134,U.S. Senate,,DEM,Jeff Merkley,3179
946,Polk,134,U.S. Senate,,PGP,Ibrahim A Taher,83
947,Polk,134,U.S. Senate,,LBT,Gary Dye,113
948,Polk,134,U.S. Senate,,,Write-In Totals,9
950,Polk,134,U.S. Senate,,,Over Votes,0
951,Polk,134,U.S. Senate,,,Under Votes,154
954,Polk,134,U.S. House,5,LBT,Matthew James Rix,161
955,Polk,134,U.S. House,5,REP,Amy Ryan Courser,2766
956,Polk,134,U.S. House,5,DEM,Kurt Schrader,3032
957,Polk,134,U.S. House,5,,Write-In Totals,8
959,Polk,134,U.S. House,5,,Over Votes,2
960,Polk,134,U.S. House,5,,Under Votes,200
964,Polk,134,Secretary of State,,PGP,Nathalie Paravicini,149
965,Polk,134,Secretary of State,,LBT,Kyle Markley,177
966,Polk,134,Secretary of State,,REP,Kim Thatcher,2858
967,Polk,134,Secretary of State,,DEM,Shemia Fagan,2720
968,Polk,134,Secretary of State,,,Write-In Totals,8
970,Polk,134,Secretary of State,,,Over Votes,1
971,Polk,134,Secretary of State,,,Under Votes,256
974,Polk,134,State Treasurer,,CON,Michael P Marsh,151
975,Polk,134,State Treasurer,,DEM,Tobias Read,2829
976,Polk,134,State Treasurer,,IND,Chris Henry,220
977,Polk,134,State Treasurer,,REP,Jeff Gudman,2666
978,Polk,134,State Treasurer,,,Write-In Totals,8
980,Polk,134,State Treasurer,,,Over Votes,0
981,Polk,134,State Treasurer,,,Under Votes,295
984,Polk,134,Attorney General,,DEM,Ellen Rosenblum,3005
985,Polk,134,Attorney General,,LBT,Lars D H Hedbor,129
986,Polk,134,Attorney General,,REP,Michael Cross,2711
987,Polk,134,Attorney General,,,Write-In Totals,24
989,Polk,134,Attorney General,,,Over Votes,0
990,Polk,134,Attorney General,,,Under Votes,300
994,Polk,134,State Senate,10,DEM,Deb Patterson,2882
995,Polk,134,State Senate,10,REP,Denyc Boles,2790
996,Polk,134,State Senate,10,LBT,Taylor A Rickey,193
997,Polk,134,State Senate,10,,Write-In Totals,8
999,Polk,134,State Senate,10,,Over Votes,1
1000,Polk,134,State Senate,10,,Under Votes,295
1003,Polk,134,State House,20,REP,Selma Pierce,3011
1004,Polk,134,State House,20,DEM,Paul Evans,2866
1005,Polk,134,State House,20,,Write-In Totals,16
1007,Polk,134,State House,20,,Over Votes,2
1008,Polk,134,State House,20,,Under Votes,274
1011,Polk,134,Judge of the Supreme Court Position 4,,,Christopher L Garrett,3984
1012,Polk,134,Judge of the Supreme Court Position 4,,,Write-In Totals,100
1014,Polk,134,Judge of the Supreme Court Position 4,,,Over Votes,3
1015,Polk,134,Judge of the Supreme Court Position 4,,,Under Votes,2082
1018,Polk,134,Judge of the Court of Appeals Position 9,,,Jacqueline S Kamins,3948
1019,Polk,134,Judge of the Court of Appeals Position 9,,,Write-In Totals,84
1021,Polk,134,Judge of the Court of Appeals Position 9,,,Over Votes,1
1022,Polk,134,Judge of the Court of Appeals Position 9,,,Under Votes,2136
1026,Polk,134,Polk County Commissioner Position 1 POLK,,,Lyle R Mordhorst,2710
1027,Polk,134,Polk County Commissioner Position 1 POLK,,,Danny Jaffer,2132
1028,Polk,134,Polk County Commissioner Position 1 POLK,,,Write-In Totals,31
1030,Polk,134,Polk County Commissioner Position 1 POLK,,,Over Votes,2
1031,Polk,134,Polk County Commissioner Position 1 POLK,,,Under Votes,1294
1034,Polk,134,Polk County Clerk POLK,,,Valerie Unger,4181
1035,Polk,134,Polk County Clerk POLK,,,Write-In Totals,49
1037,Polk,134,Polk County Clerk POLK,,,Over Votes,2
1038,Polk,134,Polk County Clerk POLK,,,Under Votes,1937
1041,Polk,134,Polk County Sheriff POLK,,,Mark Garton,4152
1042,Polk,134,Polk County Sheriff POLK,,,Write-In Totals,60
1044,Polk,134,Polk County Sheriff POLK,,,Over Votes,3
1045,Polk,134,Polk County Sheriff POLK,,,Under Votes,1954
1048,Polk,134,Polk County Treasurer POLK,,,Steve Milligan,3986
1049,Polk,134,Polk County Treasurer POLK,,,Write-In Totals,57
1051,Polk,134,Polk County Treasurer POLK,,,Over Votes,1
1052,Polk,134,Polk County Treasurer POLK,,,Under Votes,2125
1056,Polk,134,City of Salem Mayor City of Salem,,,Chuck Bennett,4055
1057,Polk,134,City of Salem Mayor City of Salem,,,Write-In Totals,233
1059,Polk,134,City of Salem Mayor City of Salem,,,Over Votes,2
1060,Polk,134,City of Salem Mayor City of Salem,,,Under Votes,1879
1063,Polk,134,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Pryor Garnett,3909
1064,Polk,134,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Write-In Totals,44
1066,Polk,134,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Over Votes,3
1067,Polk,134,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Under Votes,2213
1070,Polk,134,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,John (Jock) Dalton,3873
1071,Polk,134,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Write-In Totals,43
1073,Polk,134,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Over Votes,2
1074,Polk,134,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Under Votes,2251
1077,Polk,134,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Chad Woods,3881
1078,Polk,134,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Write-In Totals,39
1080,Polk,134,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Over Votes,0
1081,Polk,134,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Under Votes,2249
1084,Polk,134,State Measure 107,,,Yes,4492
1085,Polk,134,State Measure 107,,,No,1281
1087,Polk,134,State Measure 107,,,Over Votes,3
1088,Polk,134,State Measure 107,,,Under Votes,393
1092,Polk,134,State Measure 108,,,Yes,4117
1093,Polk,134,State Measure 108,,,No,1853
1095,Polk,134,State Measure 108,,,Over Votes,1
1096,Polk,134,State Measure 108,,,Under Votes,198
1099,Polk,134,State Measure 109,,,Yes,3005
1100,Polk,134,State Measure 109,,,No,2888
1102,Polk,134,State Measure 109,,,Over Votes,4
1103,Polk,134,State Measure 109,,,Under Votes,272
1106,Polk,134,State Measure 110,,,Yes,3245
1107,Polk,134,State Measure 110,,,No,2641
1109,Polk,134,State Measure 110,,,Over Votes,3
1110,Polk,134,State Measure 110,,,Under Votes,280
1113,Polk,136,Registered Voters,,,,4491
1114,Polk,136,Ballots Cast,,,,3903
1115,Polk,136,Ballots Cast - Blank,,,,0
1118,Polk,136,President,,REP,Donald J Trump / Michael R,1640
1119,Polk,136,President,,DEM,Joseph R Biden / Kamala D,2096
1120,Polk,136,President,,LBT,Jo Jorgensen / Jeremy (Spike),59
1121,Polk,136,President,,PGP,Howie Hawkins / Angela Walker,11
1122,Polk,136,President,,PRO,Dario Hunter / Dawn Neptune,3
1123,Polk,136,President,,,Write-In Totals,47
1125,Polk,136,President,,,Over Votes,1
1126,Polk,136,President,,,Under Votes,46
1129,Polk,136,U.S. Senate,,REP,Jo Rae Perkins,1621
1130,Polk,136,U.S. Senate,,DEM,Jeff Merkley,2081
1131,Polk,136,U.S. Senate,,PGP,Ibrahim A Taher,53
1132,Polk,136,U.S. Senate,,LBT,Gary Dye,51
1133,Polk,136,U.S. Senate,,,Write-In Totals,7
1135,Polk,136,U.S. Senate,,,Over Votes,0
1136,Polk,136,U.S. Senate,,,Under Votes,90
1139,Polk,136,U.S. House,5,LBT,Matthew James Rix,73
1140,Polk,136,U.S. House,5,REP,Amy Ryan Courser,1741
1141,Polk,136,U.S. House,5,DEM,Kurt Schrader,1981
1142,Polk,136,U.S. House,5,,Write-In Totals,7
1144,Polk,136,U.S. House,5,,Over Votes,1
1145,Polk,136,U.S. House,5,,Under Votes,100
1149,Polk,136,Secretary of State,,PGP,Nathalie Paravicini,81
1150,Polk,136,Secretary of State,,LBT,Kyle Markley,85
1151,Polk,136,Secretary of State,,REP,Kim Thatcher,1836
1152,Polk,136,Secretary of State,,DEM,Shemia Fagan,1762
1153,Polk,136,Secretary of State,,,Write-In Totals,7
1155,Polk,136,Secretary of State,,,Over Votes,1
1156,Polk,136,Secretary of State,,,Under Votes,131
1159,Polk,136,State Treasurer,,CON,Michael P Marsh,61
1160,Polk,136,State Treasurer,,DEM,Tobias Read,1845
1161,Polk,136,State Treasurer,,IND,Chris Henry,118
1162,Polk,136,State Treasurer,,REP,Jeff Gudman,1702
1163,Polk,136,State Treasurer,,,Write-In Totals,3
1165,Polk,136,State Treasurer,,,Over Votes,1
1166,Polk,136,State Treasurer,,,Under Votes,173
1169,Polk,136,Attorney General,,DEM,Ellen Rosenblum,1971
1170,Polk,136,Attorney General,,LBT,Lars D H Hedbor,66
1171,Polk,136,Attorney General,,REP,Michael Cross,1677
1172,Polk,136,Attorney General,,,Write-In Totals,14
1174,Polk,136,Attorney General,,,Over Votes,0
1175,Polk,136,Attorney General,,,Under Votes,175
1179,Polk,136,State Senate,10,DEM,Deb Patterson,1838
1180,Polk,136,State Senate,10,REP,Denyc Boles,1789
1181,Polk,136,State Senate,10,LBT,Taylor A Rickey,93
1182,Polk,136,State Senate,10,,Write-In Totals,9
1184,Polk,136,State Senate,10,,Over Votes,2
1185,Polk,136,State Senate,10,,Under Votes,172
1188,Polk,136,State House,20,REP,Selma Pierce,1937
1189,Polk,136,State House,20,DEM,Paul Evans,1811
1190,Polk,136,State House,20,,Write-In Totals,10
1192,Polk,136,State House,20,,Over Votes,0
1193,Polk,136,State House,20,,Under Votes,145
1196,Polk,136,Judge of the Supreme Court Position 4,,,Christopher L Garrett,2490
1197,Polk,136,Judge of the Supreme Court Position 4,,,Write-In Totals,80
1199,Polk,136,Judge of the Supreme Court Position 4,,,Over Votes,4
1200,Polk,136,Judge of the Supreme Court Position 4,,,Under Votes,1329
1203,Polk,136,Judge of the Court of Appeals Position 9,,,Jacqueline S Kamins,2472
1204,Polk,136,Judge of the Court of Appeals Position 9,,,Write-In Totals,66
1206,Polk,136,Judge of the Court of Appeals Position 9,,,Over Votes,1
1207,Polk,136,Judge of the Court of Appeals Position 9,,,Under Votes,1364
1211,Polk,136,Polk County Commissioner Position 1 POLK,,,Lyle R Mordhorst,1828
1212,Polk,136,Polk County Commissioner Position 1 POLK,,,Danny Jaffer,1256
1213,Polk,136,Polk County Commissioner Position 1 POLK,,,Write-In Totals,30
1215,Polk,136,Polk County Commissioner Position 1 POLK,,,Over Votes,0
1216,Polk,136,Polk County Commissioner Position 1 POLK,,,Under Votes,789
1219,Polk,136,Polk County Clerk POLK,,,Valerie Unger,2634
1220,Polk,136,Polk County Clerk POLK,,,Write-In Totals,39
1222,Polk,136,Polk County Clerk POLK,,,Over Votes,0
1223,Polk,136,Polk County Clerk POLK,,,Under Votes,1230
1226,Polk,136,Polk County Sheriff POLK,,,Mark Garton,2584
1227,Polk,136,Polk County Sheriff POLK,,,Write-In Totals,44
1229,Polk,136,Polk County Sheriff POLK,,,Over Votes,1
1230,Polk,136,Polk County Sheriff POLK,,,Under Votes,1274
1233,Polk,136,Polk County Treasurer POLK,,,Steve Milligan,2504
1234,Polk,136,Polk County Treasurer POLK,,,Write-In Totals,41
1236,Polk,136,Polk County Treasurer POLK,,,Over Votes,0
1237,Polk,136,Polk County Treasurer POLK,,,Under Votes,1358
1241,Polk,136,City of Salem Mayor City of Salem,,,Chuck Bennett,2609
1242,Polk,136,City of Salem Mayor City of Salem,,,Write-In Totals,184
1244,Polk,136,City of Salem Mayor City of Salem,,,Over Votes,1
1245,Polk,136,City of Salem Mayor City of Salem,,,Under Votes,1109
1248,Polk,136,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Pryor Garnett,2427
1249,Polk,136,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Write-In Totals,30
1251,Polk,136,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Over Votes,0
1252,Polk,136,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Under Votes,1446
1255,Polk,136,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,John (Jock) Dalton,2414
1256,Polk,136,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Write-In Totals,26
1258,Polk,136,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Over Votes,1
1259,Polk,136,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Under Votes,1462
1262,Polk,136,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Chad Woods,2415
1263,Polk,136,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Write-In Totals,26
1265,Polk,136,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Over Votes,0
1266,Polk,136,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Under Votes,1462
1269,Polk,136,State Measure 107,,,Yes,2800
1270,Polk,136,State Measure 107,,,No,897
1272,Polk,136,State Measure 107,,,Over Votes,1
1273,Polk,136,State Measure 107,,,Under Votes,205
1277,Polk,136,State Measure 108,,,Yes,2733
1278,Polk,136,State Measure 108,,,No,1074
1280,Polk,136,State Measure 108,,,Over Votes,2
1281,Polk,136,State Measure 108,,,Under Votes,94
1284,Polk,136,State Measure 109,,,Yes,1855
1285,Polk,136,State Measure 109,,,No,1884
1287,Polk,136,State Measure 109,,,Over Votes,0
1288,Polk,136,State Measure 109,,,Under Votes,164
1291,Polk,136,State Measure 110,,,Yes,1987
1292,Polk,136,State Measure 110,,,No,1770
1294,Polk,136,State Measure 110,,,Over Votes,5
1295,Polk,136,State Measure 110,,,Under Votes,141
1298,Polk,140,Registered Voters,,,,2950
1299,Polk,140,Ballots Cast,,,,2070
1300,Polk,140,Ballots Cast - Blank,,,,0
1303,Polk,140,President,,REP,Donald J Trump / Michael R,809
1304,Polk,140,President,,DEM,Joseph R Biden / Kamala D,1169
1305,Polk,140,President,,LBT,Jo Jorgensen / Jeremy (Spike),53
1306,Polk,140,President,,PGP,Howie Hawkins / Angela Walker,10
1307,Polk,140,President,,PRO,Dario Hunter / Dawn Neptune,4
1308,Polk,140,President,,,Write-In Totals,14
1310,Polk,140,President,,,Over Votes,0
1311,Polk,140,President,,,Under Votes,11
1314,Polk,140,U.S. Senate,,REP,Jo Rae Perkins,729
1315,Polk,140,U.S. Senate,,DEM,Jeff Merkley,1160
1316,Polk,140,U.S. Senate,,PGP,Ibrahim A Taher,44
1317,Polk,140,U.S. Senate,,LBT,Gary Dye,62
1318,Polk,140,U.S. Senate,,,Write-In Totals,2
1320,Polk,140,U.S. Senate,,,Over Votes,0
1321,Polk,140,U.S. Senate,,,Under Votes,73
1324,Polk,140,U.S. House,5,LBT,Matthew James Rix,79
1325,Polk,140,U.S. House,5,REP,Amy Ryan Courser,773
1326,Polk,140,U.S. House,5,DEM,Kurt Schrader,1130
1327,Polk,140,U.S. House,5,,Write-In Totals,1
1329,Polk,140,U.S. House,5,,Over Votes,0
1330,Polk,140,U.S. House,5,,Under Votes,87
1334,Polk,140,Secretary of State,,PGP,Nathalie Paravicini,88
1335,Polk,140,Secretary of State,,LBT,Kyle Markley,79
1336,Polk,140,Secretary of State,,REP,Kim Thatcher,801
1337,Polk,140,Secretary of State,,DEM,Shemia Fagan,1001
1338,Polk,140,Secretary of State,,,Write-In Totals,3
1340,Polk,140,Secretary of State,,,Over Votes,1
1341,Polk,140,Secretary of State,,,Under Votes,97
1344,Polk,140,State Treasurer,,CON,Michael P Marsh,66
1345,Polk,140,State Treasurer,,DEM,Tobias Read,1056
1346,Polk,140,State Treasurer,,IND,Chris Henry,106
1347,Polk,140,State Treasurer,,REP,Jeff Gudman,723
1348,Polk,140,State Treasurer,,,Write-In Totals,2
1350,Polk,140,State Treasurer,,,Over Votes,0
1351,Polk,140,State Treasurer,,,Under Votes,117
1354,Polk,140,Attorney General,,DEM,Ellen Rosenblum,1134
1355,Polk,140,Attorney General,,LBT,Lars D H Hedbor,73
1356,Polk,140,Attorney General,,REP,Michael Cross,746
1357,Polk,140,Attorney General,,,Write-In Totals,9
1359,Polk,140,Attorney General,,,Over Votes,0
1360,Polk,140,Attorney General,,,Under Votes,108
1364,Polk,140,State Senate,10,DEM,Deb Patterson,1088
1365,Polk,140,State Senate,10,REP,Denyc Boles,727
1366,Polk,140,State Senate,10,LBT,Taylor A Rickey,138
1367,Polk,140,State Senate,10,,Write-In Totals,2
1369,Polk,140,State Senate,10,,Over Votes,0
1370,Polk,140,State Senate,10,,Under Votes,115
1373,Polk,140,State House,20,REP,Selma Pierce,864
1374,Polk,140,State House,20,DEM,Paul Evans,1084
1375,Polk,140,State House,20,,Write-In Totals,12
1377,Polk,140,State House,20,,Over Votes,1
1378,Polk,140,State House,20,,Under Votes,109
1381,Polk,140,Judge of the Supreme Court Position 4,,,Christopher L Garrett,1349
1382,Polk,140,Judge of the Supreme Court Position 4,,,Write-In Totals,37
1384,Polk,140,Judge of the Supreme Court Position 4,,,Over Votes,1
1385,Polk,140,Judge of the Supreme Court Position 4,,,Under Votes,683
1388,Polk,140,Judge of the Court of Appeals Position 9,,,Jacqueline S Kamins,1355
1389,Polk,140,Judge of the Court of Appeals Position 9,,,Write-In Totals,29
1391,Polk,140,Judge of the Court of Appeals Position 9,,,Over Votes,0
1392,Polk,140,Judge of the Court of Appeals Position 9,,,Under Votes,686
1396,Polk,140,Polk County Commissioner Position 1 POLK,,,Lyle R Mordhorst,828
1397,Polk,140,Polk County Commissioner Position 1 POLK,,,Danny Jaffer,768
1398,Polk,140,Polk County Commissioner Position 1 POLK,,,Write-In Totals,17
1400,Polk,140,Polk County Commissioner Position 1 POLK,,,Over Votes,0
1401,Polk,140,Polk County Commissioner Position 1 POLK,,,Under Votes,457
1404,Polk,140,Polk County Clerk POLK,,,Valerie Unger,1413
1405,Polk,140,Polk County Clerk POLK,,,Write-In Totals,17
1407,Polk,140,Polk County Clerk POLK,,,Over Votes,1
1408,Polk,140,Polk County Clerk POLK,,,Under Votes,639
1411,Polk,140,Polk County Sheriff POLK,,,Mark Garton,1419
1412,Polk,140,Polk County Sheriff POLK,,,Write-In Totals,27
1414,Polk,140,Polk County Sheriff POLK,,,Over Votes,0
1415,Polk,140,Polk County Sheriff POLK,,,Under Votes,624
1418,Polk,140,Polk County Treasurer POLK,,,Steve Milligan,1364
1419,Polk,140,Polk County Treasurer POLK,,,Write-In Totals,24
1421,Polk,140,Polk County Treasurer POLK,,,Over Votes,0
1422,Polk,140,Polk County Treasurer POLK,,,Under Votes,682
