county,precinct,office,district,party,candidate,votes,BallotsWith Contest,Overvoted WithVote for this Choice,Undervoted WithoutVote for this Choice
Multnomah,4205,Measure 108,,,Yes,3503,4313,1,87
Multnomah,4207,Measure 108,,,Yes,4152,5101,0,94
Multnomah,4208,Measure 108,,,Yes,2650,3255,0,59
Multnomah,4209,Measure 108,,,Yes,5924,7803,1,164
Multnomah,4210,Measure 108,,,Yes,8133,10552,0,189
Multnomah,4301,Measure 108,,,Yes,7422,9496,0,212
Multnomah,4302,Measure 108,,,Yes,8483,10872,2,299
Multnomah,4304,Measure 108,,,Yes,6293,7642,0,163
Multnomah,4305,Measure 108,,,Yes,7702,9892,1,244
Multnomah,4306,Measure 108,,,Yes,1497,1851,0,38
Multnomah,4310,Measure 108,,,Yes,6738,8431,0,200
Multnomah,4401,Measure 108,,,Yes,7173,9797,0,225
Multnomah,4402,Measure 108,,,Yes,7295,10062,0,258
Multnomah,4403,Measure 108,,,Yes,6316,8039,1,171
Multnomah,4404,Measure 108,,,Yes,7177,9503,0,228
Multnomah,4409,Measure 108,,,Yes,1378,2183,0,74
Multnomah,4501,Measure 108,,,Yes,8656,10148,0,165
Multnomah,4502,Measure 108,,,Yes,3505,4559,1,102
Multnomah,4503,Measure 108,,,Yes,3315,4078,0,101
Multnomah,4505,Measure 108,,,Yes,5941,7579,0,176
Multnomah,4506,Measure 108,,,Yes,2412,3478,1,114
Multnomah,4508,Measure 108,,,Yes,3051,4311,0,120
Multnomah,4509,Measure 108,,,Yes,1833,2787,1,83
Multnomah,4510,Measure 108,,,Yes,1585,2377,2,66
Multnomah,4511,Measure 108,,,Yes,1675,2578,0,93
Multnomah,4512,Measure 108,,,Yes,443,598,0,16
Multnomah,4601,Measure 108,,,Yes,7973,9856,1,216
Multnomah,4602,Measure 108,,,Yes,3236,3771,0,76
Multnomah,4604,Measure 108,,,Yes,4105,5994,0,262
Multnomah,4605,Measure 108,,,Yes,3872,5130,0,135
Multnomah,4606,Measure 108,,,Yes,7817,10570,0,290
Multnomah,4607,Measure 108,,,Yes,2503,3700,0,153
Multnomah,4608,Measure 108,,,Yes,929,1472,0,52
Multnomah,4701,Measure 108,,,Yes,1856,2831,0,99
Multnomah,4702,Measure 108,,,Yes,494,818,0,25
Multnomah,4703,Measure 108,,,Yes,1450,2178,0,56
Multnomah,4704,Measure 108,,,Yes,2590,4035,0,149
Multnomah,4705,Measure 108,,,Yes,3557,5451,1,209
Multnomah,4706,Measure 108,,,Yes,1884,3364,0,106
Multnomah,4707,Measure 108,,,Yes,1135,1762,0,64
Multnomah,4708,Measure 108,,,Yes,2474,3872,0,138
Multnomah,4709,Measure 108,,,Yes,1208,1988,0,65
Multnomah,4710,Measure 108,,,Yes,2089,3611,0,128
Multnomah,4801,Measure 108,,,Yes,963,1471,0,44
Multnomah,4802,Measure 108,,,Yes,21,44,0,3
Multnomah,4803,Measure 108,,,Yes,4897,7386,1,255
Multnomah,4804,Measure 108,,,Yes,1039,1661,0,59
Multnomah,4805,Measure 108,,,Yes,531,894,0,47
Multnomah,4806,Measure 108,,,Yes,1027,1610,0,52
Multnomah,4807,Measure 108,,,Yes,1896,3077,0,112
Multnomah,4901,Measure 108,,,Yes,25,52,0,0
Multnomah,4902,Measure 108,,,Yes,13,24,0,1
Multnomah,4903,Measure 108,,,Yes,3015,4889,0,149
Multnomah,4904,Measure 108,,,Yes,5126,8635,1,251
Multnomah,4905,Measure 108,,,Yes,186,319,0,5
Multnomah,4906,Measure 108,,,Yes,883,1466,0,52
Multnomah,4907,Measure 108,,,Yes,196,274,0,4
Multnomah,4908,Measure 108,,,Yes,1422,2376,1,93
Multnomah,4909,Measure 108,,,Yes,2727,4491,0,156
Multnomah,4910,Measure 108,,,Yes,2206,3593,0,155
Multnomah,4911,Measure 108,,,Yes,2517,4379,0,140
Multnomah,5001,Measure 108,,,Yes,2380,4188,0,175
Multnomah,5002,Measure 108,,,Yes,4425,7448,1,254
Multnomah,5003,Measure 108,,,Yes,749,1157,0,43
Multnomah,5004,Measure 108,,,Yes,4177,6510,0,196
Multnomah,5006,Measure 108,,,Yes,2212,3784,0,108
Multnomah,5007,Measure 108,,,Yes,2364,3733,0,92
Multnomah,5008,Measure 108,,,Yes,2325,3573,0,97
Multnomah,5009,Measure 108,,,Yes,597,1105,1,53
Multnomah,5101,Measure 108,,,Yes,467,799,0,33
Multnomah,5102,Measure 108,,,Yes,2894,4780,1,149
Multnomah,5103,Measure 108,,,Yes,1755,2742,0,105
Multnomah,5104,Measure 108,,,Yes,2452,3914,0,146
Multnomah,5105,Measure 108,,,Yes,218,396,0,14
Multnomah,5106,Measure 108,,,Yes,998,1708,0,73
Multnomah,5107,Measure 108,,,Yes,883,1296,0,25
Multnomah,5202,Measure 108,,,Yes,1618,2673,0,48
Multnomah,5203,Measure 108,,,Yes,1146,2073,0,54
Multnomah,5204,Measure 108,,,Yes,2189,3526,0,98
Multnomah,2701,Measure 108,,,No,70,641,0,10
Multnomah,2702,Measure 108,,,No,127,879,0,17
Multnomah,3101,Measure 108,,,No,264,1409,0,16
Multnomah,3102,Measure 108,,,No,520,2007,0,51
Multnomah,3103,Measure 108,,,No,148,627,0,7
Multnomah,3301,Measure 108,,,No,1705,12981,0,288
Multnomah,3303,Measure 108,,,No,494,3865,0,85
Multnomah,3304,Measure 108,,,No,90,614,0,13
Multnomah,3501,Measure 108,,,No,219,1019,0,17
Multnomah,3502,Measure 108,,,No,955,5004,0,101
Multnomah,3602,Measure 108,,,No,981,5837,0,154
Multnomah,3603,Measure 108,,,No,1778,8038,1,223
Multnomah,3604,Measure 108,,,No,32,172,0,1
Multnomah,3605,Measure 108,,,No,367,2477,0,44
Multnomah,3606,Measure 108,,,No,311,1882,0,35
Multnomah,3607,Measure 108,,,No,853,5906,0,102
Multnomah,3608,Measure 108,,,No,700,5173,0,108
Multnomah,3609,Measure 108,,,No,62,535,0,10
Multnomah,3610,Measure 108,,,No,599,3729,0,73
Multnomah,3611,Measure 108,,,No,900,5498,0,129
Multnomah,3612,Measure 108,,,No,1015,5211,2,174
Multnomah,3801,Measure 108,,,No,11,66,0,3
Multnomah,3802,Measure 108,,,No,1608,9234,0,182
Multnomah,3803,Measure 108,,,No,1104,6140,0,115
Multnomah,3804,Measure 108,,,No,199,1308,0,17
Multnomah,3805,Measure 108,,,No,148,830,0,11
Multnomah,3806,Measure 108,,,No,384,2070,0,33
Multnomah,3807,Measure 108,,,No,189,1151,0,11
Multnomah,3808,Measure 108,,,No,17,135,0,3
Multnomah,4101,Measure 108,,,No,1460,9451,0,204
Multnomah,4102,Measure 108,,,No,1043,5001,0,133
Multnomah,4103,Measure 108,,,No,466,3795,0,64
Multnomah,4203,Measure 108,,,No,2174,10532,0,256
Multnomah,4204,Measure 108,,,No,1346,8637,0,160
Multnomah,4205,Measure 108,,,No,722,4313,1,87
Multnomah,4207,Measure 108,,,No,855,5101,0,94
Multnomah,4208,Measure 108,,,No,546,3255,0,59
Multnomah,4209,Measure 108,,,No,1714,7803,1,164
Multnomah,4210,Measure 108,,,No,2230,10552,0,189
Multnomah,4301,Measure 108,,,No,1862,9496,0,212
Multnomah,4302,Measure 108,,,No,2088,10872,2,299
Multnomah,4304,Measure 108,,,No,1186,7642,0,163
Multnomah,4305,Measure 108,,,No,1945,9892,1,244
Multnomah,4306,Measure 108,,,No,316,1851,0,38
Multnomah,4310,Measure 108,,,No,1493,8431,0,200
Multnomah,4401,Measure 108,,,No,2399,9797,0,225
Multnomah,4402,Measure 108,,,No,2509,10062,0,258
Multnomah,4403,Measure 108,,,No,1551,8039,1,171
Multnomah,4404,Measure 108,,,No,2098,9503,0,228
Multnomah,4409,Measure 108,,,No,731,2183,0,74
Multnomah,4501,Measure 108,,,No,1327,10148,0,165
Multnomah,4502,Measure 108,,,No,951,4559,1,102
Multnomah,4503,Measure 108,,,No,662,4078,0,101
Multnomah,4505,Measure 108,,,No,1462,7579,0,176
Multnomah,4506,Measure 108,,,No,951,3478,1,114
Multnomah,4508,Measure 108,,,No,1140,4311,0,120
Multnomah,4509,Measure 108,,,No,870,2787,1,83
Multnomah,4510,Measure 108,,,No,724,2377,2,66
Multnomah,4511,Measure 108,,,No,810,2578,0,93
Multnomah,4512,Measure 108,,,No,139,598,0,16
Multnomah,4601,Measure 108,,,No,1666,9856,1,216
Multnomah,4602,Measure 108,,,No,459,3771,0,76
Multnomah,4604,Measure 108,,,No,1627,5994,0,262
Multnomah,4605,Measure 108,,,No,1123,5130,0,135
Multnomah,4606,Measure 108,,,No,2463,10570,0,290
Multnomah,4607,Measure 108,,,No,1044,3700,0,153
Multnomah,4608,Measure 108,,,No,491,1472,0,52
Multnomah,4701,Measure 108,,,No,876,2831,0,99
Multnomah,4702,Measure 108,,,No,299,818,0,25
Multnomah,4703,Measure 108,,,No,672,2178,0,56
Multnomah,4704,Measure 108,,,No,1296,4035,0,149
Multnomah,4705,Measure 108,,,No,1684,5451,1,209
Multnomah,4706,Measure 108,,,No,1374,3364,0,106
Multnomah,4707,Measure 108,,,No,563,1762,0,64
Multnomah,4708,Measure 108,,,No,1260,3872,0,138
Multnomah,4709,Measure 108,,,No,715,1988,0,65
Multnomah,4710,Measure 108,,,No,1394,3611,0,128
Multnomah,4801,Measure 108,,,No,464,1471,0,44
Multnomah,4802,Measure 108,,,No,20,44,0,3
Multnomah,4803,Measure 108,,,No,2233,7386,1,255
Multnomah,4804,Measure 108,,,No,563,1661,0,59
Multnomah,4805,Measure 108,,,No,316,894,0,47
Multnomah,4806,Measure 108,,,No,531,1610,0,52
Multnomah,4807,Measure 108,,,No,1069,3077,0,112
Multnomah,4901,Measure 108,,,No,27,52,0,0
Multnomah,4902,Measure 108,,,No,10,24,0,1
Multnomah,4903,Measure 108,,,No,1725,4889,0,149
Multnomah,4904,Measure 108,,,No,3257,8635,1,251
Multnomah,4905,Measure 108,,,No,128,319,0,5
Multnomah,4906,Measure 108,,,No,531,1466,0,52
Multnomah,4907,Measure 108,,,No,74,274,0,4
Multnomah,4908,Measure 108,,,No,860,2376,1,93
Multnomah,4909,Measure 108,,,No,1608,4491,0,156
Multnomah,4910,Measure 108,,,No,1232,3593,0,155
Multnomah,4911,Measure 108,,,No,1722,4379,0,140
Multnomah,5001,Measure 108,,,No,1633,4188,0,175
Multnomah,5002,Measure 108,,,No,2768,7448,1,254
Multnomah,5003,Measure 108,,,No,365,1157,0,43
Multnomah,5004,Measure 108,,,No,2137,6510,0,196
Multnomah,5006,Measure 108,,,No,1464,3784,0,108
Multnomah,5007,Measure 108,,,No,1277,3733,0,92
Multnomah,5008,Measure 108,,,No,1151,3573,0,97
Multnomah,5009,Measure 108,,,No,454,1105,1,53
Multnomah,5101,Measure 108,,,No,299,799,0,33
Multnomah,5102,Measure 108,,,No,1736,4780,1,149
Multnomah,5103,Measure 108,,,No,882,2742,0,105
Multnomah,5104,Measure 108,,,No,1316,3914,0,146
Multnomah,5105,Measure 108,,,No,164,396,0,14
Multnomah,5106,Measure 108,,,No,637,1708,0,73
Multnomah,5107,Measure 108,,,No,388,1296,0,25
Multnomah,5202,Measure 108,,,No,1007,2673,0,48
Multnomah,5203,Measure 108,,,No,873,2073,0,54
Multnomah,5204,Measure 108,,,No,1239,3526,0,98
Multnomah,2701,Measure 109,,,Yes,376,641,0,20
Multnomah,2702,Measure 109,,,Yes,503,879,1,32
Multnomah,3101,Measure 109,,,Yes,959,1409,0,26
Multnomah,3102,Measure 109,,,Yes,1236,2007,1,77
Multnomah,3103,Measure 109,,,Yes,387,627,0,20
Multnomah,3301,Measure 109,,,Yes,9724,12981,1,472
Multnomah,3303,Measure 109,,,Yes,2185,3865,0,178
Multnomah,3304,Measure 109,,,Yes,404,614,0,19
Multnomah,3501,Measure 109,,,Yes,672,1019,0,33
Multnomah,3502,Measure 109,,,Yes,3387,5004,1,167
Multnomah,3602,Measure 109,,,Yes,4447,5837,0,195
Multnomah,3603,Measure 109,,,Yes,6101,8038,2,305
Multnomah,3604,Measure 109,,,Yes,112,172,0,4
Multnomah,3605,Measure 109,,,Yes,1571,2477,0,84
Multnomah,3606,Measure 109,,,Yes,1381,1882,0,53
Multnomah,3607,Measure 109,,,Yes,4077,5906,0,176
Multnomah,3608,Measure 109,,,Yes,3673,5173,0,187
Multnomah,3609,Measure 109,,,Yes,311,535,0,18
Multnomah,3610,Measure 109,,,Yes,2494,3729,0,128
Multnomah,3611,Measure 109,,,Yes,3801,5498,0,218
Multnomah,3612,Measure 109,,,Yes,3812,5211,2,231
Multnomah,3801,Measure 109,,,Yes,37,66,0,5
Multnomah,3802,Measure 109,,,Yes,6233,9234,1,312
Multnomah,3803,Measure 109,,,Yes,4436,6141,0,216
Multnomah,3804,Measure 109,,,Yes,952,1308,0,29
Multnomah,3805,Measure 109,,,Yes,577,830,0,16
Multnomah,3806,Measure 109,,,Yes,1276,2070,0,83
Multnomah,3807,Measure 109,,,Yes,621,1151,0,28
Multnomah,3808,Measure 109,,,Yes,98,135,0,2
Multnomah,4101,Measure 109,,,Yes,7211,9451,0,293
Multnomah,4102,Measure 109,,,Yes,3676,5001,1,193
Multnomah,4103,Measure 109,,,Yes,2449,3795,0,134
Multnomah,4203,Measure 109,,,Yes,9296,10532,0,263
Multnomah,4204,Measure 109,,,Yes,7292,8637,0,186
Multnomah,4205,Measure 109,,,Yes,3685,4313,0,92
Multnomah,4207,Measure 109,,,Yes,4393,5101,1,127
Multnomah,4208,Measure 109,,,Yes,2702,3255,0,93
Multnomah,4209,Measure 109,,,Yes,6393,7803,0,187
Multnomah,4210,Measure 109,,,Yes,8404,10552,0,298
Multnomah,4301,Measure 109,,,Yes,7663,9496,0,307
Multnomah,4302,Measure 109,,,Yes,8767,10872,0,424
Multnomah,4304,Measure 109,,,Yes,5947,7642,1,228
Multnomah,4305,Measure 109,,,Yes,7666,9892,1,346
Multnomah,4306,Measure 109,,,Yes,1496,1851,0,43
Multnomah,4310,Measure 109,,,Yes,6838,8431,1,262
Multnomah,4401,Measure 109,,,Yes,7772,9797,0,278
Multnomah,4402,Measure 109,,,Yes,7383,10062,2,379
Multnomah,4403,Measure 109,,,Yes,6498,8039,0,215
Multnomah,4404,Measure 109,,,Yes,7135,9503,0,323
Multnomah,4409,Measure 109,,,Yes,1501,2183,0,83
Multnomah,4501,Measure 109,,,Yes,7117,10148,1,323
Multnomah,4502,Measure 109,,,Yes,3450,4559,0,145
Multnomah,4503,Measure 109,,,Yes,3098,4078,0,130
Multnomah,4505,Measure 109,,,Yes,5585,7579,1,271
Multnomah,4506,Measure 109,,,Yes,2326,3478,0,169
Multnomah,4508,Measure 109,,,Yes,3189,4311,0,159
Multnomah,4509,Measure 109,,,Yes,1578,2787,0,138
Multnomah,4510,Measure 109,,,Yes,1259,2377,0,117
Multnomah,4511,Measure 109,,,Yes,1581,2578,0,140
Multnomah,4512,Measure 109,,,Yes,412,598,0,24
Multnomah,4601,Measure 109,,,Yes,7576,9856,0,335
Multnomah,4602,Measure 109,,,Yes,2646,3771,1,124
Multnomah,4604,Measure 109,,,Yes,4128,5994,0,322
Multnomah,4605,Measure 109,,,Yes,3865,5130,0,169
Multnomah,4606,Measure 109,,,Yes,8253,10570,0,373
Multnomah,4607,Measure 109,,,Yes,2131,3700,0,238
Multnomah,4608,Measure 109,,,Yes,1052,1472,0,75
Multnomah,4701,Measure 109,,,Yes,1383,2831,1,194
Multnomah,4702,Measure 109,,,Yes,467,818,0,46
Multnomah,4703,Measure 109,,,Yes,1258,2178,0,107
Multnomah,4704,Measure 109,,,Yes,2001,4035,0,225
Multnomah,4705,Measure 109,,,Yes,3327,5451,0,288
Multnomah,4706,Measure 109,,,Yes,1760,3364,0,172
Multnomah,4707,Measure 109,,,Yes,1064,1762,0,83
Multnomah,4708,Measure 109,,,Yes,2332,3872,0,214
Multnomah,4709,Measure 109,,,Yes,1170,1988,0,94
Multnomah,4710,Measure 109,,,Yes,1956,3611,0,203
Multnomah,4801,Measure 109,,,Yes,840,1471,0,79
Multnomah,4802,Measure 109,,,Yes,27,44,0,3
Multnomah,4803,Measure 109,,,Yes,5207,7386,1,323
Multnomah,4804,Measure 109,,,Yes,1087,1661,0,76
Multnomah,4805,Measure 109,,,Yes,508,894,0,62
Multnomah,4806,Measure 109,,,Yes,907,1610,0,66
Multnomah,4807,Measure 109,,,Yes,1827,3077,0,169
Multnomah,4901,Measure 109,,,Yes,24,52,0,1
Multnomah,4902,Measure 109,,,Yes,10,24,0,1
Multnomah,4903,Measure 109,,,Yes,2466,4889,0,245
Multnomah,4904,Measure 109,,,Yes,4158,8635,1,390
Multnomah,4905,Measure 109,,,Yes,104,319,0,13
Multnomah,4906,Measure 109,,,Yes,752,1466,0,94
Multnomah,4907,Measure 109,,,Yes,124,274,1,13
Multnomah,4908,Measure 109,,,Yes,1131,2376,0,124
Multnomah,4909,Measure 109,,,Yes,2320,4491,0,250
Multnomah,4910,Measure 109,,,Yes,1859,3593,0,285
Multnomah,4911,Measure 109,,,Yes,2219,4379,0,239
Multnomah,5001,Measure 109,,,Yes,2224,4188,0,258
Multnomah,5002,Measure 109,,,Yes,3735,7448,0,358
Multnomah,5003,Measure 109,,,Yes,550,1157,0,71
Multnomah,5004,Measure 109,,,Yes,3192,6510,1,308
Multnomah,5006,Measure 109,,,Yes,1738,3784,0,196
Multnomah,5007,Measure 109,,,Yes,1868,3733,0,166
Multnomah,5008,Measure 109,,,Yes,1501,3573,0,177
Multnomah,5009,Measure 109,,,Yes,537,1105,0,70
Multnomah,5101,Measure 109,,,Yes,426,799,0,42
Multnomah,5102,Measure 109,,,Yes,2566,4780,0,250
Multnomah,5103,Measure 109,,,Yes,1376,2742,0,163
Multnomah,5104,Measure 109,,,Yes,1913,3914,0,239
Multnomah,5105,Measure 109,,,Yes,159,396,0,23
Multnomah,5106,Measure 109,,,Yes,797,1708,0,116
Multnomah,5107,Measure 109,,,Yes,536,1296,0,47
Multnomah,5202,Measure 109,,,Yes,1340,2673,0,102
Multnomah,5203,Measure 109,,,Yes,847,2073,0,104
Multnomah,5204,Measure 109,,,Yes,1576,3526,0,180
Multnomah,2701,Measure 109,,,No,245,641,0,20
Multnomah,2702,Measure 109,,,No,343,879,1,32
Multnomah,3101,Measure 109,,,No,424,1409,0,26
Multnomah,3102,Measure 109,,,No,693,2007,1,77
Multnomah,3103,Measure 109,,,No,220,627,0,20
Multnomah,3301,Measure 109,,,No,2784,12981,1,472
Multnomah,3303,Measure 109,,,No,1502,3865,0,178
Multnomah,3304,Measure 109,,,No,191,614,0,19
Multnomah,3501,Measure 109,,,No,314,1019,0,33
Multnomah,3502,Measure 109,,,No,1449,5004,1,167
Multnomah,3602,Measure 109,,,No,1195,5837,0,195
Multnomah,3603,Measure 109,,,No,1630,8038,2,305
Multnomah,3604,Measure 109,,,No,56,172,0,4
Multnomah,3605,Measure 109,,,No,822,2477,0,84
Multnomah,3606,Measure 109,,,No,448,1882,0,53
Multnomah,3607,Measure 109,,,No,1653,5906,0,176
Multnomah,3608,Measure 109,,,No,1313,5173,0,187
Multnomah,3609,Measure 109,,,No,206,535,0,18
Multnomah,3610,Measure 109,,,No,1107,3729,0,128
Multnomah,3611,Measure 109,,,No,1479,5498,0,218
Multnomah,3612,Measure 109,,,No,1166,5211,2,231
Multnomah,3801,Measure 109,,,No,24,66,0,5
Multnomah,3802,Measure 109,,,No,2688,9234,1,312
Multnomah,3803,Measure 109,,,No,1489,6141,0,216
Multnomah,3804,Measure 109,,,No,327,1308,0,29
Multnomah,3805,Measure 109,,,No,237,830,0,16
Multnomah,3806,Measure 109,,,No,711,2070,0,83
Multnomah,3807,Measure 109,,,No,502,1151,0,28
Multnomah,3808,Measure 109,,,No,35,135,0,2
Multnomah,4101,Measure 109,,,No,1947,9451,0,293
Multnomah,4102,Measure 109,,,No,1131,5001,1,193
Multnomah,4103,Measure 109,,,No,1212,3795,0,134
Multnomah,4203,Measure 109,,,No,973,10532,0,263
Multnomah,4204,Measure 109,,,No,1159,8637,0,186
Multnomah,4205,Measure 109,,,No,536,4313,0,92
Multnomah,4207,Measure 109,,,No,580,5101,1,127
Multnomah,4208,Measure 109,,,No,460,3255,0,93
Multnomah,4209,Measure 109,,,No,1223,7803,0,187
Multnomah,4210,Measure 109,,,No,1850,10552,0,298
Multnomah,4301,Measure 109,,,No,1526,9496,0,307
Multnomah,4302,Measure 109,,,No,1681,10872,0,424
Multnomah,4304,Measure 109,,,No,1466,7642,1,228
Multnomah,4305,Measure 109,,,No,1879,9892,1,346
Multnomah,4306,Measure 109,,,No,312,1851,0,43
Multnomah,4310,Measure 109,,,No,1330,8431,1,262
Multnomah,4401,Measure 109,,,No,1747,9797,0,278
Multnomah,4402,Measure 109,,,No,2298,10062,2,379
Multnomah,4403,Measure 109,,,No,1326,8039,0,215
Multnomah,4404,Measure 109,,,No,2045,9503,0,323
Multnomah,4409,Measure 109,,,No,599,2183,0,83
Multnomah,4501,Measure 109,,,No,2707,10148,1,323
Multnomah,4502,Measure 109,,,No,964,4559,0,145
Multnomah,4503,Measure 109,,,No,850,4078,0,130
Multnomah,4505,Measure 109,,,No,1722,7579,1,271
Multnomah,4506,Measure 109,,,No,983,3478,0,169
Multnomah,4508,Measure 109,,,No,963,4311,0,159
Multnomah,4509,Measure 109,,,No,1071,2787,0,138
Multnomah,4510,Measure 109,,,No,1001,2377,0,117
Multnomah,4511,Measure 109,,,No,857,2578,0,140
Multnomah,4512,Measure 109,,,No,162,598,0,24
Multnomah,4601,Measure 109,,,No,1945,9856,0,335
Multnomah,4602,Measure 109,,,No,1000,3771,1,124
Multnomah,4604,Measure 109,,,No,1544,5994,0,322
Multnomah,4605,Measure 109,,,No,1096,5130,0,169
Multnomah,4606,Measure 109,,,No,1944,10570,0,373
Multnomah,4607,Measure 109,,,No,1331,3700,0,238
Multnomah,4608,Measure 109,,,No,345,1472,0,75
Multnomah,4701,Measure 109,,,No,1253,2831,1,194
Multnomah,4702,Measure 109,,,No,305,818,0,46
Multnomah,4703,Measure 109,,,No,813,2178,0,107
Multnomah,4704,Measure 109,,,No,1809,4035,0,225
Multnomah,4705,Measure 109,,,No,1836,5451,0,288
Multnomah,4706,Measure 109,,,No,1432,3364,0,172
Multnomah,4707,Measure 109,,,No,615,1762,0,83
Multnomah,4708,Measure 109,,,No,1326,3872,0,214
Multnomah,4709,Measure 109,,,No,724,1988,0,94
Multnomah,4710,Measure 109,,,No,1452,3611,0,203
Multnomah,4801,Measure 109,,,No,552,1471,0,79
Multnomah,4802,Measure 109,,,No,14,44,0,3
Multnomah,4803,Measure 109,,,No,1855,7386,1,323
Multnomah,4804,Measure 109,,,No,498,1661,0,76
Multnomah,4805,Measure 109,,,No,324,894,0,62
Multnomah,4806,Measure 109,,,No,637,1610,0,66
Multnomah,4807,Measure 109,,,No,1081,3077,0,169
Multnomah,4901,Measure 109,,,No,27,52,0,1
Multnomah,4902,Measure 109,,,No,13,24,0,1
Multnomah,4903,Measure 109,,,No,2178,4889,0,245
Multnomah,4904,Measure 109,,,No,4086,8635,1,390
Multnomah,4905,Measure 109,,,No,202,319,0,13
Multnomah,4906,Measure 109,,,No,620,1466,0,94
Multnomah,4907,Measure 109,,,No,136,274,1,13
Multnomah,4908,Measure 109,,,No,1121,2376,0,124
Multnomah,4909,Measure 109,,,No,1921,4491,0,250
Multnomah,4910,Measure 109,,,No,1449,3593,0,285
Multnomah,4911,Measure 109,,,No,1921,4379,0,239
Multnomah,5001,Measure 109,,,No,1706,4188,0,258
Multnomah,5002,Measure 109,,,No,3355,7448,0,358
Multnomah,5003,Measure 109,,,No,536,1157,0,71
Multnomah,5004,Measure 109,,,No,3009,6510,1,308
Multnomah,5006,Measure 109,,,No,1850,3784,0,196
Multnomah,5007,Measure 109,,,No,1699,3733,0,166
Multnomah,5008,Measure 109,,,No,1895,3573,0,177
Multnomah,5009,Measure 109,,,No,498,1105,0,70
Multnomah,5101,Measure 109,,,No,331,799,0,42
Multnomah,5102,Measure 109,,,No,1964,4780,0,250
Multnomah,5103,Measure 109,,,No,1203,2742,0,163
Multnomah,5104,Measure 109,,,No,1762,3914,0,239
Multnomah,5105,Measure 109,,,No,214,396,0,23
Multnomah,5106,Measure 109,,,No,795,1708,0,116
Multnomah,5107,Measure 109,,,No,713,1296,0,47
Multnomah,5202,Measure 109,,,No,1231,2673,0,102
Multnomah,5203,Measure 109,,,No,1122,2073,0,104
Multnomah,5204,Measure 109,,,No,1770,3526,0,180
Multnomah,2701,Measure 110,,,Yes,444,641,0,18
Multnomah,2702,Measure 110,,,Yes,563,879,0,36
Multnomah,3101,Measure 110,,,Yes,964,1409,0,35
Multnomah,3102,Measure 110,,,Yes,1210,2007,0,63
Multnomah,3103,Measure 110,,,Yes,374,627,0,21
Multnomah,3301,Measure 110,,,Yes,10349,12981,0,443
Multnomah,3303,Measure 110,,,Yes,2506,3865,3,159
Multnomah,3304,Measure 110,,,Yes,417,614,0,22
Multnomah,3501,Measure 110,,,Yes,681,1019,0,35
Multnomah,3502,Measure 110,,,Yes,3539,5004,1,163
Multnomah,3602,Measure 110,,,Yes,4744,5837,0,186
Multnomah,3603,Measure 110,,,Yes,6338,8038,1,272
Multnomah,3604,Measure 110,,,Yes,120,172,0,5
Multnomah,3605,Measure 110,,,Yes,1787,2477,0,71
Multnomah,3606,Measure 110,,,Yes,1450,1882,1,56
Multnomah,3607,Measure 110,,,Yes,4429,5906,1,182
Multnomah,3608,Measure 110,,,Yes,4056,5173,0,172
Multnomah,3609,Measure 110,,,Yes,339,535,0,17
Multnomah,3610,Measure 110,,,Yes,2756,3729,0,130
Multnomah,3611,Measure 110,,,Yes,4046,5498,0,197
Multnomah,3612,Measure 110,,,Yes,4046,5211,2,215
Multnomah,3801,Measure 110,,,Yes,42,66,0,4
Multnomah,3802,Measure 110,,,Yes,6509,9234,1,286
Multnomah,3803,Measure 110,,,Yes,4698,6140,0,190
Multnomah,3804,Measure 110,,,Yes,968,1308,0,31
Multnomah,3805,Measure 110,,,Yes,583,830,0,24
Multnomah,3806,Measure 110,,,Yes,1395,2070,0,66
Multnomah,3807,Measure 110,,,Yes,713,1151,0,31
Multnomah,3808,Measure 110,,,Yes,107,135,0,2
Multnomah,4101,Measure 110,,,Yes,7410,9451,1,310
Multnomah,4102,Measure 110,,,Yes,3703,5001,0,191
Multnomah,4103,Measure 110,,,Yes,2722,3795,1,122
Multnomah,4203,Measure 110,,,Yes,9194,10532,1,297
Multnomah,4204,Measure 110,,,Yes,7293,8637,0,206
Multnomah,4205,Measure 110,,,Yes,3673,4313,0,111
Multnomah,4207,Measure 110,,,Yes,4358,5101,1,145
Multnomah,4208,Measure 110,,,Yes,2732,3255,0,95
Multnomah,4209,Measure 110,,,Yes,6463,7803,0,215
Multnomah,4210,Measure 110,,,Yes,8360,10552,0,319
Multnomah,4301,Measure 110,,,Yes,8038,9496,0,282
Multnomah,4302,Measure 110,,,Yes,9129,10872,0,386
Multnomah,4304,Measure 110,,,Yes,6315,7642,2,214
Multnomah,4305,Measure 110,,,Yes,7941,9892,0,325
Multnomah,4306,Measure 110,,,Yes,1567,1851,0,40
Multnomah,4310,Measure 110,,,Yes,7065,8431,0,255
Multnomah,4401,Measure 110,,,Yes,7816,9797,2,301
Multnomah,4402,Measure 110,,,Yes,7778,10062,0,349
Multnomah,4403,Measure 110,,,Yes,6561,8039,1,253
Multnomah,4404,Measure 110,,,Yes,7468,9503,1,303
Multnomah,4409,Measure 110,,,Yes,1559,2183,1,89
Multnomah,4501,Measure 110,,,Yes,7585,10148,1,325
Multnomah,4502,Measure 110,,,Yes,3498,4559,0,142
Multnomah,4503,Measure 110,,,Yes,3260,4078,0,131
Multnomah,4505,Measure 110,,,Yes,5794,7579,1,265
