county,precinct,office,district,party,candidate,votes,Percent
Benton,PRECINCT 108,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 108,Attorney General,,,Total,486,
Benton,PRECINCT 108,Attorney General,,,Under Votes,27,5.26%
Benton,PRECINCT 108,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 108,Attorney General,,,Total Votes Cast,513,
Benton,PRECINCT 109,Attorney General,,DEM,HARDY MYERS,379,52.64%
Benton,PRECINCT 109,Attorney General,,REP,KEVIN L. MANNIX,265,36.81%
Benton,PRECINCT 109,Attorney General,,LIB,THOMAS B. COX,28,3.89%
Benton,PRECINCT 109,Attorney General,,,Write-ins,1,0.14%
Benton,PRECINCT 109,Attorney General,,,Total,673,
Benton,PRECINCT 109,Attorney General,,,Under Votes,46,6.39%
Benton,PRECINCT 109,Attorney General,,,Over Votes,1,0.14%
Benton,PRECINCT 109,Attorney General,,,Total Votes Cast,720,
Benton,PRECINCT 110,Attorney General,,DEM,HARDY MYERS,188,55.29%
Benton,PRECINCT 110,Attorney General,,REP,KEVIN L. MANNIX,109,32.06%
Benton,PRECINCT 110,Attorney General,,LIB,THOMAS B. COX,11,3.24%
Benton,PRECINCT 110,Attorney General,,,Write-ins,2,0.59%
Benton,PRECINCT 110,Attorney General,,,Total,310,
Benton,PRECINCT 110,Attorney General,,,Under Votes,30,8.82%
Benton,PRECINCT 110,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 110,Attorney General,,,Total Votes Cast,340,
Benton,PRECINCT 111,Attorney General,,DEM,HARDY MYERS,266,67.17%
Benton,PRECINCT 111,Attorney General,,REP,KEVIN L. MANNIX,94,23.74%
Benton,PRECINCT 111,Attorney General,,LIB,THOMAS B. COX,8,2.02%
Benton,PRECINCT 111,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 111,Attorney General,,,Total,368,
Benton,PRECINCT 111,Attorney General,,,Under Votes,27,6.82%
Benton,PRECINCT 111,Attorney General,,,Over Votes,1,0.25%
Benton,PRECINCT 111,Attorney General,,,Total Votes Cast,396,
Benton,PRECINCT 112,Attorney General,,DEM,HARDY MYERS,158,65.56%
Benton,PRECINCT 112,Attorney General,,REP,KEVIN L. MANNIX,60,24.90%
Benton,PRECINCT 112,Attorney General,,LIB,THOMAS B. COX,6,2.49%
Benton,PRECINCT 112,Attorney General,,,Write-ins,1,0.41%
Benton,PRECINCT 112,Attorney General,,,Total,225,
Benton,PRECINCT 112,Attorney General,,,Under Votes,16,6.64%
Benton,PRECINCT 112,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 112,Attorney General,,,Total Votes Cast,241,
Benton,PRECINCT 113,Attorney General,,DEM,HARDY MYERS,356,63.35%
Benton,PRECINCT 113,Attorney General,,REP,KEVIN L. MANNIX,162,28.83%
Benton,PRECINCT 113,Attorney General,,LIB,THOMAS B. COX,14,2.49%
Benton,PRECINCT 113,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 113,Attorney General,,,Total,532,
Benton,PRECINCT 113,Attorney General,,,Under Votes,29,5.16%
Benton,PRECINCT 113,Attorney General,,,Over Votes,1,0.18%
Benton,PRECINCT 113,Attorney General,,,Total Votes Cast,562,
Benton,PRECINCT 114,Attorney General,,DEM,HARDY MYERS,403,57.90%
Benton,PRECINCT 114,Attorney General,,REP,KEVIN L. MANNIX,205,29.45%
Benton,PRECINCT 114,Attorney General,,LIB,THOMAS B. COX,24,3.45%
Benton,PRECINCT 114,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 114,Attorney General,,,Total,632,
Benton,PRECINCT 114,Attorney General,,,Under Votes,63,9.05%
Benton,PRECINCT 114,Attorney General,,,Over Votes,1,0.14%
Benton,PRECINCT 114,Attorney General,,,Total Votes Cast,696,
Benton,PRECINCT 115,Attorney General,,DEM,HARDY MYERS,380,55.31%
Benton,PRECINCT 115,Attorney General,,REP,KEVIN L. MANNIX,247,35.95%
Benton,PRECINCT 115,Attorney General,,LIB,THOMAS B. COX,18,2.62%
Benton,PRECINCT 115,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 115,Attorney General,,,Total,645,
Benton,PRECINCT 115,Attorney General,,,Under Votes,42,6.11%
Benton,PRECINCT 115,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 115,Attorney General,,,Total Votes Cast,687,
Benton,PRECINCT 116,Attorney General,,DEM,HARDY MYERS,129,52.23%
Benton,PRECINCT 116,Attorney General,,REP,KEVIN L. MANNIX,94,38.06%
Benton,PRECINCT 116,Attorney General,,LIB,THOMAS B. COX,7,2.83%
Benton,PRECINCT 116,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 116,Attorney General,,,Total,230,
Benton,PRECINCT 116,Attorney General,,,Under Votes,17,6.88%
Benton,PRECINCT 116,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 116,Attorney General,,,Total Votes Cast,247,
Benton,PRECINCT 117,Attorney General,,DEM,HARDY MYERS,263,42.83%
Benton,PRECINCT 117,Attorney General,,REP,KEVIN L. MANNIX,283,46.09%
Benton,PRECINCT 117,Attorney General,,LIB,THOMAS B. COX,28,4.56%
Benton,PRECINCT 117,Attorney General,,,Write-ins,1,0.16%
Benton,PRECINCT 117,Attorney General,,,Total,575,
Benton,PRECINCT 117,Attorney General,,,Under Votes,38,6.19%
Benton,PRECINCT 117,Attorney General,,,Over Votes,1,0.16%
Benton,PRECINCT 117,Attorney General,,,Total Votes Cast,614,
Benton,PRECINCT 118,Attorney General,,DEM,HARDY MYERS,252,59.02%
Benton,PRECINCT 118,Attorney General,,REP,KEVIN L. MANNIX,147,34.43%
Benton,PRECINCT 118,Attorney General,,LIB,THOMAS B. COX,5,1.17%
Benton,PRECINCT 118,Attorney General,,,Write-ins,1,0.23%
Benton,PRECINCT 118,Attorney General,,,Total,405,
Benton,PRECINCT 118,Attorney General,,,Under Votes,22,5.15%
Benton,PRECINCT 118,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 118,Attorney General,,,Total Votes Cast,427,
Benton,PRECINCT 119,Attorney General,,DEM,HARDY MYERS,182,58.52%
Benton,PRECINCT 119,Attorney General,,REP,KEVIN L. MANNIX,76,24.44%
Benton,PRECINCT 119,Attorney General,,LIB,THOMAS B. COX,30,9.65%
Benton,PRECINCT 119,Attorney General,,,Write-ins,1,0.32%
Benton,PRECINCT 119,Attorney General,,,Total,289,
Benton,PRECINCT 119,Attorney General,,,Under Votes,21,6.75%
Benton,PRECINCT 119,Attorney General,,,Over Votes,1,0.32%
Benton,PRECINCT 119,Attorney General,,,Total Votes Cast,311,
Benton,PRECINCT 120,Attorney General,,DEM,HARDY MYERS,334,65.75%
Benton,PRECINCT 120,Attorney General,,REP,KEVIN L. MANNIX,119,23.43%
Benton,PRECINCT 120,Attorney General,,LIB,THOMAS B. COX,14,2.76%
Benton,PRECINCT 120,Attorney General,,,Write-ins,1,0.20%
Benton,PRECINCT 120,Attorney General,,,Total,468,
Benton,PRECINCT 120,Attorney General,,,Under Votes,38,7.48%
Benton,PRECINCT 120,Attorney General,,,Over Votes,2,0.39%
Benton,PRECINCT 120,Attorney General,,,Total Votes Cast,508,
Benton,PRECINCT 121,Attorney General,,DEM,HARDY MYERS,349,61.66%
Benton,PRECINCT 121,Attorney General,,REP,KEVIN L. MANNIX,138,24.38%
Benton,PRECINCT 121,Attorney General,,LIB,THOMAS B. COX,34,6.01%
Benton,PRECINCT 121,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 121,Attorney General,,,Total,521,
Benton,PRECINCT 121,Attorney General,,,Under Votes,43,7.60%
Benton,PRECINCT 121,Attorney General,,,Over Votes,2,0.35%
Benton,PRECINCT 121,Attorney General,,,Total Votes Cast,566,
Benton,PRECINCT 122,Attorney General,,DEM,HARDY MYERS,406,55.46%
Benton,PRECINCT 122,Attorney General,,REP,KEVIN L. MANNIX,238,32.51%
Benton,PRECINCT 122,Attorney General,,LIB,THOMAS B. COX,33,4.51%
Benton,PRECINCT 122,Attorney General,,,Write-ins,2,0.27%
Benton,PRECINCT 122,Attorney General,,,Total,679,
Benton,PRECINCT 122,Attorney General,,,Under Votes,53,7.24%
Benton,PRECINCT 122,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 122,Attorney General,,,Total Votes Cast,732,
Benton,PRECINCT 123,Attorney General,,DEM,HARDY MYERS,210,59.66%
Benton,PRECINCT 123,Attorney General,,REP,KEVIN L. MANNIX,84,23.86%
Benton,PRECINCT 123,Attorney General,,LIB,THOMAS B. COX,24,6.82%
Benton,PRECINCT 123,Attorney General,,,Write-ins,4,1.14%
Benton,PRECINCT 123,Attorney General,,,Total,322,
Benton,PRECINCT 123,Attorney General,,,Under Votes,27,7.67%
Benton,PRECINCT 123,Attorney General,,,Over Votes,3,0.85%
Benton,PRECINCT 123,Attorney General,,,Total Votes Cast,352,
Benton,PRECINCT 124,Attorney General,,DEM,HARDY MYERS,444,52.30%
Benton,PRECINCT 124,Attorney General,,REP,KEVIN L. MANNIX,337,39.69%
Benton,PRECINCT 124,Attorney General,,LIB,THOMAS B. COX,16,1.88%
Benton,PRECINCT 124,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 124,Attorney General,,,Total,797,
Benton,PRECINCT 124,Attorney General,,,Under Votes,51,6.01%
Benton,PRECINCT 124,Attorney General,,,Over Votes,1,0.12%
Benton,PRECINCT 124,Attorney General,,,Total Votes Cast,849,
Benton,PRECINCT 125,Attorney General,,DEM,HARDY MYERS,416,61.72%
Benton,PRECINCT 125,Attorney General,,REP,KEVIN L. MANNIX,158,23.44%
Benton,PRECINCT 125,Attorney General,,LIB,THOMAS B. COX,45,6.68%
Benton,PRECINCT 125,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 125,Attorney General,,,Total,619,
Benton,PRECINCT 125,Attorney General,,,Under Votes,55,8.16%
Benton,PRECINCT 125,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 125,Attorney General,,,Total Votes Cast,674,
Benton,PRECINCT 126,Attorney General,,DEM,HARDY MYERS,264,53.23%
Benton,PRECINCT 126,Attorney General,,REP,KEVIN L. MANNIX,158,31.85%
Benton,PRECINCT 126,Attorney General,,LIB,THOMAS B. COX,27,5.44%
Benton,PRECINCT 126,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 126,Attorney General,,,Total,449,
Benton,PRECINCT 126,Attorney General,,,Under Votes,46,9.27%
Benton,PRECINCT 126,Attorney General,,,Over Votes,1,0.20%
Benton,PRECINCT 126,Attorney General,,,Total Votes Cast,496,
Benton,PRECINCT 127,Attorney General,,DEM,HARDY MYERS,180,59.02%
Benton,PRECINCT 127,Attorney General,,REP,KEVIN L. MANNIX,86,28.20%
Benton,PRECINCT 127,Attorney General,,LIB,THOMAS B. COX,11,3.61%
Benton,PRECINCT 127,Attorney General,,,Write-ins,1,0.33%
Benton,PRECINCT 127,Attorney General,,,Total,278,
Benton,PRECINCT 127,Attorney General,,,Under Votes,27,8.85%
Benton,PRECINCT 127,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 127,Attorney General,,,Total Votes Cast,305,
Benton,PRECINCT 128,Attorney General,,DEM,HARDY MYERS,348,52.65%
Benton,PRECINCT 128,Attorney General,,REP,KEVIN L. MANNIX,266,40.24%
Benton,PRECINCT 128,Attorney General,,LIB,THOMAS B. COX,5,0.76%
Benton,PRECINCT 128,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 128,Attorney General,,,Total,619,
Benton,PRECINCT 128,Attorney General,,,Under Votes,41,6.20%
Benton,PRECINCT 128,Attorney General,,,Over Votes,1,0.15%
Benton,PRECINCT 128,Attorney General,,,Total Votes Cast,661,
Benton,PRECINCT 130,Attorney General,,DEM,HARDY MYERS,258,46.24%
Benton,PRECINCT 130,Attorney General,,REP,KEVIN L. MANNIX,229,41.04%
Benton,PRECINCT 130,Attorney General,,LIB,THOMAS B. COX,32,5.73%
Benton,PRECINCT 130,Attorney General,,,Write-ins,1,0.18%
Benton,PRECINCT 130,Attorney General,,,Total,520,
Benton,PRECINCT 130,Attorney General,,,Under Votes,37,6.63%
Benton,PRECINCT 130,Attorney General,,,Over Votes,1,0.18%
Benton,PRECINCT 130,Attorney General,,,Total Votes Cast,558,
Benton,PRECINCT 131,Attorney General,,DEM,HARDY MYERS,55,51.40%
Benton,PRECINCT 131,Attorney General,,REP,KEVIN L. MANNIX,45,42.06%
Benton,PRECINCT 131,Attorney General,,LIB,THOMAS B. COX,4,3.74%
Benton,PRECINCT 131,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 131,Attorney General,,,Total,104,
Benton,PRECINCT 131,Attorney General,,,Under Votes,3,2.80%
Benton,PRECINCT 131,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 131,Attorney General,,,Total Votes Cast,107,
Benton,PRECINCT 132,Attorney General,,DEM,HARDY MYERS,309,44.27%
Benton,PRECINCT 132,Attorney General,,REP,KEVIN L. MANNIX,309,44.27%
Benton,PRECINCT 132,Attorney General,,LIB,THOMAS B. COX,30,4.30%
Benton,PRECINCT 132,Attorney General,,,Write-ins,1,0.14%
Benton,PRECINCT 132,Attorney General,,,Total,649,
Benton,PRECINCT 132,Attorney General,,,Under Votes,47,6.73%
Benton,PRECINCT 132,Attorney General,,,Over Votes,2,0.29%
Benton,PRECINCT 132,Attorney General,,,Total Votes Cast,698,
Benton,PRECINCT 133,Attorney General,,DEM,HARDY MYERS,247,42.29%
Benton,PRECINCT 133,Attorney General,,REP,KEVIN L. MANNIX,271,46.40%
Benton,PRECINCT 133,Attorney General,,LIB,THOMAS B. COX,29,4.97%
Benton,PRECINCT 133,Attorney General,,,Write-ins,1,0.17%
Benton,PRECINCT 133,Attorney General,,,Total,548,
Benton,PRECINCT 133,Attorney General,,,Under Votes,35,5.99%
Benton,PRECINCT 133,Attorney General,,,Over Votes,1,0.17%
Benton,PRECINCT 133,Attorney General,,,Total Votes Cast,584,
Benton,PRECINCT 134,Attorney General,,DEM,HARDY MYERS,14,30.43%
Benton,PRECINCT 134,Attorney General,,REP,KEVIN L. MANNIX,29,63.04%
Benton,PRECINCT 134,Attorney General,,LIB,THOMAS B. COX,0,0.00%
Benton,PRECINCT 134,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 134,Attorney General,,,Total,43,
Benton,PRECINCT 134,Attorney General,,,Under Votes,3,6.52%
Benton,PRECINCT 134,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 134,Attorney General,,,Total Votes Cast,46,
Benton,PRECINCT 135,Attorney General,,DEM,HARDY MYERS,107,34.97%
Benton,PRECINCT 135,Attorney General,,REP,KEVIN L. MANNIX,178,58.17%
Benton,PRECINCT 135,Attorney General,,LIB,THOMAS B. COX,6,1.96%
Benton,PRECINCT 135,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 135,Attorney General,,,Total,291,
Benton,PRECINCT 135,Attorney General,,,Under Votes,15,4.90%
Benton,PRECINCT 135,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 135,Attorney General,,,Total Votes Cast,306,
Benton,PRECINCT 136,Attorney General,,DEM,HARDY MYERS,162,50.00%
Benton,PRECINCT 136,Attorney General,,REP,KEVIN L. MANNIX,128,39.51%
Benton,PRECINCT 136,Attorney General,,LIB,THOMAS B. COX,7,2.16%
Benton,PRECINCT 136,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 136,Attorney General,,,Total,297,
Benton,PRECINCT 136,Attorney General,,,Under Votes,26,8.02%
Benton,PRECINCT 136,Attorney General,,,Over Votes,1,0.31%
Benton,PRECINCT 136,Attorney General,,,Total Votes Cast,324,
Benton,PRECINCT 137,Attorney General,,DEM,HARDY MYERS,172,31.50%
Benton,PRECINCT 137,Attorney General,,REP,KEVIN L. MANNIX,289,52.93%
Benton,PRECINCT 137,Attorney General,,LIB,THOMAS B. COX,36,6.59%
Benton,PRECINCT 137,Attorney General,,,Write-ins,1,0.18%
Benton,PRECINCT 137,Attorney General,,,Total,498,
Benton,PRECINCT 137,Attorney General,,,Under Votes,48,8.79%
Benton,PRECINCT 137,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 137,Attorney General,,,Total Votes Cast,546,
Benton,PRECINCT 138,Attorney General,,DEM,HARDY MYERS,146,52.33%
Benton,PRECINCT 138,Attorney General,,REP,KEVIN L. MANNIX,100,35.84%
Benton,PRECINCT 138,Attorney General,,LIB,THOMAS B. COX,15,5.38%
Benton,PRECINCT 138,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 138,Attorney General,,,Total,261,
Benton,PRECINCT 138,Attorney General,,,Under Votes,18,6.45%
Benton,PRECINCT 138,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 138,Attorney General,,,Total Votes Cast,279,
Benton,PRECINCT 139,Attorney General,,DEM,HARDY MYERS,257,48.58%
Benton,PRECINCT 139,Attorney General,,REP,KEVIN L. MANNIX,228,43.10%
Benton,PRECINCT 139,Attorney General,,LIB,THOMAS B. COX,11,2.08%
Benton,PRECINCT 139,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 139,Attorney General,,,Total,496,
Benton,PRECINCT 139,Attorney General,,,Under Votes,32,6.05%
Benton,PRECINCT 139,Attorney General,,,Over Votes,1,0.19%
Benton,PRECINCT 139,Attorney General,,,Total Votes Cast,529,
Benton,PRECINCT 140,Attorney General,,DEM,HARDY MYERS,301,42.82%
Benton,PRECINCT 140,Attorney General,,REP,KEVIN L. MANNIX,314,44.67%
Benton,PRECINCT 140,Attorney General,,LIB,THOMAS B. COX,32,4.55%
Benton,PRECINCT 140,Attorney General,,,Write-ins,2,0.28%
Benton,PRECINCT 140,Attorney General,,,Total,649,
Benton,PRECINCT 140,Attorney General,,,Under Votes,51,7.25%
Benton,PRECINCT 140,Attorney General,,,Over Votes,3,0.43%
Benton,PRECINCT 140,Attorney General,,,Total Votes Cast,703,
Benton,PRECINCT 141,Attorney General,,DEM,HARDY MYERS,36,33.33%
Benton,PRECINCT 141,Attorney General,,REP,KEVIN L. MANNIX,62,57.41%
Benton,PRECINCT 141,Attorney General,,LIB,THOMAS B. COX,4,3.70%
Benton,PRECINCT 141,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 141,Attorney General,,,Total,102,
Benton,PRECINCT 141,Attorney General,,,Under Votes,6,5.56%
Benton,PRECINCT 141,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 141,Attorney General,,,Total Votes Cast,108,
Benton,PRECINCT 142,Attorney General,,DEM,HARDY MYERS,343,47.84%
Benton,PRECINCT 142,Attorney General,,REP,KEVIN L. MANNIX,302,42.12%
Benton,PRECINCT 142,Attorney General,,LIB,THOMAS B. COX,23,3.21%
Benton,PRECINCT 142,Attorney General,,,Write-ins,1,0.14%
Benton,PRECINCT 142,Attorney General,,,Total,669,
Benton,PRECINCT 142,Attorney General,,,Under Votes,45,6.28%
Benton,PRECINCT 142,Attorney General,,,Over Votes,3,0.42%
Benton,PRECINCT 142,Attorney General,,,Total Votes Cast,717,
Benton,PRECINCT 143,Attorney General,,DEM,HARDY MYERS,14,46.67%
Benton,PRECINCT 143,Attorney General,,REP,KEVIN L. MANNIX,11,36.67%
Benton,PRECINCT 143,Attorney General,,LIB,THOMAS B. COX,3,10.00%
Benton,PRECINCT 143,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 143,Attorney General,,,Total,28,
Benton,PRECINCT 143,Attorney General,,,Under Votes,2,6.67%
Benton,PRECINCT 143,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 143,Attorney General,,,Total Votes Cast,30,
Benton,PRECINCT 144,Attorney General,,DEM,HARDY MYERS,262,35.74%
Benton,PRECINCT 144,Attorney General,,REP,KEVIN L. MANNIX,409,55.80%
Benton,PRECINCT 144,Attorney General,,LIB,THOMAS B. COX,21,2.86%
Benton,PRECINCT 144,Attorney General,,,Write-ins,1,0.14%
Benton,PRECINCT 144,Attorney General,,,Total,693,
Benton,PRECINCT 144,Attorney General,,,Under Votes,39,5.32%
Benton,PRECINCT 144,Attorney General,,,Over Votes,1,0.14%
Benton,PRECINCT 144,Attorney General,,,Total Votes Cast,733,
Benton,PRECINCT 145,Attorney General,,DEM,HARDY MYERS,78,46.71%
Benton,PRECINCT 145,Attorney General,,REP,KEVIN L. MANNIX,72,43.11%
Benton,PRECINCT 145,Attorney General,,LIB,THOMAS B. COX,6,3.59%
Benton,PRECINCT 145,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 145,Attorney General,,,Total,156,
Benton,PRECINCT 145,Attorney General,,,Under Votes,11,6.59%
Benton,PRECINCT 145,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 145,Attorney General,,,Total Votes Cast,167,
Benton,PRECINCT 146,Attorney General,,DEM,HARDY MYERS,27,57.45%
Benton,PRECINCT 146,Attorney General,,REP,KEVIN L. MANNIX,13,27.66%
Benton,PRECINCT 146,Attorney General,,LIB,THOMAS B. COX,1,2.13%
Benton,PRECINCT 146,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 146,Attorney General,,,Total,41,
Benton,PRECINCT 146,Attorney General,,,Under Votes,6,12.77%
Benton,PRECINCT 146,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 146,Attorney General,,,Total Votes Cast,47,
Benton,PRECINCT 147,Attorney General,,DEM,HARDY MYERS,118,47.77%
Benton,PRECINCT 147,Attorney General,,REP,KEVIN L. MANNIX,100,40.49%
Benton,PRECINCT 147,Attorney General,,LIB,THOMAS B. COX,9,3.64%
Benton,PRECINCT 147,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 147,Attorney General,,,Total,227,
Benton,PRECINCT 147,Attorney General,,,Under Votes,20,8.10%
Benton,PRECINCT 147,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 147,Attorney General,,,Total Votes Cast,247,
Benton,PRECINCT 148,Attorney General,,DEM,HARDY MYERS,279,45.89%
Benton,PRECINCT 148,Attorney General,,REP,KEVIN L. MANNIX,258,42.43%
Benton,PRECINCT 148,Attorney General,,LIB,THOMAS B. COX,28,4.61%
Benton,PRECINCT 148,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 148,Attorney General,,,Total,565,
Benton,PRECINCT 148,Attorney General,,,Under Votes,42,6.91%
Benton,PRECINCT 148,Attorney General,,,Over Votes,1,0.16%
Benton,PRECINCT 148,Attorney General,,,Total Votes Cast,608,
Benton,PRECINCT 149,Attorney General,,DEM,HARDY MYERS,53,28.65%
Benton,PRECINCT 149,Attorney General,,REP,KEVIN L. MANNIX,109,58.92%
Benton,PRECINCT 149,Attorney General,,LIB,THOMAS B. COX,11,5.95%
Benton,PRECINCT 149,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 149,Attorney General,,,Total,173,
Benton,PRECINCT 149,Attorney General,,,Under Votes,12,6.49%
Benton,PRECINCT 149,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 149,Attorney General,,,Total Votes Cast,185,
Benton,PRECINCT 150,Attorney General,,DEM,HARDY MYERS,26,20.63%
Benton,PRECINCT 150,Attorney General,,REP,KEVIN L. MANNIX,91,72.22%
Benton,PRECINCT 150,Attorney General,,LIB,THOMAS B. COX,1,0.79%
Benton,PRECINCT 150,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 150,Attorney General,,,Total,118,
Benton,PRECINCT 150,Attorney General,,,Under Votes,8,6.35%
Benton,PRECINCT 150,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 150,Attorney General,,,Total Votes Cast,126,
Benton,PRECINCT 151,Attorney General,,DEM,HARDY MYERS,175,47.55%
Benton,PRECINCT 151,Attorney General,,REP,KEVIN L. MANNIX,152,41.30%
Benton,PRECINCT 151,Attorney General,,LIB,THOMAS B. COX,16,4.35%
Benton,PRECINCT 151,Attorney General,,,Write-ins,2,0.54%
Benton,PRECINCT 151,Attorney General,,,Total,345,
Benton,PRECINCT 151,Attorney General,,,Under Votes,23,6.25%
Benton,PRECINCT 151,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 151,Attorney General,,,Total Votes Cast,368,
Benton,PRECINCT 152,Attorney General,,DEM,HARDY MYERS,299,53.68%
Benton,PRECINCT 152,Attorney General,,REP,KEVIN L. MANNIX,206,36.98%
Benton,PRECINCT 152,Attorney General,,LIB,THOMAS B. COX,14,2.51%
Benton,PRECINCT 152,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 152,Attorney General,,,Total,519,
Benton,PRECINCT 152,Attorney General,,,Under Votes,38,6.82%
Benton,PRECINCT 152,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 152,Attorney General,,,Total Votes Cast,557,
Benton,PRECINCT 153,Attorney General,,DEM,HARDY MYERS,63,58.88%
Benton,PRECINCT 153,Attorney General,,REP,KEVIN L. MANNIX,41,38.32%
Benton,PRECINCT 153,Attorney General,,LIB,THOMAS B. COX,1,0.93%
Benton,PRECINCT 153,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 153,Attorney General,,,Total,105,
Benton,PRECINCT 153,Attorney General,,,Under Votes,2,1.87%
Benton,PRECINCT 153,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 153,Attorney General,,,Total Votes Cast,107,
Benton,PRECINCT 154,Attorney General,,DEM,HARDY MYERS,329,46.27%
Benton,PRECINCT 154,Attorney General,,REP,KEVIN L. MANNIX,284,39.94%
Benton,PRECINCT 154,Attorney General,,LIB,THOMAS B. COX,35,4.92%
Benton,PRECINCT 154,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 154,Attorney General,,,Total,648,
Benton,PRECINCT 154,Attorney General,,,Under Votes,58,8.16%
Benton,PRECINCT 154,Attorney General,,,Over Votes,5,0.70%
Benton,PRECINCT 154,Attorney General,,,Total Votes Cast,711,
Benton,PRECINCT 155,Attorney General,,DEM,HARDY MYERS,352,40.00%
Benton,PRECINCT 155,Attorney General,,REP,KEVIN L. MANNIX,431,48.98%
Benton,PRECINCT 155,Attorney General,,LIB,THOMAS B. COX,33,3.75%
Benton,PRECINCT 155,Attorney General,,,Write-ins,1,0.11%
Benton,PRECINCT 155,Attorney General,,,Total,817,
Benton,PRECINCT 155,Attorney General,,,Under Votes,62,7.05%
Benton,PRECINCT 155,Attorney General,,,Over Votes,1,0.11%
Benton,PRECINCT 155,Attorney General,,,Total Votes Cast,880,
Benton,PRECINCT 156,Attorney General,,DEM,HARDY MYERS,132,57.39%
Benton,PRECINCT 156,Attorney General,,REP,KEVIN L. MANNIX,78,33.91%
Benton,PRECINCT 156,Attorney General,,LIB,THOMAS B. COX,11,4.78%
Benton,PRECINCT 156,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 156,Attorney General,,,Total,221,
Benton,PRECINCT 156,Attorney General,,,Under Votes,9,3.91%
Benton,PRECINCT 156,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 156,Attorney General,,,Total Votes Cast,230,
Benton,PRECINCT 157,Attorney General,,DEM,HARDY MYERS,85,53.46%
Benton,PRECINCT 157,Attorney General,,REP,KEVIN L. MANNIX,58,36.48%
Benton,PRECINCT 157,Attorney General,,LIB,THOMAS B. COX,7,4.40%
Benton,PRECINCT 157,Attorney General,,,Write-ins,0,0.00%
Benton,PRECINCT 157,Attorney General,,,Total,150,
Benton,PRECINCT 157,Attorney General,,,Under Votes,9,5.66%
Benton,PRECINCT 157,Attorney General,,,Over Votes,0,0.00%
Benton,PRECINCT 157,Attorney General,,,Total Votes Cast,159,
Benton,PRECINCT 158,Attorney General,,DEM,HARDY MYERS,255,45.05%
Benton,PRECINCT 158,Attorney General,,REP,KEVIN L. MANNIX,252,44.52%
