county,precinct,office,district,party,candidate,votes,Percent
Benton,PRECINCT 154,U.S. House,4,,Write-ins,1,0.14%
Benton,PRECINCT 154,U.S. House,4,,Total,689,
Benton,PRECINCT 154,U.S. House,4,,Under Votes,22,3.09%
Benton,PRECINCT 154,U.S. House,4,,Over Votes,0,0.00%
Benton,PRECINCT 154,U.S. House,4,,Total Votes Cast,711,
Benton,PRECINCT 155,U.S. House,4,DEM,PETER A. DEFAZIO,540,61.36%
Benton,PRECINCT 155,U.S. House,4,SOC,DAVID DUEMLER,3,0.34%
Benton,PRECINCT 155,U.S. House,4,REP,JOHN LINDSEY,313,35.57%
Benton,PRECINCT 155,U.S. House,4,,Write-ins,0,0.00%
Benton,PRECINCT 155,U.S. House,4,,Total,856,
Benton,PRECINCT 155,U.S. House,4,,Under Votes,24,2.73%
Benton,PRECINCT 155,U.S. House,4,,Over Votes,0,0.00%
Benton,PRECINCT 155,U.S. House,4,,Total Votes Cast,880,
Benton,PRECINCT 159,U.S. House,4,DEM,PETER A. DEFAZIO,87,71.31%
Benton,PRECINCT 159,U.S. House,4,SOC,DAVID DUEMLER,1,0.82%
Benton,PRECINCT 159,U.S. House,4,REP,JOHN LINDSEY,28,22.95%
Benton,PRECINCT 159,U.S. House,4,,Write-ins,0,0.00%
Benton,PRECINCT 159,U.S. House,4,,Total,116,
Benton,PRECINCT 159,U.S. House,4,,Under Votes,6,4.92%
Benton,PRECINCT 159,U.S. House,4,,Over Votes,0,0.00%
Benton,PRECINCT 159,U.S. House,4,,Total Votes Cast,122,
Benton,PRECINCT 161,U.S. House,4,DEM,PETER A. DEFAZIO,545,59.82%
Benton,PRECINCT 161,U.S. House,4,SOC,DAVID DUEMLER,4,0.44%
Benton,PRECINCT 161,U.S. House,4,REP,JOHN LINDSEY,334,36.66%
Benton,PRECINCT 161,U.S. House,4,,Write-ins,0,0.00%
Benton,PRECINCT 161,U.S. House,4,,Total,883,
Benton,PRECINCT 161,U.S. House,4,,Under Votes,27,2.96%
Benton,PRECINCT 161,U.S. House,4,,Over Votes,1,0.11%
Benton,PRECINCT 161,U.S. House,4,,Total Votes Cast,911,
Benton,PRECINCT 163,U.S. House,4,DEM,PETER A. DEFAZIO,3,75.00%
Benton,PRECINCT 163,U.S. House,4,SOC,DAVID DUEMLER,0,0.00%
Benton,PRECINCT 163,U.S. House,4,REP,JOHN LINDSEY,0,0.00%
Benton,PRECINCT 163,U.S. House,4,,Write-ins,0,0.00%
Benton,PRECINCT 163,U.S. House,4,,Total,3,
Benton,PRECINCT 163,U.S. House,4,,Under Votes,1,25.00%
Benton,PRECINCT 163,U.S. House,4,,Over Votes,0,0.00%
Benton,PRECINCT 163,U.S. House,4,,Total Votes Cast,4,
Benton,PRECINCT 164,U.S. House,4,DEM,PETER A. DEFAZIO,417,59.66%
Benton,PRECINCT 164,U.S. House,4,SOC,DAVID DUEMLER,1,0.14%
Benton,PRECINCT 164,U.S. House,4,REP,JOHN LINDSEY,258,36.91%
Benton,PRECINCT 164,U.S. House,4,,Write-ins,2,0.29%
Benton,PRECINCT 164,U.S. House,4,,Total,678,
Benton,PRECINCT 164,U.S. House,4,,Under Votes,21,3.00%
Benton,PRECINCT 164,U.S. House,4,,Over Votes,0,0.00%
Benton,PRECINCT 164,U.S. House,4,,Total Votes Cast,699,
Benton,PRECINCT 082,U.S. House,5,REP,BRIAN J. BOQUIST,128,32.90%
Benton,PRECINCT 082,U.S. House,5,DEM,DARLENE HOOLEY,238,61.18%
Benton,PRECINCT 082,U.S. House,5,,Write-ins,0,0.00%
Benton,PRECINCT 082,U.S. House,5,,Total,366,
Benton,PRECINCT 082,U.S. House,5,,Under Votes,23,5.91%
Benton,PRECINCT 082,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 082,U.S. House,5,,Total Votes Cast,389,
Benton,PRECINCT 083,U.S. House,5,REP,BRIAN J. BOQUIST,98,27.45%
Benton,PRECINCT 083,U.S. House,5,DEM,DARLENE HOOLEY,222,62.18%
Benton,PRECINCT 083,U.S. House,5,,Write-ins,1,0.28%
Benton,PRECINCT 083,U.S. House,5,,Total,321,
Benton,PRECINCT 083,U.S. House,5,,Under Votes,36,10.08%
Benton,PRECINCT 083,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 083,U.S. House,5,,Total Votes Cast,357,
Benton,PRECINCT 084,U.S. House,5,REP,BRIAN J. BOQUIST,208,33.55%
Benton,PRECINCT 084,U.S. House,5,DEM,DARLENE HOOLEY,368,59.35%
Benton,PRECINCT 084,U.S. House,5,,Write-ins,2,0.32%
Benton,PRECINCT 084,U.S. House,5,,Total,578,
Benton,PRECINCT 084,U.S. House,5,,Under Votes,42,6.77%
Benton,PRECINCT 084,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 084,U.S. House,5,,Total Votes Cast,620,
Benton,PRECINCT 085,U.S. House,5,REP,BRIAN J. BOQUIST,81,39.32%
Benton,PRECINCT 085,U.S. House,5,DEM,DARLENE HOOLEY,112,54.37%
Benton,PRECINCT 085,U.S. House,5,,Write-ins,1,0.49%
Benton,PRECINCT 085,U.S. House,5,,Total,194,
Benton,PRECINCT 085,U.S. House,5,,Under Votes,12,5.83%
Benton,PRECINCT 085,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 085,U.S. House,5,,Total Votes Cast,206,
Benton,PRECINCT 086,U.S. House,5,REP,BRIAN J. BOQUIST,99,27.89%
Benton,PRECINCT 086,U.S. House,5,DEM,DARLENE HOOLEY,243,68.45%
Benton,PRECINCT 086,U.S. House,5,,Write-ins,0,0.00%
Benton,PRECINCT 086,U.S. House,5,,Total,342,
Benton,PRECINCT 086,U.S. House,5,,Under Votes,13,3.66%
Benton,PRECINCT 086,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 086,U.S. House,5,,Total Votes Cast,355,
Benton,PRECINCT 087,U.S. House,5,REP,BRIAN J. BOQUIST,194,33.45%
Benton,PRECINCT 087,U.S. House,5,DEM,DARLENE HOOLEY,364,62.76%
Benton,PRECINCT 087,U.S. House,5,,Write-ins,1,0.17%
Benton,PRECINCT 087,U.S. House,5,,Total,559,
Benton,PRECINCT 087,U.S. House,5,,Under Votes,20,3.45%
Benton,PRECINCT 087,U.S. House,5,,Over Votes,1,0.17%
Benton,PRECINCT 087,U.S. House,5,,Total Votes Cast,580,
Benton,PRECINCT 088,U.S. House,5,REP,BRIAN J. BOQUIST,275,34.90%
Benton,PRECINCT 088,U.S. House,5,DEM,DARLENE HOOLEY,462,58.63%
Benton,PRECINCT 088,U.S. House,5,,Write-ins,1,0.13%
Benton,PRECINCT 088,U.S. House,5,,Total,738,
Benton,PRECINCT 088,U.S. House,5,,Under Votes,50,6.35%
Benton,PRECINCT 088,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 088,U.S. House,5,,Total Votes Cast,788,
Benton,PRECINCT 089,U.S. House,5,REP,BRIAN J. BOQUIST,83,29.86%
Benton,PRECINCT 089,U.S. House,5,DEM,DARLENE HOOLEY,181,65.11%
Benton,PRECINCT 089,U.S. House,5,,Write-ins,0,0.00%
Benton,PRECINCT 089,U.S. House,5,,Total,264,
Benton,PRECINCT 089,U.S. House,5,,Under Votes,14,5.04%
Benton,PRECINCT 089,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 089,U.S. House,5,,Total Votes Cast,278,
Benton,PRECINCT 091,U.S. House,5,REP,BRIAN J. BOQUIST,17,45.95%
Benton,PRECINCT 091,U.S. House,5,DEM,DARLENE HOOLEY,16,43.24%
Benton,PRECINCT 091,U.S. House,5,,Write-ins,0,0.00%
Benton,PRECINCT 091,U.S. House,5,,Total,33,
Benton,PRECINCT 091,U.S. House,5,,Under Votes,4,10.81%
Benton,PRECINCT 091,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 091,U.S. House,5,,Total Votes Cast,37,
Benton,PRECINCT 092,U.S. House,5,REP,BRIAN J. BOQUIST,461,38.16%
Benton,PRECINCT 092,U.S. House,5,DEM,DARLENE HOOLEY,665,55.05%
Benton,PRECINCT 092,U.S. House,5,,Write-ins,2,0.17%
Benton,PRECINCT 092,U.S. House,5,,Total,"1,128",
Benton,PRECINCT 092,U.S. House,5,,Under Votes,78,6.46%
Benton,PRECINCT 092,U.S. House,5,,Over Votes,2,0.17%
Benton,PRECINCT 092,U.S. House,5,,Total Votes Cast,"1,208",
Benton,PRECINCT 093,U.S. House,5,REP,BRIAN J. BOQUIST,136,36.76%
Benton,PRECINCT 093,U.S. House,5,DEM,DARLENE HOOLEY,207,55.95%
Benton,PRECINCT 093,U.S. House,5,,Write-ins,0,0.00%
Benton,PRECINCT 093,U.S. House,5,,Total,343,
Benton,PRECINCT 093,U.S. House,5,,Under Votes,25,6.76%
Benton,PRECINCT 093,U.S. House,5,,Over Votes,2,0.54%
Benton,PRECINCT 093,U.S. House,5,,Total Votes Cast,370,
Benton,PRECINCT 094,U.S. House,5,REP,BRIAN J. BOQUIST,355,35.97%
Benton,PRECINCT 094,U.S. House,5,DEM,DARLENE HOOLEY,579,58.66%
Benton,PRECINCT 094,U.S. House,5,,Write-ins,1,0.10%
Benton,PRECINCT 094,U.S. House,5,,Total,935,
Benton,PRECINCT 094,U.S. House,5,,Under Votes,52,5.27%
Benton,PRECINCT 094,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 094,U.S. House,5,,Total Votes Cast,987,
Benton,PRECINCT 095,U.S. House,5,REP,BRIAN J. BOQUIST,2,28.57%
Benton,PRECINCT 095,U.S. House,5,DEM,DARLENE HOOLEY,4,57.14%
Benton,PRECINCT 095,U.S. House,5,,Write-ins,0,0.00%
Benton,PRECINCT 095,U.S. House,5,,Total,6,
Benton,PRECINCT 095,U.S. House,5,,Under Votes,1,14.29%
Benton,PRECINCT 095,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 095,U.S. House,5,,Total Votes Cast,7,
Benton,PRECINCT 096,U.S. House,5,REP,BRIAN J. BOQUIST,189,30.73%
Benton,PRECINCT 096,U.S. House,5,DEM,DARLENE HOOLEY,386,62.76%
Benton,PRECINCT 096,U.S. House,5,,Write-ins,0,0.00%
Benton,PRECINCT 096,U.S. House,5,,Total,575,
Benton,PRECINCT 096,U.S. House,5,,Under Votes,40,6.50%
Benton,PRECINCT 096,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 096,U.S. House,5,,Total Votes Cast,615,
Benton,PRECINCT 097,U.S. House,5,REP,BRIAN J. BOQUIST,249,37.11%
Benton,PRECINCT 097,U.S. House,5,DEM,DARLENE HOOLEY,390,58.12%
Benton,PRECINCT 097,U.S. House,5,,Write-ins,1,0.15%
Benton,PRECINCT 097,U.S. House,5,,Total,640,
Benton,PRECINCT 097,U.S. House,5,,Under Votes,31,4.62%
Benton,PRECINCT 097,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 097,U.S. House,5,,Total Votes Cast,671,
Benton,PRECINCT 098,U.S. House,5,REP,BRIAN J. BOQUIST,105,29.01%
Benton,PRECINCT 098,U.S. House,5,DEM,DARLENE HOOLEY,237,65.47%
Benton,PRECINCT 098,U.S. House,5,,Write-ins,0,0.00%
Benton,PRECINCT 098,U.S. House,5,,Total,342,
Benton,PRECINCT 098,U.S. House,5,,Under Votes,18,4.97%
Benton,PRECINCT 098,U.S. House,5,,Over Votes,2,0.55%
Benton,PRECINCT 098,U.S. House,5,,Total Votes Cast,362,
Benton,PRECINCT 099,U.S. House,5,REP,BRIAN J. BOQUIST,156,30.65%
Benton,PRECINCT 099,U.S. House,5,DEM,DARLENE HOOLEY,329,64.64%
Benton,PRECINCT 099,U.S. House,5,,Write-ins,2,0.39%
Benton,PRECINCT 099,U.S. House,5,,Total,487,
Benton,PRECINCT 099,U.S. House,5,,Under Votes,22,4.32%
Benton,PRECINCT 099,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 099,U.S. House,5,,Total Votes Cast,509,
Benton,PRECINCT 100,U.S. House,5,REP,BRIAN J. BOQUIST,175,24.96%
Benton,PRECINCT 100,U.S. House,5,DEM,DARLENE HOOLEY,472,67.33%
Benton,PRECINCT 100,U.S. House,5,,Write-ins,1,0.14%
Benton,PRECINCT 100,U.S. House,5,,Total,648,
Benton,PRECINCT 100,U.S. House,5,,Under Votes,53,7.56%
Benton,PRECINCT 100,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 100,U.S. House,5,,Total Votes Cast,701,
Benton,PRECINCT 101,U.S. House,5,REP,BRIAN J. BOQUIST,210,30.35%
Benton,PRECINCT 101,U.S. House,5,DEM,DARLENE HOOLEY,439,63.44%
Benton,PRECINCT 101,U.S. House,5,,Write-ins,3,0.43%
Benton,PRECINCT 101,U.S. House,5,,Total,652,
Benton,PRECINCT 101,U.S. House,5,,Under Votes,40,5.78%
Benton,PRECINCT 101,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 101,U.S. House,5,,Total Votes Cast,692,
Benton,PRECINCT 102,U.S. House,5,REP,BRIAN J. BOQUIST,4,11.76%
Benton,PRECINCT 102,U.S. House,5,DEM,DARLENE HOOLEY,28,82.35%
Benton,PRECINCT 102,U.S. House,5,,Write-ins,0,0.00%
Benton,PRECINCT 102,U.S. House,5,,Total,32,
Benton,PRECINCT 102,U.S. House,5,,Under Votes,2,5.88%
Benton,PRECINCT 102,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 102,U.S. House,5,,Total Votes Cast,34,
Benton,PRECINCT 103,U.S. House,5,REP,BRIAN J. BOQUIST,33,30.28%
Benton,PRECINCT 103,U.S. House,5,DEM,DARLENE HOOLEY,50,45.87%
Benton,PRECINCT 103,U.S. House,5,,Write-ins,0,0.00%
Benton,PRECINCT 103,U.S. House,5,,Total,83,
Benton,PRECINCT 103,U.S. House,5,,Under Votes,26,23.85%
Benton,PRECINCT 103,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 103,U.S. House,5,,Total Votes Cast,109,
Benton,PRECINCT 104,U.S. House,5,REP,BRIAN J. BOQUIST,39,18.31%
Benton,PRECINCT 104,U.S. House,5,DEM,DARLENE HOOLEY,144,67.61%
Benton,PRECINCT 104,U.S. House,5,,Write-ins,0,0.00%
Benton,PRECINCT 104,U.S. House,5,,Total,183,
Benton,PRECINCT 104,U.S. House,5,,Under Votes,30,14.08%
Benton,PRECINCT 104,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 104,U.S. House,5,,Total Votes Cast,213,
Benton,PRECINCT 105,U.S. House,5,REP,BRIAN J. BOQUIST,101,23.06%
Benton,PRECINCT 105,U.S. House,5,DEM,DARLENE HOOLEY,291,66.44%
Benton,PRECINCT 105,U.S. House,5,,Write-ins,2,0.46%
Benton,PRECINCT 105,U.S. House,5,,Total,394,
Benton,PRECINCT 105,U.S. House,5,,Under Votes,42,9.59%
Benton,PRECINCT 105,U.S. House,5,,Over Votes,2,0.46%
Benton,PRECINCT 105,U.S. House,5,,Total Votes Cast,438,
Benton,PRECINCT 106,U.S. House,5,REP,BRIAN J. BOQUIST,41,19.25%
Benton,PRECINCT 106,U.S. House,5,DEM,DARLENE HOOLEY,157,73.71%
Benton,PRECINCT 106,U.S. House,5,,Write-ins,1,0.47%
Benton,PRECINCT 106,U.S. House,5,,Total,199,
Benton,PRECINCT 106,U.S. House,5,,Under Votes,13,6.10%
Benton,PRECINCT 106,U.S. House,5,,Over Votes,1,0.47%
Benton,PRECINCT 106,U.S. House,5,,Total Votes Cast,213,
Benton,PRECINCT 107,U.S. House,5,REP,BRIAN J. BOQUIST,115,17.91%
Benton,PRECINCT 107,U.S. House,5,DEM,DARLENE HOOLEY,473,73.68%
Benton,PRECINCT 107,U.S. House,5,,Write-ins,3,0.47%
Benton,PRECINCT 107,U.S. House,5,,Total,591,
Benton,PRECINCT 107,U.S. House,5,,Under Votes,51,7.94%
Benton,PRECINCT 107,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 107,U.S. House,5,,Total Votes Cast,642,
Benton,PRECINCT 108,U.S. House,5,REP,BRIAN J. BOQUIST,145,28.27%
Benton,PRECINCT 108,U.S. House,5,DEM,DARLENE HOOLEY,332,64.72%
Benton,PRECINCT 108,U.S. House,5,,Write-ins,2,0.39%
Benton,PRECINCT 108,U.S. House,5,,Total,479,
Benton,PRECINCT 108,U.S. House,5,,Under Votes,34,6.63%
Benton,PRECINCT 108,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 108,U.S. House,5,,Total Votes Cast,513,
Benton,PRECINCT 109,U.S. House,5,REP,BRIAN J. BOQUIST,227,31.53%
Benton,PRECINCT 109,U.S. House,5,DEM,DARLENE HOOLEY,447,62.08%
Benton,PRECINCT 109,U.S. House,5,,Write-ins,5,0.69%
Benton,PRECINCT 109,U.S. House,5,,Total,679,
Benton,PRECINCT 109,U.S. House,5,,Under Votes,40,5.56%
Benton,PRECINCT 109,U.S. House,5,,Over Votes,1,0.14%
Benton,PRECINCT 109,U.S. House,5,,Total Votes Cast,720,
Benton,PRECINCT 110,U.S. House,5,REP,BRIAN J. BOQUIST,115,33.82%
Benton,PRECINCT 110,U.S. House,5,DEM,DARLENE HOOLEY,203,59.71%
Benton,PRECINCT 110,U.S. House,5,,Write-ins,2,0.59%
Benton,PRECINCT 110,U.S. House,5,,Total,320,
Benton,PRECINCT 110,U.S. House,5,,Under Votes,20,5.88%
Benton,PRECINCT 110,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 110,U.S. House,5,,Total Votes Cast,340,
Benton,PRECINCT 111,U.S. House,5,REP,BRIAN J. BOQUIST,77,19.44%
Benton,PRECINCT 111,U.S. House,5,DEM,DARLENE HOOLEY,299,75.51%
Benton,PRECINCT 111,U.S. House,5,,Write-ins,1,0.25%
Benton,PRECINCT 111,U.S. House,5,,Total,377,
Benton,PRECINCT 111,U.S. House,5,,Under Votes,18,4.55%
Benton,PRECINCT 111,U.S. House,5,,Over Votes,1,0.25%
Benton,PRECINCT 111,U.S. House,5,,Total Votes Cast,396,
Benton,PRECINCT 112,U.S. House,5,REP,BRIAN J. BOQUIST,50,20.75%
Benton,PRECINCT 112,U.S. House,5,DEM,DARLENE HOOLEY,179,74.27%
Benton,PRECINCT 112,U.S. House,5,,Write-ins,0,0.00%
Benton,PRECINCT 112,U.S. House,5,,Total,229,
Benton,PRECINCT 112,U.S. House,5,,Under Votes,12,4.98%
Benton,PRECINCT 112,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 112,U.S. House,5,,Total Votes Cast,241,
Benton,PRECINCT 113,U.S. House,5,REP,BRIAN J. BOQUIST,148,26.33%
Benton,PRECINCT 113,U.S. House,5,DEM,DARLENE HOOLEY,392,69.75%
Benton,PRECINCT 113,U.S. House,5,,Write-ins,0,0.00%
Benton,PRECINCT 113,U.S. House,5,,Total,540,
Benton,PRECINCT 113,U.S. House,5,,Under Votes,21,3.74%
Benton,PRECINCT 113,U.S. House,5,,Over Votes,1,0.18%
Benton,PRECINCT 113,U.S. House,5,,Total Votes Cast,562,
Benton,PRECINCT 114,U.S. House,5,REP,BRIAN J. BOQUIST,196,28.16%
Benton,PRECINCT 114,U.S. House,5,DEM,DARLENE HOOLEY,443,63.65%
Benton,PRECINCT 114,U.S. House,5,,Write-ins,1,0.14%
Benton,PRECINCT 114,U.S. House,5,,Total,640,
Benton,PRECINCT 114,U.S. House,5,,Under Votes,55,7.90%
Benton,PRECINCT 114,U.S. House,5,,Over Votes,1,0.14%
Benton,PRECINCT 114,U.S. House,5,,Total Votes Cast,696,
Benton,PRECINCT 115,U.S. House,5,REP,BRIAN J. BOQUIST,203,29.55%
Benton,PRECINCT 115,U.S. House,5,DEM,DARLENE HOOLEY,439,63.90%
Benton,PRECINCT 115,U.S. House,5,,Write-ins,2,0.29%
Benton,PRECINCT 115,U.S. House,5,,Total,644,
Benton,PRECINCT 115,U.S. House,5,,Under Votes,43,6.26%
Benton,PRECINCT 115,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 115,U.S. House,5,,Total Votes Cast,687,
Benton,PRECINCT 116,U.S. House,5,REP,BRIAN J. BOQUIST,76,30.77%
Benton,PRECINCT 116,U.S. House,5,DEM,DARLENE HOOLEY,156,63.16%
Benton,PRECINCT 116,U.S. House,5,,Write-ins,0,0.00%
Benton,PRECINCT 116,U.S. House,5,,Total,232,
Benton,PRECINCT 116,U.S. House,5,,Under Votes,15,6.07%
Benton,PRECINCT 116,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 116,U.S. House,5,,Total Votes Cast,247,
Benton,PRECINCT 117,U.S. House,5,REP,BRIAN J. BOQUIST,237,38.60%
Benton,PRECINCT 117,U.S. House,5,DEM,DARLENE HOOLEY,339,55.21%
Benton,PRECINCT 117,U.S. House,5,,Write-ins,0,0.00%
Benton,PRECINCT 117,U.S. House,5,,Total,576,
Benton,PRECINCT 117,U.S. House,5,,Under Votes,38,6.19%
Benton,PRECINCT 117,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 117,U.S. House,5,,Total Votes Cast,614,
Benton,PRECINCT 118,U.S. House,5,REP,BRIAN J. BOQUIST,129,30.21%
Benton,PRECINCT 118,U.S. House,5,DEM,DARLENE HOOLEY,282,66.04%
Benton,PRECINCT 118,U.S. House,5,,Write-ins,1,0.23%
Benton,PRECINCT 118,U.S. House,5,,Total,412,
Benton,PRECINCT 118,U.S. House,5,,Under Votes,14,3.28%
Benton,PRECINCT 118,U.S. House,5,,Over Votes,1,0.23%
Benton,PRECINCT 118,U.S. House,5,,Total Votes Cast,427,
Benton,PRECINCT 119,U.S. House,5,REP,BRIAN J. BOQUIST,62,19.94%
Benton,PRECINCT 119,U.S. House,5,DEM,DARLENE HOOLEY,225,72.35%
Benton,PRECINCT 119,U.S. House,5,,Write-ins,2,0.64%
Benton,PRECINCT 119,U.S. House,5,,Total,289,
Benton,PRECINCT 119,U.S. House,5,,Under Votes,22,7.07%
Benton,PRECINCT 119,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 119,U.S. House,5,,Total Votes Cast,311,
Benton,PRECINCT 120,U.S. House,5,REP,BRIAN J. BOQUIST,110,21.65%
Benton,PRECINCT 120,U.S. House,5,DEM,DARLENE HOOLEY,371,73.03%
Benton,PRECINCT 120,U.S. House,5,,Write-ins,2,0.39%
Benton,PRECINCT 120,U.S. House,5,,Total,483,
Benton,PRECINCT 120,U.S. House,5,,Under Votes,23,4.53%
Benton,PRECINCT 120,U.S. House,5,,Over Votes,2,0.39%
Benton,PRECINCT 120,U.S. House,5,,Total Votes Cast,508,
Benton,PRECINCT 121,U.S. House,5,REP,BRIAN J. BOQUIST,117,20.67%
Benton,PRECINCT 121,U.S. House,5,DEM,DARLENE HOOLEY,410,72.44%
Benton,PRECINCT 121,U.S. House,5,,Write-ins,2,0.35%
Benton,PRECINCT 121,U.S. House,5,,Total,529,
Benton,PRECINCT 121,U.S. House,5,,Under Votes,36,6.36%
Benton,PRECINCT 121,U.S. House,5,,Over Votes,1,0.18%
Benton,PRECINCT 121,U.S. House,5,,Total Votes Cast,566,
Benton,PRECINCT 122,U.S. House,5,REP,BRIAN J. BOQUIST,213,29.10%
Benton,PRECINCT 122,U.S. House,5,DEM,DARLENE HOOLEY,471,64.34%
Benton,PRECINCT 122,U.S. House,5,,Write-ins,6,0.82%
Benton,PRECINCT 122,U.S. House,5,,Total,690,
Benton,PRECINCT 122,U.S. House,5,,Under Votes,42,5.74%
Benton,PRECINCT 122,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 122,U.S. House,5,,Total Votes Cast,732,
Benton,PRECINCT 123,U.S. House,5,REP,BRIAN J. BOQUIST,73,20.74%
Benton,PRECINCT 123,U.S. House,5,DEM,DARLENE HOOLEY,249,70.74%
Benton,PRECINCT 123,U.S. House,5,,Write-ins,3,0.85%
Benton,PRECINCT 123,U.S. House,5,,Total,325,
Benton,PRECINCT 123,U.S. House,5,,Under Votes,26,7.39%
Benton,PRECINCT 123,U.S. House,5,,Over Votes,1,0.28%
Benton,PRECINCT 123,U.S. House,5,,Total Votes Cast,352,
Benton,PRECINCT 124,U.S. House,5,REP,BRIAN J. BOQUIST,300,35.34%
Benton,PRECINCT 124,U.S. House,5,DEM,DARLENE HOOLEY,507,59.72%
Benton,PRECINCT 124,U.S. House,5,,Write-ins,1,0.12%
Benton,PRECINCT 124,U.S. House,5,,Total,808,
Benton,PRECINCT 124,U.S. House,5,,Under Votes,39,4.59%
Benton,PRECINCT 124,U.S. House,5,,Over Votes,2,0.24%
Benton,PRECINCT 124,U.S. House,5,,Total Votes Cast,849,
Benton,PRECINCT 125,U.S. House,5,REP,BRIAN J. BOQUIST,150,22.26%
Benton,PRECINCT 125,U.S. House,5,DEM,DARLENE HOOLEY,475,70.47%
Benton,PRECINCT 125,U.S. House,5,,Write-ins,4,0.59%
Benton,PRECINCT 125,U.S. House,5,,Total,629,
Benton,PRECINCT 125,U.S. House,5,,Under Votes,45,6.68%
Benton,PRECINCT 125,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 125,U.S. House,5,,Total Votes Cast,674,
Benton,PRECINCT 126,U.S. House,5,REP,BRIAN J. BOQUIST,138,27.82%
Benton,PRECINCT 126,U.S. House,5,DEM,DARLENE HOOLEY,314,63.31%
Benton,PRECINCT 126,U.S. House,5,,Write-ins,1,0.20%
Benton,PRECINCT 126,U.S. House,5,,Total,453,
Benton,PRECINCT 126,U.S. House,5,,Under Votes,43,8.67%
Benton,PRECINCT 126,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 126,U.S. House,5,,Total Votes Cast,496,
Benton,PRECINCT 127,U.S. House,5,REP,BRIAN J. BOQUIST,80,26.23%
Benton,PRECINCT 127,U.S. House,5,DEM,DARLENE HOOLEY,201,65.90%
Benton,PRECINCT 127,U.S. House,5,,Write-ins,0,0.00%
Benton,PRECINCT 127,U.S. House,5,,Total,281,
Benton,PRECINCT 127,U.S. House,5,,Under Votes,24,7.87%
Benton,PRECINCT 127,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 127,U.S. House,5,,Total Votes Cast,305,
Benton,PRECINCT 128,U.S. House,5,REP,BRIAN J. BOQUIST,245,37.07%
Benton,PRECINCT 128,U.S. House,5,DEM,DARLENE HOOLEY,383,57.94%
Benton,PRECINCT 128,U.S. House,5,,Write-ins,2,0.30%
Benton,PRECINCT 128,U.S. House,5,,Total,630,
Benton,PRECINCT 128,U.S. House,5,,Under Votes,30,4.54%
Benton,PRECINCT 128,U.S. House,5,,Over Votes,1,0.15%
Benton,PRECINCT 128,U.S. House,5,,Total Votes Cast,661,
Benton,PRECINCT 134,U.S. House,5,REP,BRIAN J. BOQUIST,25,54.35%
Benton,PRECINCT 134,U.S. House,5,DEM,DARLENE HOOLEY,20,43.48%
Benton,PRECINCT 134,U.S. House,5,,Write-ins,0,0.00%
Benton,PRECINCT 134,U.S. House,5,,Total,45,
Benton,PRECINCT 134,U.S. House,5,,Under Votes,1,2.17%
Benton,PRECINCT 134,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 134,U.S. House,5,,Total Votes Cast,46,
Benton,PRECINCT 135,U.S. House,5,REP,BRIAN J. BOQUIST,153,50.00%
Benton,PRECINCT 135,U.S. House,5,DEM,DARLENE HOOLEY,127,41.50%
Benton,PRECINCT 135,U.S. House,5,,Write-ins,1,0.33%
Benton,PRECINCT 135,U.S. House,5,,Total,281,
Benton,PRECINCT 135,U.S. House,5,,Under Votes,25,8.17%
Benton,PRECINCT 135,U.S. House,5,,Over Votes,0,0.00%
Benton,PRECINCT 135,U.S. House,5,,Total Votes Cast,306,
