county,precinct,office,district,party,candidate,votes,,,
Lake,PAISLEY P-3,Attorney General,,DEM,Dwight Holton,13,,,
Lake,CROOKED CREEK P-4,Attorney General,,DEM,Dwight Holton,6,,,
Lake,NORTH WARNER P-5,Attorney General,,DEM,Dwight Holton,1,,,
Lake,SOUTH WARNER P-6,Attorney General,,DEM,Dwight Holton,0,,,
Lake,NORTH LAKEVIEW P-7,Attorney General,,DEM,Dwight Holton,14,,,
Lake,SOUTH LAKEVIEW P-8,Attorney General,,DEM,Dwight Holton,15,,,
Lake,FREMONT P-9,Attorney General,,DEM,Dwight Holton,17,,,
Lake,GOOSE LAKE P-10,Attorney General,,DEM,Dwight Holton,8,,,
Lake,COGSWELL CREEK P-11,Attorney General,,DEM,Dwight Holton,7,,,
Lake,THOM. CRK. WESTSIDE P-12,Attorney General,,DEM,Dwight Holton,22,,,
Lake,CHRISTMAS VALLEY P-13,Attorney General,,DEM,Dwight Holton,28,,,
Lake,FORT ROCK P-14,Attorney General,,DEM,Dwight Holton,3,,,
Lake,WEST LAKEVIEW P-15,Attorney General,,DEM,Dwight Holton,12,,,
Lake,NEW PINE CREEK P-16,Attorney General,,DEM,Dwight Holton,7,,,
Lake,VALLEY FALLS P-18,Attorney General,,DEM,Dwight Holton,1,,,
Lake,NO. CENTRAL LKVW. P-20,Attorney General,,DEM,Dwight Holton,10,,,
Lake,SO. CENTRAL LKVW. P-21,Attorney General,,DEM,Dwight Holton,18,,,
Lake,SILVER LAKE P-1,Attorney General,,DEM,Ellen Rosenblum,3,,,
Lake,SUMMER LAKE P-2,Attorney General,,DEM,Ellen Rosenblum,6,,,
Lake,PAISLEY P-3,Attorney General,,DEM,Ellen Rosenblum,8,,,
Lake,CROOKED CREEK P-4,Attorney General,,DEM,Ellen Rosenblum,12,,,
Lake,NORTH WARNER P-5,Attorney General,,DEM,Ellen Rosenblum,2,,,
Lake,SOUTH WARNER P-6,Attorney General,,DEM,Ellen Rosenblum,0,,,
Lake,NORTH LAKEVIEW P-7,Attorney General,,DEM,Ellen Rosenblum,15,,,
Lake,SOUTH LAKEVIEW P-8,Attorney General,,DEM,Ellen Rosenblum,18,,,
Lake,FREMONT P-9,Attorney General,,DEM,Ellen Rosenblum,16,,,
Lake,GOOSE LAKE P-10,Attorney General,,DEM,Ellen Rosenblum,8,,,
Lake,COGSWELL CREEK P-11,Attorney General,,DEM,Ellen Rosenblum,21,,,
Lake,THOM. CRK. WESTSIDE P-12,Attorney General,,DEM,Ellen Rosenblum,24,,,
Lake,CHRISTMAS VALLEY P-13,Attorney General,,DEM,Ellen Rosenblum,37,,,
Lake,FORT ROCK P-14,Attorney General,,DEM,Ellen Rosenblum,3,,,
Lake,WEST LAKEVIEW P-15,Attorney General,,DEM,Ellen Rosenblum,11,,,
Lake,NEW PINE CREEK P-16,Attorney General,,DEM,Ellen Rosenblum,7,,,
Lake,VALLEY FALLS P-18,Attorney General,,DEM,Ellen Rosenblum,0,,,
Lake,NO. CENTRAL LKVW. P-20,Attorney General,,DEM,Ellen Rosenblum,12,,,
Lake,SO. CENTRAL LKVW. P-21,Attorney General,,DEM,Ellen Rosenblum,16,,,
Lake,SILVER LAKE P-1,Attorney General,,DEM,Write-ins,0,,,
Lake,SUMMER LAKE P-2,Attorney General,,DEM,Write-ins,0,,,
Lake,PAISLEY P-3,Attorney General,,DEM,Write-ins,1,,,
Lake,CROOKED CREEK P-4,Attorney General,,DEM,Write-ins,1,,,
Lake,NORTH WARNER P-5,Attorney General,,DEM,Write-ins,0,,,
Lake,SOUTH WARNER P-6,Attorney General,,DEM,Write-ins,0,,,
Lake,NORTH LAKEVIEW P-7,Attorney General,,DEM,Write-ins,1,,,
Lake,SOUTH LAKEVIEW P-8,Attorney General,,DEM,Write-ins,0,,,
Lake,FREMONT P-9,Attorney General,,DEM,Write-ins,0,,,
Lake,GOOSE LAKE P-10,Attorney General,,DEM,Write-ins,0,,,
Lake,COGSWELL CREEK P-11,Attorney General,,DEM,Write-ins,0,,,
Lake,THOM. CRK. WESTSIDE P-12,Attorney General,,DEM,Write-ins,0,,,
Lake,CHRISTMAS VALLEY P-13,Attorney General,,DEM,Write-ins,1,,,
Lake,FORT ROCK P-14,Attorney General,,DEM,Write-ins,0,,,
Lake,WEST LAKEVIEW P-15,Attorney General,,DEM,Write-ins,0,,,
Lake,NEW PINE CREEK P-16,Attorney General,,DEM,Write-ins,0,,,
Lake,VALLEY FALLS P-18,Attorney General,,DEM,Write-ins,0,,,
Lake,NO. CENTRAL LKVW. P-20,Attorney General,,DEM,Write-ins,0,,,
Lake,SO. CENTRAL LKVW. P-21,Attorney General,,DEM,Write-ins,2,,,
Lake,SILVER LAKE P-1,Attorney General,,DEM,Over Votes,0,,,
Lake,SUMMER LAKE P-2,Attorney General,,DEM,Over Votes,0,,,
Lake,PAISLEY P-3,Attorney General,,DEM,Over Votes,0,,,
Lake,CROOKED CREEK P-4,Attorney General,,DEM,Over Votes,0,,,
Lake,NORTH WARNER P-5,Attorney General,,DEM,Over Votes,0,,,
Lake,SOUTH WARNER P-6,Attorney General,,DEM,Over Votes,0,,,
Lake,NORTH LAKEVIEW P-7,Attorney General,,DEM,Over Votes,0,,,
Lake,SOUTH LAKEVIEW P-8,Attorney General,,DEM,Over Votes,0,,,
Lake,FREMONT P-9,Attorney General,,DEM,Over Votes,0,,,
Lake,GOOSE LAKE P-10,Attorney General,,DEM,Over Votes,0,,,
Lake,COGSWELL CREEK P-11,Attorney General,,DEM,Over Votes,0,,,
Lake,THOM. CRK. WESTSIDE P-12,Attorney General,,DEM,Over Votes,0,,,
Lake,CHRISTMAS VALLEY P-13,Attorney General,,DEM,Over Votes,0,,,
Lake,FORT ROCK P-14,Attorney General,,DEM,Over Votes,0,,,
Lake,WEST LAKEVIEW P-15,Attorney General,,DEM,Over Votes,0,,,
Lake,NEW PINE CREEK P-16,Attorney General,,DEM,Over Votes,0,,,
Lake,VALLEY FALLS P-18,Attorney General,,DEM,Over Votes,0,,,
Lake,NO. CENTRAL LKVW. P-20,Attorney General,,DEM,Over Votes,0,,,
Lake,SO. CENTRAL LKVW. P-21,Attorney General,,DEM,Over Votes,0,,,
Lake,SILVER LAKE P-1,Attorney General,,DEM,Under Votes,0,,,
Lake,SUMMER LAKE P-2,Attorney General,,DEM,Under Votes,1,,,
Lake,PAISLEY P-3,Attorney General,,DEM,Under Votes,6,,,
Lake,CROOKED CREEK P-4,Attorney General,,DEM,Under Votes,6,,,
Lake,NORTH WARNER P-5,Attorney General,,DEM,Under Votes,0,,,
Lake,SOUTH WARNER P-6,Attorney General,,DEM,Under Votes,0,,,
Lake,NORTH LAKEVIEW P-7,Attorney General,,DEM,Under Votes,5,,,
Lake,SOUTH LAKEVIEW P-8,Attorney General,,DEM,Under Votes,16,,,
Lake,FREMONT P-9,Attorney General,,DEM,Under Votes,10,,,
Lake,GOOSE LAKE P-10,Attorney General,,DEM,Under Votes,4,,,
Lake,COGSWELL CREEK P-11,Attorney General,,DEM,Under Votes,20,,,
Lake,THOM. CRK. WESTSIDE P-12,Attorney General,,DEM,Under Votes,19,,,
Lake,CHRISTMAS VALLEY P-13,Attorney General,,DEM,Under Votes,22,,,
Lake,FORT ROCK P-14,Attorney General,,DEM,Under Votes,7,,,
Lake,WEST LAKEVIEW P-15,Attorney General,,DEM,Under Votes,5,,,
Lake,NEW PINE CREEK P-16,Attorney General,,DEM,Under Votes,7,,,
Lake,VALLEY FALLS P-18,Attorney General,,DEM,Under Votes,1,,,
Lake,NO. CENTRAL LKVW. P-20,Attorney General,,DEM,Under Votes,9,,,
Lake,SO. CENTRAL LKVW. P-21,Attorney General,,DEM,Under Votes,12,,,
Lake,SILVER LAKE P-1,State Senate,28,DEM,Douglas Whitsett,0,,,
Lake,SUMMER LAKE P-2,State Senate,28,DEM,Douglas Whitsett,1,,,
Lake,PAISLEY P-3,State Senate,28,DEM,Douglas Whitsett,0,,,
Lake,CROOKED CREEK P-4,State Senate,28,DEM,Douglas Whitsett,0,,,
Lake,NORTH WARNER P-5,State Senate,28,DEM,Douglas Whitsett,0,,,
Lake,SOUTH WARNER P-6,State Senate,28,DEM,Douglas Whitsett,0,,,
Lake,NORTH LAKEVIEW P-7,State Senate,28,DEM,Douglas Whitsett,0,,,
Lake,SOUTH LAKEVIEW P-8,State Senate,28,DEM,Douglas Whitsett,1,,,
Lake,FREMONT P-9,State Senate,28,DEM,Douglas Whitsett,1,,,
Lake,GOOSE LAKE P-10,State Senate,28,DEM,Douglas Whitsett,1,,,
Lake,COGSWELL CREEK P-11,State Senate,28,DEM,Douglas Whitsett,1,,,
Lake,THOM. CRK. WESTSIDE P-12,State Senate,28,DEM,Douglas Whitsett,2,,,
Lake,CHRISTMAS VALLEY P-13,State Senate,28,DEM,Douglas Whitsett,0,,,
Lake,FORT ROCK P-14,State Senate,28,DEM,Douglas Whitsett,1,,,
Lake,WEST LAKEVIEW P-15,State Senate,28,DEM,Douglas Whitsett,0,,,
Lake,NEW PINE CREEK P-16,State Senate,28,DEM,Douglas Whitsett,0,,,
Lake,VALLEY FALLS P-18,State Senate,28,DEM,Douglas Whitsett,0,,,
Lake,NO. CENTRAL LKVW. P-20,State Senate,28,DEM,Douglas Whitsett,0,,,
Lake,SO. CENTRAL LKVW. P-21,State Senate,28,DEM,Douglas Whitsett,0,,,
Lake,SILVER LAKE P-1,State Senate,28,DEM,Karl Scronce,0,,,
Lake,SUMMER LAKE P-2,State Senate,28,DEM,Karl Scronce,0,,,
Lake,PAISLEY P-3,State Senate,28,DEM,Karl Scronce,0,,,
Lake,CROOKED CREEK P-4,State Senate,28,DEM,Karl Scronce,0,,,
Lake,NORTH WARNER P-5,State Senate,28,DEM,Karl Scronce,0,,,
Lake,SOUTH WARNER P-6,State Senate,28,DEM,Karl Scronce,0,,,
Lake,NORTH LAKEVIEW P-7,State Senate,28,DEM,Karl Scronce,0,,,
Lake,SOUTH LAKEVIEW P-8,State Senate,28,DEM,Karl Scronce,2,,,
Lake,FREMONT P-9,State Senate,28,DEM,Karl Scronce,0,,,
Lake,GOOSE LAKE P-10,State Senate,28,DEM,Karl Scronce,0,,,
Lake,COGSWELL CREEK P-11,State Senate,28,DEM,Karl Scronce,0,,,
Lake,THOM. CRK. WESTSIDE P-12,State Senate,28,DEM,Karl Scronce,1,,,
Lake,CHRISTMAS VALLEY P-13,State Senate,28,DEM,Karl Scronce,0,,,
Lake,FORT ROCK P-14,State Senate,28,DEM,Karl Scronce,0,,,
Lake,WEST LAKEVIEW P-15,State Senate,28,DEM,Karl Scronce,1,,,
Lake,NEW PINE CREEK P-16,State Senate,28,DEM,Karl Scronce,0,,,
Lake,VALLEY FALLS P-18,State Senate,28,DEM,Karl Scronce,0,,,
Lake,NO. CENTRAL LKVW. P-20,State Senate,28,DEM,Karl Scronce,0,,,
Lake,SO. CENTRAL LKVW. P-21,State Senate,28,DEM,Karl Scronce,1,,,
Lake,SILVER LAKE P-1,State Senate,28,DEM,Write-ins,0,,,
Lake,SUMMER LAKE P-2,State Senate,28,DEM,Write-ins,0,,,
Lake,PAISLEY P-3,State Senate,28,DEM,Write-ins,2,,,
Lake,CROOKED CREEK P-4,State Senate,28,DEM,Write-ins,0,,,
Lake,NORTH WARNER P-5,State Senate,28,DEM,Write-ins,0,,,
Lake,SOUTH WARNER P-6,State Senate,28,DEM,Write-ins,0,,,
Lake,NORTH LAKEVIEW P-7,State Senate,28,DEM,Write-ins,1,,,
Lake,SOUTH LAKEVIEW P-8,State Senate,28,DEM,Write-ins,1,,,
Lake,FREMONT P-9,State Senate,28,DEM,Write-ins,0,,,
Lake,GOOSE LAKE P-10,State Senate,28,DEM,Write-ins,0,,,
Lake,COGSWELL CREEK P-11,State Senate,28,DEM,Write-ins,0,,,
Lake,THOM. CRK. WESTSIDE P-12,State Senate,28,DEM,Write-ins,1,,,
Lake,CHRISTMAS VALLEY P-13,State Senate,28,DEM,Write-ins,5,,,
Lake,FORT ROCK P-14,State Senate,28,DEM,Write-ins,0,,,
Lake,WEST LAKEVIEW P-15,State Senate,28,DEM,Write-ins,0,,,
Lake,NEW PINE CREEK P-16,State Senate,28,DEM,Write-ins,1,,,
Lake,VALLEY FALLS P-18,State Senate,28,DEM,Write-ins,0,,,
Lake,NO. CENTRAL LKVW. P-20,State Senate,28,DEM,Write-ins,3,,,
Lake,SO. CENTRAL LKVW. P-21,State Senate,28,DEM,Write-ins,3,,,
Lake,SILVER LAKE P-1,State Senate,28,DEM,Over Votes,0,,,
Lake,SUMMER LAKE P-2,State Senate,28,DEM,Over Votes,0,,,
Lake,PAISLEY P-3,State Senate,28,DEM,Over Votes,0,,,
Lake,CROOKED CREEK P-4,State Senate,28,DEM,Over Votes,0,,,
Lake,NORTH WARNER P-5,State Senate,28,DEM,Over Votes,0,,,
Lake,SOUTH WARNER P-6,State Senate,28,DEM,Over Votes,0,,,
Lake,NORTH LAKEVIEW P-7,State Senate,28,DEM,Over Votes,0,,,
Lake,SOUTH LAKEVIEW P-8,State Senate,28,DEM,Over Votes,0,,,
Lake,FREMONT P-9,State Senate,28,DEM,Over Votes,0,,,
Lake,GOOSE LAKE P-10,State Senate,28,DEM,Over Votes,0,,,
Lake,COGSWELL CREEK P-11,State Senate,28,DEM,Over Votes,0,,,
Lake,THOM. CRK. WESTSIDE P-12,State Senate,28,DEM,Over Votes,0,,,
Lake,CHRISTMAS VALLEY P-13,State Senate,28,DEM,Over Votes,0,,,
Lake,FORT ROCK P-14,State Senate,28,DEM,Over Votes,0,,,
Lake,WEST LAKEVIEW P-15,State Senate,28,DEM,Over Votes,0,,,
Lake,NEW PINE CREEK P-16,State Senate,28,DEM,Over Votes,0,,,
Lake,VALLEY FALLS P-18,State Senate,28,DEM,Over Votes,0,,,
Lake,NO. CENTRAL LKVW. P-20,State Senate,28,DEM,Over Votes,0,,,
Lake,SO. CENTRAL LKVW. P-21,State Senate,28,DEM,Over Votes,0,,,
Lake,SILVER LAKE P-1,State Senate,28,DEM,Under Votes,7,,,
Lake,SUMMER LAKE P-2,State Senate,28,DEM,Under Votes,9,,,
Lake,PAISLEY P-3,State Senate,28,DEM,Under Votes,26,,,
Lake,CROOKED CREEK P-4,State Senate,28,DEM,Under Votes,10,,,
Lake,NORTH WARNER P-5,State Senate,28,DEM,Under Votes,3,,,
Lake,SOUTH WARNER P-6,State Senate,28,DEM,Under Votes,0,,,
Lake,NORTH LAKEVIEW P-7,State Senate,28,DEM,Under Votes,34,,,
Lake,SOUTH LAKEVIEW P-8,State Senate,28,DEM,Under Votes,45,,,
Lake,FREMONT P-9,State Senate,28,DEM,Under Votes,42,,,
Lake,GOOSE LAKE P-10,State Senate,28,DEM,Under Votes,19,,,
Lake,COGSWELL CREEK P-11,State Senate,28,DEM,Under Votes,43,,,
Lake,THOM. CRK. WESTSIDE P-12,State Senate,28,DEM,Under Votes,61,,,
Lake,CHRISTMAS VALLEY P-13,State Senate,28,DEM,Under Votes,83,,,
Lake,FORT ROCK P-14,State Senate,28,DEM,Under Votes,12,,,
Lake,WEST LAKEVIEW P-15,State Senate,28,DEM,Under Votes,27,,,
Lake,NEW PINE CREEK P-16,State Senate,28,DEM,Under Votes,20,,,
Lake,VALLEY FALLS P-18,State Senate,28,DEM,Under Votes,0,,,
Lake,NO. CENTRAL LKVW. P-20,State Senate,28,DEM,Under Votes,28,,,
Lake,SO. CENTRAL LKVW. P-21,State Senate,28,DEM,Under Votes,44,,,
Lake,SILVER LAKE P-1,State House,55,DEM,John Huddle,6,,,
Lake,SUMMER LAKE P-2,State House,55,DEM,John Huddle,5,,,
Lake,PAISLEY P-3,State House,55,DEM,John Huddle,10,,,
Lake,CROOKED CREEK P-4,State House,55,DEM,John Huddle,0,,,
Lake,CHRISTMAS VALLEY P-13,State House,55,DEM,John Huddle,52,,,
Lake,FORT ROCK P-14,State House,55,DEM,John Huddle,4,,,
Lake,VALLEY FALLS P-18,State House,55,DEM,John Huddle,0,,,
Lake,SILVER LAKE P-1,State House,55,DEM,Write-ins,0,,,
Lake,SUMMER LAKE P-2,State House,55,DEM,Write-ins,1,,,
Lake,PAISLEY P-3,State House,55,DEM,Write-ins,2,,,
Lake,CROOKED CREEK P-4,State House,55,DEM,Write-ins,0,,,
Lake,CHRISTMAS VALLEY P-13,State House,55,DEM,Write-ins,2,,,
Lake,FORT ROCK P-14,State House,55,DEM,Write-ins,1,,,
Lake,VALLEY FALLS P-18,State House,55,DEM,Write-ins,0,,,
Lake,SILVER LAKE P-1,State House,55,DEM,Over Votes,0,,,
Lake,SUMMER LAKE P-2,State House,55,DEM,Over Votes,0,,,
Lake,PAISLEY P-3,State House,55,DEM,Over Votes,0,,,
Lake,CROOKED CREEK P-4,State House,55,DEM,Over Votes,0,,,
Lake,CHRISTMAS VALLEY P-13,State House,55,DEM,Over Votes,0,,,
Lake,FORT ROCK P-14,State House,55,DEM,Over Votes,0,,,
Lake,VALLEY FALLS P-18,State House,55,DEM,Over Votes,0,,,
Lake,SILVER LAKE P-1,State House,55,DEM,Under Votes,1,,,
Lake,SUMMER LAKE P-2,State House,55,DEM,Under Votes,4,,,
Lake,PAISLEY P-3,State House,55,DEM,Under Votes,16,,,
Lake,CROOKED CREEK P-4,State House,55,DEM,Under Votes,3,,,
Lake,CHRISTMAS VALLEY P-13,State House,55,DEM,Under Votes,34,,,
Lake,FORT ROCK P-14,State House,55,DEM,Under Votes,8,,,
Lake,VALLEY FALLS P-18,State House,55,DEM,Under Votes,0,,,
Lake,CROOKED CREEK P-4,State House,56,DEM,Tracey Liskey,0,,,
Lake,NORTH LAKEVIEW P-7,State House,56,DEM,Tracey Liskey,0,,,
Lake,SOUTH LAKEVIEW P-8,State House,56,DEM,Tracey Liskey,2,,,
Lake,FREMONT P-9,State House,56,DEM,Tracey Liskey,0,,,
Lake,GOOSE LAKE P-10,State House,56,DEM,Tracey Liskey,0,,,
Lake,COGSWELL CREEK P-11,State House,56,DEM,Tracey Liskey,1,,,
Lake,THOM. CRK. WESTSIDE P-12,State House,56,DEM,Tracey Liskey,2,,,
Lake,WEST LAKEVIEW P-15,State House,56,DEM,Tracey Liskey,1,,,
Lake,NO. CENTRAL LKVW. P-20,State House,56,DEM,Tracey Liskey,0,,,
Lake,SO. CENTRAL LKVW. P-21,State House,56,DEM,Tracey Liskey,1,,,
Lake,CROOKED CREEK P-4,State House,56,DEM,Gail Whitsett,0,,,
Lake,NORTH LAKEVIEW P-7,State House,56,DEM,Gail Whitsett,0,,,
Lake,SOUTH LAKEVIEW P-8,State House,56,DEM,Gail Whitsett,0,,,
Lake,FREMONT P-9,State House,56,DEM,Gail Whitsett,1,,,
Lake,GOOSE LAKE P-10,State House,56,DEM,Gail Whitsett,0,,,
Lake,COGSWELL CREEK P-11,State House,56,DEM,Gail Whitsett,0,,,
Lake,THOM. CRK. WESTSIDE P-12,State House,56,DEM,Gail Whitsett,1,,,
Lake,WEST LAKEVIEW P-15,State House,56,DEM,Gail Whitsett,0,,,
Lake,NO. CENTRAL LKVW. P-20,State House,56,DEM,Gail Whitsett,0,,,
Lake,SO. CENTRAL LKVW. P-21,State House,56,DEM,Gail Whitsett,0,,,
Lake,CROOKED CREEK P-4,State House,56,DEM,Write-ins,0,,,
Lake,NORTH LAKEVIEW P-7,State House,56,DEM,Write-ins,0,,,
Lake,SOUTH LAKEVIEW P-8,State House,56,DEM,Write-ins,1,,,
Lake,FREMONT P-9,State House,56,DEM,Write-ins,1,,,
Lake,GOOSE LAKE P-10,State House,56,DEM,Write-ins,0,,,
Lake,COGSWELL CREEK P-11,State House,56,DEM,Write-ins,0,,,
Lake,THOM. CRK. WESTSIDE P-12,State House,56,DEM,Write-ins,2,,,
Lake,WEST LAKEVIEW P-15,State House,56,DEM,Write-ins,0,,,
Lake,NO. CENTRAL LKVW. P-20,State House,56,DEM,Write-ins,3,,,
Lake,SO. CENTRAL LKVW. P-21,State House,56,DEM,Write-ins,3,,,
Lake,CROOKED CREEK P-4,State House,56,DEM,Over Votes,0,,,
Lake,NORTH LAKEVIEW P-7,State House,56,DEM,Over Votes,0,,,
Lake,SOUTH LAKEVIEW P-8,State House,56,DEM,Over Votes,0,,,
Lake,FREMONT P-9,State House,56,DEM,Over Votes,0,,,
Lake,GOOSE LAKE P-10,State House,56,DEM,Over Votes,0,,,
Lake,COGSWELL CREEK P-11,State House,56,DEM,Over Votes,0,,,
Lake,THOM. CRK. WESTSIDE P-12,State House,56,DEM,Over Votes,0,,,
Lake,WEST LAKEVIEW P-15,State House,56,DEM,Over Votes,0,,,
Lake,NO. CENTRAL LKVW. P-20,State House,56,DEM,Over Votes,0,,,
Lake,SO. CENTRAL LKVW. P-21,State House,56,DEM,Over Votes,0,,,
Lake,CROOKED CREEK P-4,State House,56,DEM,Under Votes,7,,,
Lake,NORTH LAKEVIEW P-7,State House,56,DEM,Under Votes,35,,,
Lake,SOUTH LAKEVIEW P-8,State House,56,DEM,Under Votes,46,,,
Lake,FREMONT P-9,State House,56,DEM,Under Votes,41,,,
Lake,GOOSE LAKE P-10,State House,56,DEM,Under Votes,20,,,
Lake,COGSWELL CREEK P-11,State House,56,DEM,Under Votes,43,,,
Lake,THOM. CRK. WESTSIDE P-12,State House,56,DEM,Under Votes,60,,,
Lake,WEST LAKEVIEW P-15,State House,56,DEM,Under Votes,27,,,
Lake,NO. CENTRAL LKVW. P-20,State House,56,DEM,Under Votes,28,,,
Lake,SO. CENTRAL LKVW. P-21,State House,56,DEM,Under Votes,44,,,
Lake,CROOKED CREEK P-4,State House,60,DEM,Write-ins,0,,,
Lake,NORTH WARNER P-5,State House,60,DEM,Write-ins,0,,,
Lake,SOUTH WARNER P-6,State House,60,DEM,Write-ins,0,,,
Lake,COGSWELL CREEK P-11,State House,60,DEM,Write-ins,0,,,
Lake,NEW PINE CREEK P-16,State House,60,DEM,Write-ins,0,,,
Lake,VALLEY FALLS P-18,State House,60,DEM,Write-ins,0,,,
Lake,CROOKED CREEK P-4,State House,60,DEM,Over Votes,0,,,
Lake,NORTH WARNER P-5,State House,60,DEM,Over Votes,0,,,
Lake,SOUTH WARNER P-6,State House,60,DEM,Over Votes,0,,,
Lake,COGSWELL CREEK P-11,State House,60,DEM,Over Votes,0,,,
Lake,NEW PINE CREEK P-16,State House,60,DEM,Over Votes,0,,,
Lake,VALLEY FALLS P-18,State House,60,DEM,Over Votes,0,,,
Lake,CROOKED CREEK P-4,State House,60,DEM,Under Votes,15,,,
Lake,NORTH WARNER P-5,State House,60,DEM,Under Votes,3,,,
Lake,SOUTH WARNER P-6,State House,60,DEM,Under Votes,0,,,
Lake,COGSWELL CREEK P-11,State House,60,DEM,Under Votes,4,,,
Lake,NEW PINE CREEK P-16,State House,60,DEM,Under Votes,21,,,
Lake,VALLEY FALLS P-18,State House,60,DEM,Under Votes,2,,,
Lake,CROOKED CREEK P-4,State Senate,30,DEM,Write-ins,0,,,
Lake,NORTH WARNER P-5,State Senate,30,DEM,Write-ins,0,,,
Lake,SOUTH WARNER P-6,State Senate,30,DEM,Write-ins,0,,,
Lake,COGSWELL CREEK P-11,State Senate,30,DEM,Write-ins,0,,,
Lake,NEW PINE CREEK P-16,State Senate,30,DEM,Write-ins,1,,,
Lake,VALLEY FALLS P-18,State Senate,30,DEM,Write-ins,0,,,
Lake,CROOKED CREEK P-4,State Senate,30,DEM,Over Votes,0,,,
Lake,NORTH WARNER P-5,State Senate,30,DEM,Over Votes,0,,,
Lake,SOUTH WARNER P-6,State Senate,30,DEM,Over Votes,0,,,
Lake,COGSWELL CREEK P-11,State Senate,30,DEM,Over Votes,0,,,
Lake,NEW PINE CREEK P-16,State Senate,30,DEM,Over Votes,0,,,
Lake,VALLEY FALLS P-18,State Senate,30,DEM,Over Votes,0,,,
Lake,CROOKED CREEK P-4,State Senate,30,DEM,Under Votes,15,,,
Lake,NORTH WARNER P-5,State Senate,30,DEM,Under Votes,3,,,
Lake,SOUTH WARNER P-6,State Senate,30,DEM,Under Votes,0,,,
Lake,COGSWELL CREEK P-11,State Senate,30,DEM,Under Votes,4,,,
Lake,NEW PINE CREEK P-16,State Senate,30,DEM,Under Votes,21,,,
Lake,VALLEY FALLS P-18,State Senate,30,DEM,Under Votes,2,,,
Lake,SILVER LAKE P-1,President,,REP,Rick Santorum,0,,,
Lake,SUMMER LAKE P-2,President,,REP,Rick Santorum,2,,,
Lake,PAISLEY P-3,President,,REP,Rick Santorum,9,,,
Lake,CROOKED CREEK P-4,President,,REP,Rick Santorum,17,,,
Lake,NORTH WARNER P-5,President,,REP,Rick Santorum,2,,,
Lake,SOUTH WARNER P-6,President,,REP,Rick Santorum,2,,,
Lake,NORTH LAKEVIEW P-7,President,,REP,Rick Santorum,11,,,
Lake,SOUTH LAKEVIEW P-8,President,,REP,Rick Santorum,8,,,
Lake,FREMONT P-9,President,,REP,Rick Santorum,21,,,
Lake,GOOSE LAKE P-10,President,,REP,Rick Santorum,16,,,
Lake,COGSWELL CREEK P-11,President,,REP,Rick Santorum,6,,,
Lake,THOM. CRK. WESTSIDE P-12,President,,REP,Rick Santorum,16,,,
Lake,CHRISTMAS VALLEY P-13,President,,REP,Rick Santorum,12,,,
Lake,FORT ROCK P-14,President,,REP,Rick Santorum,4,,,
Lake,WEST LAKEVIEW P-15,President,,REP,Rick Santorum,7,,,
Lake,NEW PINE CREEK P-16,President,,REP,Rick Santorum,6,,,
Lake,VALLEY FALLS P-18,President,,REP,Rick Santorum,0,,,
Lake,NO. CENTRAL LKVW. P-20,President,,REP,Rick Santorum,6,,,
Lake,SO. CENTRAL LKVW. P-21,President,,REP,Rick Santorum,9,,,
Lake,SILVER LAKE P-1,President,,REP,Ron Paul,1,,,
Lake,SUMMER LAKE P-2,President,,REP,Ron Paul,7,,,
Lake,PAISLEY P-3,President,,REP,Ron Paul,9,,,
Lake,CROOKED CREEK P-4,President,,REP,Ron Paul,11,,,
Lake,NORTH WARNER P-5,President,,REP,Ron Paul,1,,,
Lake,SOUTH WARNER P-6,President,,REP,Ron Paul,2,,,
Lake,NORTH LAKEVIEW P-7,President,,REP,Ron Paul,9,,,
Lake,SOUTH LAKEVIEW P-8,President,,REP,Ron Paul,13,,,
Lake,FREMONT P-9,President,,REP,Ron Paul,5,,,
Lake,GOOSE LAKE P-10,President,,REP,Ron Paul,2,,,
Lake,COGSWELL CREEK P-11,President,,REP,Ron Paul,10,,,
Lake,THOM. CRK. WESTSIDE P-12,President,,REP,Ron Paul,16,,,
Lake,CHRISTMAS VALLEY P-13,President,,REP,Ron Paul,20,,,
Lake,FORT ROCK P-14,President,,REP,Ron Paul,3,,,
Lake,WEST LAKEVIEW P-15,President,,REP,Ron Paul,5,,,
Lake,NEW PINE CREEK P-16,President,,REP,Ron Paul,5,,,
Lake,VALLEY FALLS P-18,President,,REP,Ron Paul,0,,,
Lake,NO. CENTRAL LKVW. P-20,President,,REP,Ron Paul,6,,,
Lake,SO. CENTRAL LKVW. P-21,President,,REP,Ron Paul,6,,,
Lake,SILVER LAKE P-1,President,,REP,Newt Gingrich,9,,,
Lake,SUMMER LAKE P-2,President,,REP,Newt Gingrich,0,,,
Lake,PAISLEY P-3,President,,REP,Newt Gingrich,2,,,
Lake,CROOKED CREEK P-4,President,,REP,Newt Gingrich,5,,,
Lake,NORTH WARNER P-5,President,,REP,Newt Gingrich,0,,,
Lake,SOUTH WARNER P-6,President,,REP,Newt Gingrich,2,,,
Lake,NORTH LAKEVIEW P-7,President,,REP,Newt Gingrich,2,,,
Lake,SOUTH LAKEVIEW P-8,President,,REP,Newt Gingrich,2,,,
Lake,FREMONT P-9,President,,REP,Newt Gingrich,14,,,
Lake,GOOSE LAKE P-10,President,,REP,Newt Gingrich,4,,,
