county,precinct_number,precinct,office,district,party,candidate,votes
Columbia,35,South Scappoose,Secretary of State,,D,Kate Brown,86
Columbia,36,Canyon,Secretary of State,,D,Kate Brown,60
Columbia,37,East Scappoose,Secretary of State,,D,Kate Brown,46
Columbia,38,West Scappoose,Secretary of State,,D,Kate Brown,61
Columbia,39,Sauvie Island,Secretary of State,,D,Kate Brown,5
Columbia,40,Yankton,Secretary of State,,D,Kate Brown,146
Columbia,41,Vernonia 1,Secretary of State,,D,Kate Brown,36
Columbia,42,Vernonia 2,Secretary of State,,D,Kate Brown,37
Columbia,43,Vernonia 3,Secretary of State,,D,Kate Brown,44
Columbia,44,Vernonia 4,Secretary of State,,D,Kate Brown,21
Columbia,45,Vernonia 5,Secretary of State,,D,Kate Brown,61
Columbia,46,Apiary,Secretary of State,,D,Kate Brown,62
Columbia,47,Chapman,Secretary of State,,D,Kate Brown,89
Columbia,48,South Deer Island,Secretary of State,,D,Kate Brown,42
Columbia,49,North Deer Island,Secretary of State,,D,Kate Brown,62
Columbia,50,Prescott,Secretary of State,,D,Kate Brown,6
Columbia,51,South Mist,Secretary of State,,D,Kate Brown,23
Columbia,52,North Mist,Secretary of State,,D,Kate Brown,2
Columbia,53,Columbia City,Secretary of State,,D,Kate Brown,219
Columbia,55,East Chapman,Secretary of State,,D,Kate Brown,36
Columbia,1,Clatskanie 1,Secretary of State,,D,Paul Damian Wells,5
Columbia,2,Clatskanie 2,Secretary of State,,D,Paul Damian Wells,11
Columbia,3,Clatskanie 3,Secretary of State,,D,Paul Damian Wells,3
Columbia,4,North Clatskanie,Secretary of State,,D,Paul Damian Wells,5
Columbia,5,South Clatskanie,Secretary of State,,D,Paul Damian Wells,12
Columbia,6,South Delena,Secretary of State,,D,Paul Damian Wells,14
Columbia,7,North Delena,Secretary of State,,D,Paul Damian Wells,21
Columbia,8,Goble,Secretary of State,,D,Paul Damian Wells,14
Columbia,9,Marshland,Secretary of State,,D,Paul Damian Wells,12
Columbia,10,South Milton,Secretary of State,,D,Paul Damian Wells,10
Columbia,11,North Milton,Secretary of State,,D,Paul Damian Wells,8
Columbia,12,South McNulty,Secretary of State,,D,Paul Damian Wells,14
Columbia,13,North McNulty,Secretary of State,,D,Paul Damian Wells,6
Columbia,14,Quincy,Secretary of State,,D,Paul Damian Wells,5
Columbia,15,Rainier 1,Secretary of State,,D,Paul Damian Wells,13
Columbia,16,Rainier 2,Secretary of State,,D,Paul Damian Wells,19
Columbia,17,West Rainier,Secretary of State,,D,Paul Damian Wells,9
Columbia,18,East Rainier,Secretary of State,,D,Paul Damian Wells,8
Columbia,19,South Warren,Secretary of State,,D,Paul Damian Wells,26
Columbia,20,North Warren,Secretary of State,,D,Paul Damian Wells,34
Columbia,21,St. Helens 1,Secretary of State,,D,Paul Damian Wells,7
Columbia,22,St. Helens 2,Secretary of State,,D,Paul Damian Wells,12
Columbia,23,St. Helens 3,Secretary of State,,D,Paul Damian Wells,13
Columbia,24,St. Helens 4,Secretary of State,,D,Paul Damian Wells,6
Columbia,25,St. Helens 5,Secretary of State,,D,Paul Damian Wells,7
Columbia,26,St. Helens 6,Secretary of State,,D,Paul Damian Wells,34
Columbia,27,St. Helens 7,Secretary of State,,D,Paul Damian Wells,13
Columbia,28,St. Helens 8,Secretary of State,,D,Paul Damian Wells,11
Columbia,29,St. Helens 9,Secretary of State,,D,Paul Damian Wells,11
Columbia,30,South St. Helens,Secretary of State,,D,Paul Damian Wells,6
Columbia,31,Scappoose 1,Secretary of State,,D,Paul Damian Wells,15
Columbia,32,Scappoose 2,Secretary of State,,D,Paul Damian Wells,9
Columbia,33,Scappoose 3,Secretary of State,,D,Paul Damian Wells,24
Columbia,34,Scappoose 4,Secretary of State,,D,Paul Damian Wells,17
Columbia,35,South Scappoose,Secretary of State,,D,Paul Damian Wells,14
Columbia,36,Canyon,Secretary of State,,D,Paul Damian Wells,11
Columbia,37,East Scappoose,Secretary of State,,D,Paul Damian Wells,12
Columbia,38,West Scappoose,Secretary of State,,D,Paul Damian Wells,15
Columbia,39,Sauvie Island,Secretary of State,,D,Paul Damian Wells,0
Columbia,40,Yankton,Secretary of State,,D,Paul Damian Wells,15
Columbia,41,Vernonia 1,Secretary of State,,D,Paul Damian Wells,7
Columbia,42,Vernonia 2,Secretary of State,,D,Paul Damian Wells,3
Columbia,43,Vernonia 3,Secretary of State,,D,Paul Damian Wells,6
Columbia,44,Vernonia 4,Secretary of State,,D,Paul Damian Wells,4
Columbia,45,Vernonia 5,Secretary of State,,D,Paul Damian Wells,9
Columbia,46,Apiary,Secretary of State,,D,Paul Damian Wells,10
Columbia,47,Chapman,Secretary of State,,D,Paul Damian Wells,14
Columbia,48,South Deer Island,Secretary of State,,D,Paul Damian Wells,6
Columbia,49,North Deer Island,Secretary of State,,D,Paul Damian Wells,16
Columbia,50,Prescott,Secretary of State,,D,Paul Damian Wells,0
Columbia,51,South Mist,Secretary of State,,D,Paul Damian Wells,2
Columbia,52,North Mist,Secretary of State,,D,Paul Damian Wells,0
Columbia,53,Columbia City,Secretary of State,,D,Paul Damian Wells,28
Columbia,55,East Chapman,Secretary of State,,D,Paul Damian Wells,9
Columbia,1,Clatskanie 1,Secretary of State,,D,Misc.,0
Columbia,2,Clatskanie 2,Secretary of State,,D,Misc.,0
Columbia,3,Clatskanie 3,Secretary of State,,D,Misc.,0
Columbia,4,North Clatskanie,Secretary of State,,D,Misc.,0
Columbia,5,South Clatskanie,Secretary of State,,D,Misc.,0
Columbia,6,South Delena,Secretary of State,,D,Misc.,0
Columbia,7,North Delena,Secretary of State,,D,Misc.,1
Columbia,8,Goble,Secretary of State,,D,Misc.,1
Columbia,9,Marshland,Secretary of State,,D,Misc.,0
Columbia,10,South Milton,Secretary of State,,D,Misc.,0
Columbia,11,North Milton,Secretary of State,,D,Misc.,2
Columbia,12,South McNulty,Secretary of State,,D,Misc.,0
Columbia,13,North McNulty,Secretary of State,,D,Misc.,0
Columbia,14,Quincy,Secretary of State,,D,Misc.,0
Columbia,15,Rainier 1,Secretary of State,,D,Misc.,0
Columbia,16,Rainier 2,Secretary of State,,D,Misc.,0
Columbia,17,West Rainier,Secretary of State,,D,Misc.,0
Columbia,18,East Rainier,Secretary of State,,D,Misc.,0
Columbia,19,South Warren,Secretary of State,,D,Misc.,0
Columbia,20,North Warren,Secretary of State,,D,Misc.,0
Columbia,21,St. Helens 1,Secretary of State,,D,Misc.,1
Columbia,22,St. Helens 2,Secretary of State,,D,Misc.,0
Columbia,23,St. Helens 3,Secretary of State,,D,Misc.,4
Columbia,24,St. Helens 4,Secretary of State,,D,Misc.,1
Columbia,25,St. Helens 5,Secretary of State,,D,Misc.,0
Columbia,26,St. Helens 6,Secretary of State,,D,Misc.,6
Columbia,27,St. Helens 7,Secretary of State,,D,Misc.,0
Columbia,28,St. Helens 8,Secretary of State,,D,Misc.,0
Columbia,29,St. Helens 9,Secretary of State,,D,Misc.,0
Columbia,30,South St. Helens,Secretary of State,,D,Misc.,0
Columbia,31,Scappoose 1,Secretary of State,,D,Misc.,0
Columbia,32,Scappoose 2,Secretary of State,,D,Misc.,0
Columbia,33,Scappoose 3,Secretary of State,,D,Misc.,0
Columbia,34,Scappoose 4,Secretary of State,,D,Misc.,0
Columbia,35,South Scappoose,Secretary of State,,D,Misc.,3
Columbia,36,Canyon,Secretary of State,,D,Misc.,0
Columbia,37,East Scappoose,Secretary of State,,D,Misc.,0
Columbia,38,West Scappoose,Secretary of State,,D,Misc.,1
Columbia,39,Sauvie Island,Secretary of State,,D,Misc.,0
Columbia,40,Yankton,Secretary of State,,D,Misc.,1
Columbia,41,Vernonia 1,Secretary of State,,D,Misc.,0
Columbia,42,Vernonia 2,Secretary of State,,D,Misc.,0
Columbia,43,Vernonia 3,Secretary of State,,D,Misc.,0
Columbia,44,Vernonia 4,Secretary of State,,D,Misc.,0
Columbia,45,Vernonia 5,Secretary of State,,D,Misc.,3
Columbia,46,Apiary,Secretary of State,,D,Misc.,0
Columbia,47,Chapman,Secretary of State,,D,Misc.,0
Columbia,48,South Deer Island,Secretary of State,,D,Misc.,0
Columbia,49,North Deer Island,Secretary of State,,D,Misc.,1
Columbia,50,Prescott,Secretary of State,,D,Misc.,0
Columbia,51,South Mist,Secretary of State,,D,Misc.,0
Columbia,52,North Mist,Secretary of State,,D,Misc.,0
Columbia,53,Columbia City,Secretary of State,,D,Misc.,1
Columbia,55,East Chapman,Secretary of State,,D,Misc.,0
Columbia,1,Clatskanie 1,Secretary of State,,D,Over Votes,0
Columbia,2,Clatskanie 2,Secretary of State,,D,Over Votes,0
Columbia,3,Clatskanie 3,Secretary of State,,D,Over Votes,0
Columbia,4,North Clatskanie,Secretary of State,,D,Over Votes,0
Columbia,5,South Clatskanie,Secretary of State,,D,Over Votes,0
Columbia,6,South Delena,Secretary of State,,D,Over Votes,0
Columbia,7,North Delena,Secretary of State,,D,Over Votes,0
Columbia,8,Goble,Secretary of State,,D,Over Votes,0
Columbia,9,Marshland,Secretary of State,,D,Over Votes,0
Columbia,10,South Milton,Secretary of State,,D,Over Votes,0
Columbia,11,North Milton,Secretary of State,,D,Over Votes,0
Columbia,12,South McNulty,Secretary of State,,D,Over Votes,0
Columbia,13,North McNulty,Secretary of State,,D,Over Votes,0
Columbia,14,Quincy,Secretary of State,,D,Over Votes,0
Columbia,15,Rainier 1,Secretary of State,,D,Over Votes,1
Columbia,16,Rainier 2,Secretary of State,,D,Over Votes,0
Columbia,17,West Rainier,Secretary of State,,D,Over Votes,0
Columbia,18,East Rainier,Secretary of State,,D,Over Votes,0
Columbia,19,South Warren,Secretary of State,,D,Over Votes,0
Columbia,20,North Warren,Secretary of State,,D,Over Votes,0
Columbia,21,St. Helens 1,Secretary of State,,D,Over Votes,0
Columbia,22,St. Helens 2,Secretary of State,,D,Over Votes,0
Columbia,23,St. Helens 3,Secretary of State,,D,Over Votes,0
Columbia,24,St. Helens 4,Secretary of State,,D,Over Votes,0
Columbia,25,St. Helens 5,Secretary of State,,D,Over Votes,0
Columbia,26,St. Helens 6,Secretary of State,,D,Over Votes,0
Columbia,27,St. Helens 7,Secretary of State,,D,Over Votes,0
Columbia,28,St. Helens 8,Secretary of State,,D,Over Votes,0
Columbia,29,St. Helens 9,Secretary of State,,D,Over Votes,0
Columbia,30,South St. Helens,Secretary of State,,D,Over Votes,0
Columbia,31,Scappoose 1,Secretary of State,,D,Over Votes,0
Columbia,32,Scappoose 2,Secretary of State,,D,Over Votes,0
Columbia,33,Scappoose 3,Secretary of State,,D,Over Votes,1
Columbia,34,Scappoose 4,Secretary of State,,D,Over Votes,0
Columbia,35,South Scappoose,Secretary of State,,D,Over Votes,0
Columbia,36,Canyon,Secretary of State,,D,Over Votes,0
Columbia,37,East Scappoose,Secretary of State,,D,Over Votes,0
Columbia,38,West Scappoose,Secretary of State,,D,Over Votes,0
Columbia,39,Sauvie Island,Secretary of State,,D,Over Votes,0
Columbia,40,Yankton,Secretary of State,,D,Over Votes,0
Columbia,41,Vernonia 1,Secretary of State,,D,Over Votes,0
Columbia,42,Vernonia 2,Secretary of State,,D,Over Votes,0
Columbia,43,Vernonia 3,Secretary of State,,D,Over Votes,0
Columbia,44,Vernonia 4,Secretary of State,,D,Over Votes,0
Columbia,45,Vernonia 5,Secretary of State,,D,Over Votes,0
Columbia,46,Apiary,Secretary of State,,D,Over Votes,0
Columbia,47,Chapman,Secretary of State,,D,Over Votes,0
Columbia,48,South Deer Island,Secretary of State,,D,Over Votes,0
Columbia,49,North Deer Island,Secretary of State,,D,Over Votes,0
Columbia,50,Prescott,Secretary of State,,D,Over Votes,0
Columbia,51,South Mist,Secretary of State,,D,Over Votes,0
Columbia,52,North Mist,Secretary of State,,D,Over Votes,0
Columbia,53,Columbia City,Secretary of State,,D,Over Votes,0
Columbia,55,East Chapman,Secretary of State,,D,Over Votes,0
Columbia,1,Clatskanie 1,Secretary of State,,D,Under Votes,5
Columbia,2,Clatskanie 2,Secretary of State,,D,Under Votes,5
Columbia,3,Clatskanie 3,Secretary of State,,D,Under Votes,3
Columbia,4,North Clatskanie,Secretary of State,,D,Under Votes,4
Columbia,5,South Clatskanie,Secretary of State,,D,Under Votes,13
Columbia,6,South Delena,Secretary of State,,D,Under Votes,11
Columbia,7,North Delena,Secretary of State,,D,Under Votes,24
Columbia,8,Goble,Secretary of State,,D,Under Votes,18
Columbia,9,Marshland,Secretary of State,,D,Under Votes,8
Columbia,10,South Milton,Secretary of State,,D,Under Votes,9
Columbia,11,North Milton,Secretary of State,,D,Under Votes,16
Columbia,12,South McNulty,Secretary of State,,D,Under Votes,15
Columbia,13,North McNulty,Secretary of State,,D,Under Votes,13
Columbia,14,Quincy,Secretary of State,,D,Under Votes,11
Columbia,15,Rainier 1,Secretary of State,,D,Under Votes,8
Columbia,16,Rainier 2,Secretary of State,,D,Under Votes,26
Columbia,17,West Rainier,Secretary of State,,D,Under Votes,10
Columbia,18,East Rainier,Secretary of State,,D,Under Votes,6
Columbia,19,South Warren,Secretary of State,,D,Under Votes,21
Columbia,20,North Warren,Secretary of State,,D,Under Votes,16
Columbia,21,St. Helens 1,Secretary of State,,D,Under Votes,15
Columbia,22,St. Helens 2,Secretary of State,,D,Under Votes,14
Columbia,23,St. Helens 3,Secretary of State,,D,Under Votes,17
Columbia,24,St. Helens 4,Secretary of State,,D,Under Votes,13
Columbia,25,St. Helens 5,Secretary of State,,D,Under Votes,12
Columbia,26,St. Helens 6,Secretary of State,,D,Under Votes,43
Columbia,27,St. Helens 7,Secretary of State,,D,Under Votes,13
Columbia,28,St. Helens 8,Secretary of State,,D,Under Votes,14
Columbia,29,St. Helens 9,Secretary of State,,D,Under Votes,14
Columbia,30,South St. Helens,Secretary of State,,D,Under Votes,5
Columbia,31,Scappoose 1,Secretary of State,,D,Under Votes,16
Columbia,32,Scappoose 2,Secretary of State,,D,Under Votes,15
Columbia,33,Scappoose 3,Secretary of State,,D,Under Votes,23
Columbia,34,Scappoose 4,Secretary of State,,D,Under Votes,19
Columbia,35,South Scappoose,Secretary of State,,D,Under Votes,14
Columbia,36,Canyon,Secretary of State,,D,Under Votes,10
Columbia,37,East Scappoose,Secretary of State,,D,Under Votes,9
Columbia,38,West Scappoose,Secretary of State,,D,Under Votes,12
Columbia,39,Sauvie Island,Secretary of State,,D,Under Votes,0
Columbia,40,Yankton,Secretary of State,,D,Under Votes,22
Columbia,41,Vernonia 1,Secretary of State,,D,Under Votes,13
Columbia,42,Vernonia 2,Secretary of State,,D,Under Votes,8
Columbia,43,Vernonia 3,Secretary of State,,D,Under Votes,10
Columbia,44,Vernonia 4,Secretary of State,,D,Under Votes,4
Columbia,45,Vernonia 5,Secretary of State,,D,Under Votes,25
Columbia,46,Apiary,Secretary of State,,D,Under Votes,13
Columbia,47,Chapman,Secretary of State,,D,Under Votes,16
Columbia,48,South Deer Island,Secretary of State,,D,Under Votes,10
Columbia,49,North Deer Island,Secretary of State,,D,Under Votes,11
Columbia,50,Prescott,Secretary of State,,D,Under Votes,1
Columbia,51,South Mist,Secretary of State,,D,Under Votes,4
Columbia,52,North Mist,Secretary of State,,D,Under Votes,1
Columbia,53,Columbia City,Secretary of State,,D,Under Votes,39
Columbia,55,East Chapman,Secretary of State,,D,Under Votes,5
Columbia,1,Clatskanie 1,State Treasurer,,D,Ted Wheeler,38
Columbia,2,Clatskanie 2,State Treasurer,,D,Ted Wheeler,51
Columbia,3,Clatskanie 3,State Treasurer,,D,Ted Wheeler,29
Columbia,4,North Clatskanie,State Treasurer,,D,Ted Wheeler,41
Columbia,5,South Clatskanie,State Treasurer,,D,Ted Wheeler,58
Columbia,6,South Delena,State Treasurer,,D,Ted Wheeler,57
Columbia,7,North Delena,State Treasurer,,D,Ted Wheeler,95
Columbia,8,Goble,State Treasurer,,D,Ted Wheeler,85
Columbia,9,Marshland,State Treasurer,,D,Ted Wheeler,42
Columbia,10,South Milton,State Treasurer,,D,Ted Wheeler,48
Columbia,11,North Milton,State Treasurer,,D,Ted Wheeler,63
Columbia,12,South McNulty,State Treasurer,,D,Ted Wheeler,82
Columbia,13,North McNulty,State Treasurer,,D,Ted Wheeler,80
Columbia,14,Quincy,State Treasurer,,D,Ted Wheeler,71
Columbia,15,Rainier 1,State Treasurer,,D,Ted Wheeler,52
Columbia,16,Rainier 2,State Treasurer,,D,Ted Wheeler,98
Columbia,17,West Rainier,State Treasurer,,D,Ted Wheeler,57
Columbia,18,East Rainier,State Treasurer,,D,Ted Wheeler,21
Columbia,19,South Warren,State Treasurer,,D,Ted Wheeler,127
Columbia,20,North Warren,State Treasurer,,D,Ted Wheeler,115
Columbia,21,St. Helens 1,State Treasurer,,D,Ted Wheeler,58
Columbia,22,St. Helens 2,State Treasurer,,D,Ted Wheeler,80
Columbia,23,St. Helens 3,State Treasurer,,D,Ted Wheeler,118
Columbia,24,St. Helens 4,State Treasurer,,D,Ted Wheeler,55
Columbia,25,St. Helens 5,State Treasurer,,D,Ted Wheeler,59
Columbia,26,St. Helens 6,State Treasurer,,D,Ted Wheeler,247
Columbia,27,St. Helens 7,State Treasurer,,D,Ted Wheeler,72
Columbia,28,St. Helens 8,State Treasurer,,D,Ted Wheeler,81
Columbia,29,St. Helens 9,State Treasurer,,D,Ted Wheeler,85
Columbia,30,South St. Helens,State Treasurer,,D,Ted Wheeler,37
Columbia,31,Scappoose 1,State Treasurer,,D,Ted Wheeler,94
Columbia,32,Scappoose 2,State Treasurer,,D,Ted Wheeler,96
Columbia,33,Scappoose 3,State Treasurer,,D,Ted Wheeler,174
Columbia,34,Scappoose 4,State Treasurer,,D,Ted Wheeler,135
Columbia,35,South Scappoose,State Treasurer,,D,Ted Wheeler,86
Columbia,36,Canyon,State Treasurer,,D,Ted Wheeler,62
Columbia,37,East Scappoose,State Treasurer,,D,Ted Wheeler,47
Columbia,38,West Scappoose,State Treasurer,,D,Ted Wheeler,67
Columbia,39,Sauvie Island,State Treasurer,,D,Ted Wheeler,4
Columbia,40,Yankton,State Treasurer,,D,Ted Wheeler,139
Columbia,41,Vernonia 1,State Treasurer,,D,Ted Wheeler,37
Columbia,42,Vernonia 2,State Treasurer,,D,Ted Wheeler,36
Columbia,43,Vernonia 3,State Treasurer,,D,Ted Wheeler,46
Columbia,44,Vernonia 4,State Treasurer,,D,Ted Wheeler,22
Columbia,45,Vernonia 5,State Treasurer,,D,Ted Wheeler,73
Columbia,46,Apiary,State Treasurer,,D,Ted Wheeler,64
Columbia,47,Chapman,State Treasurer,,D,Ted Wheeler,97
Columbia,48,South Deer Island,State Treasurer,,D,Ted Wheeler,42
Columbia,49,North Deer Island,State Treasurer,,D,Ted Wheeler,71
Columbia,50,Prescott,State Treasurer,,D,Ted Wheeler,7
Columbia,51,South Mist,State Treasurer,,D,Ted Wheeler,25
Columbia,52,North Mist,State Treasurer,,D,Ted Wheeler,2
Columbia,53,Columbia City,State Treasurer,,D,Ted Wheeler,225
Columbia,55,East Chapman,State Treasurer,,D,Ted Wheeler,37
Columbia,1,Clatskanie 1,State Treasurer,,D,Misc.,0
Columbia,2,Clatskanie 2,State Treasurer,,D,Misc.,0
Columbia,3,Clatskanie 3,State Treasurer,,D,Misc.,0
Columbia,4,North Clatskanie,State Treasurer,,D,Misc.,0
Columbia,5,South Clatskanie,State Treasurer,,D,Misc.,0
Columbia,6,South Delena,State Treasurer,,D,Misc.,2
Columbia,7,North Delena,State Treasurer,,D,Misc.,1
Columbia,8,Goble,State Treasurer,,D,Misc.,1
Columbia,9,Marshland,State Treasurer,,D,Misc.,1
Columbia,10,South Milton,State Treasurer,,D,Misc.,0
Columbia,11,North Milton,State Treasurer,,D,Misc.,0
Columbia,12,South McNulty,State Treasurer,,D,Misc.,0
Columbia,13,North McNulty,State Treasurer,,D,Misc.,0
Columbia,14,Quincy,State Treasurer,,D,Misc.,0
Columbia,15,Rainier 1,State Treasurer,,D,Misc.,0
Columbia,16,Rainier 2,State Treasurer,,D,Misc.,0
Columbia,17,West Rainier,State Treasurer,,D,Misc.,0
Columbia,18,East Rainier,State Treasurer,,D,Misc.,1
Columbia,19,South Warren,State Treasurer,,D,Misc.,1
Columbia,20,North Warren,State Treasurer,,D,Misc.,0
Columbia,21,St. Helens 1,State Treasurer,,D,Misc.,2
Columbia,22,St. Helens 2,State Treasurer,,D,Misc.,0
Columbia,23,St. Helens 3,State Treasurer,,D,Misc.,0
Columbia,24,St. Helens 4,State Treasurer,,D,Misc.,0
Columbia,25,St. Helens 5,State Treasurer,,D,Misc.,0
Columbia,26,St. Helens 6,State Treasurer,,D,Misc.,2
Columbia,27,St. Helens 7,State Treasurer,,D,Misc.,0
Columbia,28,St. Helens 8,State Treasurer,,D,Misc.,0
Columbia,29,St. Helens 9,State Treasurer,,D,Misc.,0
Columbia,30,South St. Helens,State Treasurer,,D,Misc.,1
Columbia,31,Scappoose 1,State Treasurer,,D,Misc.,0
Columbia,32,Scappoose 2,State Treasurer,,D,Misc.,0
Columbia,33,Scappoose 3,State Treasurer,,D,Misc.,1
Columbia,34,Scappoose 4,State Treasurer,,D,Misc.,0
Columbia,35,South Scappoose,State Treasurer,,D,Misc.,2
Columbia,36,Canyon,State Treasurer,,D,Misc.,0
Columbia,37,East Scappoose,State Treasurer,,D,Misc.,1
Columbia,38,West Scappoose,State Treasurer,,D,Misc.,1
Columbia,39,Sauvie Island,State Treasurer,,D,Misc.,0
Columbia,40,Yankton,State Treasurer,,D,Misc.,1
Columbia,41,Vernonia 1,State Treasurer,,D,Misc.,0
Columbia,42,Vernonia 2,State Treasurer,,D,Misc.,0
Columbia,43,Vernonia 3,State Treasurer,,D,Misc.,0
Columbia,44,Vernonia 4,State Treasurer,,D,Misc.,0
Columbia,45,Vernonia 5,State Treasurer,,D,Misc.,1
Columbia,46,Apiary,State Treasurer,,D,Misc.,2
Columbia,47,Chapman,State Treasurer,,D,Misc.,0
Columbia,48,South Deer Island,State Treasurer,,D,Misc.,0
Columbia,49,North Deer Island,State Treasurer,,D,Misc.,2
Columbia,50,Prescott,State Treasurer,,D,Misc.,0
Columbia,51,South Mist,State Treasurer,,D,Misc.,0
Columbia,52,North Mist,State Treasurer,,D,Misc.,0
Columbia,53,Columbia City,State Treasurer,,D,Misc.,1
Columbia,55,East Chapman,State Treasurer,,D,Misc.,1
Columbia,1,Clatskanie 1,State Treasurer,,D,Over Votes,0
Columbia,2,Clatskanie 2,State Treasurer,,D,Over Votes,0
Columbia,3,Clatskanie 3,State Treasurer,,D,Over Votes,0
Columbia,4,North Clatskanie,State Treasurer,,D,Over Votes,0
Columbia,5,South Clatskanie,State Treasurer,,D,Over Votes,0
Columbia,6,South Delena,State Treasurer,,D,Over Votes,0
Columbia,7,North Delena,State Treasurer,,D,Over Votes,0
Columbia,8,Goble,State Treasurer,,D,Over Votes,0
Columbia,9,Marshland,State Treasurer,,D,Over Votes,0
Columbia,10,South Milton,State Treasurer,,D,Over Votes,0
Columbia,11,North Milton,State Treasurer,,D,Over Votes,0
Columbia,12,South McNulty,State Treasurer,,D,Over Votes,0
Columbia,13,North McNulty,State Treasurer,,D,Over Votes,0
Columbia,14,Quincy,State Treasurer,,D,Over Votes,0
Columbia,15,Rainier 1,State Treasurer,,D,Over Votes,0
Columbia,16,Rainier 2,State Treasurer,,D,Over Votes,0
Columbia,17,West Rainier,State Treasurer,,D,Over Votes,0
Columbia,18,East Rainier,State Treasurer,,D,Over Votes,0
Columbia,19,South Warren,State Treasurer,,D,Over Votes,0
Columbia,20,North Warren,State Treasurer,,D,Over Votes,0
Columbia,21,St. Helens 1,State Treasurer,,D,Over Votes,0
Columbia,22,St. Helens 2,State Treasurer,,D,Over Votes,0
Columbia,23,St. Helens 3,State Treasurer,,D,Over Votes,0
Columbia,24,St. Helens 4,State Treasurer,,D,Over Votes,0
Columbia,25,St. Helens 5,State Treasurer,,D,Over Votes,0
Columbia,26,St. Helens 6,State Treasurer,,D,Over Votes,0
Columbia,27,St. Helens 7,State Treasurer,,D,Over Votes,0
Columbia,28,St. Helens 8,State Treasurer,,D,Over Votes,0
Columbia,29,St. Helens 9,State Treasurer,,D,Over Votes,0
Columbia,30,South St. Helens,State Treasurer,,D,Over Votes,0
Columbia,31,Scappoose 1,State Treasurer,,D,Over Votes,0
Columbia,32,Scappoose 2,State Treasurer,,D,Over Votes,0
Columbia,33,Scappoose 3,State Treasurer,,D,Over Votes,0
Columbia,34,Scappoose 4,State Treasurer,,D,Over Votes,0
Columbia,35,South Scappoose,State Treasurer,,D,Over Votes,0
Columbia,36,Canyon,State Treasurer,,D,Over Votes,0
Columbia,37,East Scappoose,State Treasurer,,D,Over Votes,0
Columbia,38,West Scappoose,State Treasurer,,D,Over Votes,0
Columbia,39,Sauvie Island,State Treasurer,,D,Over Votes,0
Columbia,40,Yankton,State Treasurer,,D,Over Votes,0
Columbia,41,Vernonia 1,State Treasurer,,D,Over Votes,0
Columbia,42,Vernonia 2,State Treasurer,,D,Over Votes,0
Columbia,43,Vernonia 3,State Treasurer,,D,Over Votes,0
Columbia,44,Vernonia 4,State Treasurer,,D,Over Votes,0
Columbia,45,Vernonia 5,State Treasurer,,D,Over Votes,0
Columbia,46,Apiary,State Treasurer,,D,Over Votes,0
Columbia,47,Chapman,State Treasurer,,D,Over Votes,0
Columbia,48,South Deer Island,State Treasurer,,D,Over Votes,0
Columbia,49,North Deer Island,State Treasurer,,D,Over Votes,0
Columbia,50,Prescott,State Treasurer,,D,Over Votes,0
Columbia,51,South Mist,State Treasurer,,D,Over Votes,0
Columbia,52,North Mist,State Treasurer,,D,Over Votes,0
Columbia,53,Columbia City,State Treasurer,,D,Over Votes,0
Columbia,55,East Chapman,State Treasurer,,D,Over Votes,0
Columbia,1,Clatskanie 1,State Treasurer,,D,Under Votes,9
Columbia,2,Clatskanie 2,State Treasurer,,D,Under Votes,9
Columbia,3,Clatskanie 3,State Treasurer,,D,Under Votes,9
Columbia,4,North Clatskanie,State Treasurer,,D,Under Votes,8
Columbia,5,South Clatskanie,State Treasurer,,D,Under Votes,25
Columbia,6,South Delena,State Treasurer,,D,Under Votes,18
Columbia,7,North Delena,State Treasurer,,D,Under Votes,38
Columbia,8,Goble,State Treasurer,,D,Under Votes,34
Columbia,9,Marshland,State Treasurer,,D,Under Votes,12
Columbia,10,South Milton,State Treasurer,,D,Under Votes,17
Columbia,11,North Milton,State Treasurer,,D,Under Votes,25
Columbia,12,South McNulty,State Treasurer,,D,Under Votes,20
Columbia,13,North McNulty,State Treasurer,,D,Under Votes,24
Columbia,14,Quincy,State Treasurer,,D,Under Votes,11
Columbia,15,Rainier 1,State Treasurer,,D,Under Votes,16
Columbia,16,Rainier 2,State Treasurer,,D,Under Votes,35
Columbia,17,West Rainier,State Treasurer,,D,Under Votes,9
Columbia,18,East Rainier,State Treasurer,,D,Under Votes,7
Columbia,19,South Warren,State Treasurer,,D,Under Votes,40
Columbia,20,North Warren,State Treasurer,,D,Under Votes,28
Columbia,21,St. Helens 1,State Treasurer,,D,Under Votes,22
Columbia,22,St. Helens 2,State Treasurer,,D,Under Votes,20
Columbia,23,St. Helens 3,State Treasurer,,D,Under Votes,20
Columbia,24,St. Helens 4,State Treasurer,,D,Under Votes,17
Columbia,25,St. Helens 5,State Treasurer,,D,Under Votes,17
Columbia,26,St. Helens 6,State Treasurer,,D,Under Votes,72
Columbia,27,St. Helens 7,State Treasurer,,D,Under Votes,19
Columbia,28,St. Helens 8,State Treasurer,,D,Under Votes,17
Columbia,29,St. Helens 9,State Treasurer,,D,Under Votes,24
Columbia,30,South St. Helens,State Treasurer,,D,Under Votes,6
Columbia,31,Scappoose 1,State Treasurer,,D,Under Votes,27
Columbia,32,Scappoose 2,State Treasurer,,D,Under Votes,26
