county,precinct,office,district,party,candidate,votes,,,,,,,
Linn,45,Secretary of State,,PGP,Seth Woolley,12,,,,,,,
Linn,46,Secretary of State,,PGP,Seth Woolley,17,,,,,,,
Linn,47,Secretary of State,,PGP,Seth Woolley,3,,,,,,,
Linn,48,Secretary of State,,PGP,Seth Woolley,12,,,,,,,
Linn,49,Secretary of State,,PGP,Seth Woolley,0,,,,,,,
Linn,50,Secretary of State,,PGP,Seth Woolley,5,,,,,,,
Linn,51,Secretary of State,,PGP,Seth Woolley,4,,,,,,,
Linn,52,Secretary of State,,PGP,Seth Woolley,6,,,,,,,
Linn,53,Secretary of State,,PGP,Seth Woolley,7,,,,,,,
Linn,54,Secretary of State,,PGP,Seth Woolley,5,,,,,,,
Linn,55,Secretary of State,,PGP,Seth Woolley,5,,,,,,,
Linn,56,Secretary of State,,PGP,Seth Woolley,6,,,,,,,
Linn,57,Secretary of State,,PGP,Seth Woolley,2,,,,,,,
Linn,58,Secretary of State,,PGP,Seth Woolley,0,,,,,,,
Linn,59,Secretary of State,,PGP,Seth Woolley,9,,,,,,,
Linn,60,Secretary of State,,PGP,Seth Woolley,13,,,,,,,
Linn,61,Secretary of State,,PGP,Seth Woolley,6,,,,,,,
Linn,62,Secretary of State,,PGP,Seth Woolley,12,,,,,,,
Linn,63,Secretary of State,,PGP,Seth Woolley,10,,,,,,,
Linn,65,Secretary of State,,PGP,Seth Woolley,2,,,,,,,
Linn,66,Secretary of State,,PGP,Seth Woolley,6,,,,,,,
Linn,67,Secretary of State,,PGP,Seth Woolley,8,,,,,,,
Linn,68,Secretary of State,,PGP,Seth Woolley,4,,,,,,,
Linn,70,Secretary of State,,PGP,Seth Woolley,5,,,,,,,
Linn,71,Secretary of State,,PGP,Seth Woolley,3,,,,,,,
Linn,73,Secretary of State,,PGP,Seth Woolley,17,,,,,,,
Linn,74,Secretary of State,,PGP,Seth Woolley,5,,,,,,,
Linn,75,Secretary of State,,PGP,Seth Woolley,7,,,,,,,
Linn,76,Secretary of State,,PGP,Seth Woolley,7,,,,,,,
Linn,77,Secretary of State,,PGP,Seth Woolley,9,,,,,,,
Linn,78,Secretary of State,,PGP,Seth Woolley,12,,,,,,,
Linn,79,Secretary of State,,PGP,Seth Woolley,25,,,,,,,
Linn,80,Secretary of State,,PGP,Seth Woolley,14,,,,,,,
Linn,82,Secretary of State,,PGP,Seth Woolley,6,,,,,,,
Linn,83,Secretary of State,,PGP,Seth Woolley,0,,,,,,,
Linn,84,Secretary of State,,PGP,Seth Woolley,31,,,,,,,
Linn,86,Secretary of State,,PGP,Seth Woolley,27,,,,,,,
Linn,87,Secretary of State,,PGP,Seth Woolley,1,,,,,,,
Linn,88,Secretary of State,,PGP,Seth Woolley,16,,,,,,,
Linn,89,Secretary of State,,PGP,Seth Woolley,5,,,,,,,
Linn,91,Secretary of State,,PGP,Seth Woolley,31,,,,,,,
Linn,92,Secretary of State,,PGP,Seth Woolley,26,,,,,,,
Linn,93,Secretary of State,,PGP,Seth Woolley,25,,,,,,,
Linn,94,Secretary of State,,PGP,Seth Woolley,15,,,,,,,
Linn,95,Secretary of State,,PGP,Seth Woolley,11,,,,,,,
Linn,96,Secretary of State,,PGP,Seth Woolley,6,,,,,,,
Linn,97,Secretary of State,,PGP,Seth Woolley,10,,,,,,,
Linn,99,Secretary of State,,PGP,Seth Woolley,6,,,,,,,
Linn,100,Secretary of State,,PGP,Seth Woolley,27,,,,,,,
Linn,101,Secretary of State,,PGP,Seth Woolley,2,,,,,,,
Linn,102,Secretary of State,,PGP,Seth Woolley,19,,,,,,,
Linn,103,Secretary of State,,PGP,Seth Woolley,6,,,,,,,
Linn,104,Secretary of State,,PGP,Seth Woolley,8,,,,,,,
Linn,105,Secretary of State,,PGP,Seth Woolley,13,,,,,,,
Linn,106,Secretary of State,,PGP,Seth Woolley,7,,,,,,,
Linn,107,Secretary of State,,PGP,Seth Woolley,16,,,,,,,
Linn,108,Secretary of State,,PGP,Seth Woolley,27,,,,,,,
Linn,1,Secretary of State,,PRO,Robert Wolfe,7,,,,,,,
Linn,3,Secretary of State,,PRO,Robert Wolfe,15,,,,,,,
Linn,5,Secretary of State,,PRO,Robert Wolfe,10,,,,,,,
Linn,8,Secretary of State,,PRO,Robert Wolfe,14,,,,,,,
Linn,11,Secretary of State,,PRO,Robert Wolfe,11,,,,,,,
Linn,14,Secretary of State,,PRO,Robert Wolfe,8,,,,,,,
Linn,15,Secretary of State,,PRO,Robert Wolfe,2,,,,,,,
Linn,16,Secretary of State,,PRO,Robert Wolfe,5,,,,,,,
Linn,18,Secretary of State,,PRO,Robert Wolfe,23,,,,,,,
Linn,19,Secretary of State,,PRO,Robert Wolfe,15,,,,,,,
Linn,20,Secretary of State,,PRO,Robert Wolfe,8,,,,,,,
Linn,21,Secretary of State,,PRO,Robert Wolfe,5,,,,,,,
Linn,22,Secretary of State,,PRO,Robert Wolfe,3,,,,,,,
Linn,23,Secretary of State,,PRO,Robert Wolfe,6,,,,,,,
Linn,25,Secretary of State,,PRO,Robert Wolfe,7,,,,,,,
Linn,26,Secretary of State,,PRO,Robert Wolfe,1,,,,,,,
Linn,27,Secretary of State,,PRO,Robert Wolfe,4,,,,,,,
Linn,28,Secretary of State,,PRO,Robert Wolfe,2,,,,,,,
Linn,29,Secretary of State,,PRO,Robert Wolfe,17,,,,,,,
Linn,30,Secretary of State,,PRO,Robert Wolfe,2,,,,,,,
Linn,31,Secretary of State,,PRO,Robert Wolfe,5,,,,,,,
Linn,32,Secretary of State,,PRO,Robert Wolfe,2,,,,,,,
Linn,33,Secretary of State,,PRO,Robert Wolfe,1,,,,,,,
Linn,34,Secretary of State,,PRO,Robert Wolfe,6,,,,,,,
Linn,35,Secretary of State,,PRO,Robert Wolfe,21,,,,,,,
Linn,36,Secretary of State,,PRO,Robert Wolfe,12,,,,,,,
Linn,37,Secretary of State,,PRO,Robert Wolfe,11,,,,,,,
Linn,38,Secretary of State,,PRO,Robert Wolfe,11,,,,,,,
Linn,39,Secretary of State,,PRO,Robert Wolfe,6,,,,,,,
Linn,41,Secretary of State,,PRO,Robert Wolfe,4,,,,,,,
Linn,42,Secretary of State,,PRO,Robert Wolfe,8,,,,,,,
Linn,43,Secretary of State,,PRO,Robert Wolfe,6,,,,,,,
Linn,44,Secretary of State,,PRO,Robert Wolfe,7,,,,,,,
Linn,45,Secretary of State,,PRO,Robert Wolfe,6,,,,,,,
Linn,46,Secretary of State,,PRO,Robert Wolfe,12,,,,,,,
Linn,47,Secretary of State,,PRO,Robert Wolfe,1,,,,,,,
Linn,48,Secretary of State,,PRO,Robert Wolfe,3,,,,,,,
Linn,49,Secretary of State,,PRO,Robert Wolfe,1,,,,,,,
Linn,50,Secretary of State,,PRO,Robert Wolfe,4,,,,,,,
Linn,51,Secretary of State,,PRO,Robert Wolfe,1,,,,,,,
Linn,52,Secretary of State,,PRO,Robert Wolfe,2,,,,,,,
Linn,53,Secretary of State,,PRO,Robert Wolfe,9,,,,,,,
Linn,54,Secretary of State,,PRO,Robert Wolfe,1,,,,,,,
Linn,55,Secretary of State,,PRO,Robert Wolfe,10,,,,,,,
Linn,56,Secretary of State,,PRO,Robert Wolfe,6,,,,,,,
Linn,57,Secretary of State,,PRO,Robert Wolfe,1,,,,,,,
Linn,58,Secretary of State,,PRO,Robert Wolfe,0,,,,,,,
Linn,59,Secretary of State,,PRO,Robert Wolfe,4,,,,,,,
Linn,60,Secretary of State,,PRO,Robert Wolfe,5,,,,,,,
Linn,61,Secretary of State,,PRO,Robert Wolfe,4,,,,,,,
Linn,62,Secretary of State,,PRO,Robert Wolfe,6,,,,,,,
Linn,63,Secretary of State,,PRO,Robert Wolfe,11,,,,,,,
Linn,65,Secretary of State,,PRO,Robert Wolfe,0,,,,,,,
Linn,66,Secretary of State,,PRO,Robert Wolfe,1,,,,,,,
Linn,67,Secretary of State,,PRO,Robert Wolfe,5,,,,,,,
Linn,68,Secretary of State,,PRO,Robert Wolfe,1,,,,,,,
Linn,70,Secretary of State,,PRO,Robert Wolfe,6,,,,,,,
Linn,71,Secretary of State,,PRO,Robert Wolfe,4,,,,,,,
Linn,73,Secretary of State,,PRO,Robert Wolfe,12,,,,,,,
Linn,74,Secretary of State,,PRO,Robert Wolfe,10,,,,,,,
Linn,75,Secretary of State,,PRO,Robert Wolfe,4,,,,,,,
Linn,76,Secretary of State,,PRO,Robert Wolfe,9,,,,,,,
Linn,77,Secretary of State,,PRO,Robert Wolfe,3,,,,,,,
Linn,78,Secretary of State,,PRO,Robert Wolfe,8,,,,,,,
Linn,79,Secretary of State,,PRO,Robert Wolfe,18,,,,,,,
Linn,80,Secretary of State,,PRO,Robert Wolfe,14,,,,,,,
Linn,82,Secretary of State,,PRO,Robert Wolfe,10,,,,,,,
Linn,83,Secretary of State,,PRO,Robert Wolfe,0,,,,,,,
Linn,84,Secretary of State,,PRO,Robert Wolfe,13,,,,,,,
Linn,86,Secretary of State,,PRO,Robert Wolfe,10,,,,,,,
Linn,87,Secretary of State,,PRO,Robert Wolfe,1,,,,,,,
Linn,88,Secretary of State,,PRO,Robert Wolfe,10,,,,,,,
Linn,89,Secretary of State,,PRO,Robert Wolfe,5,,,,,,,
Linn,91,Secretary of State,,PRO,Robert Wolfe,5,,,,,,,
Linn,92,Secretary of State,,PRO,Robert Wolfe,23,,,,,,,
Linn,93,Secretary of State,,PRO,Robert Wolfe,24,,,,,,,
Linn,94,Secretary of State,,PRO,Robert Wolfe,10,,,,,,,
Linn,95,Secretary of State,,PRO,Robert Wolfe,9,,,,,,,
Linn,96,Secretary of State,,PRO,Robert Wolfe,6,,,,,,,
Linn,97,Secretary of State,,PRO,Robert Wolfe,13,,,,,,,
Linn,99,Secretary of State,,PRO,Robert Wolfe,4,,,,,,,
Linn,100,Secretary of State,,PRO,Robert Wolfe,13,,,,,,,
Linn,101,Secretary of State,,PRO,Robert Wolfe,4,,,,,,,
Linn,102,Secretary of State,,PRO,Robert Wolfe,12,,,,,,,
Linn,103,Secretary of State,,PRO,Robert Wolfe,4,,,,,,,
Linn,104,Secretary of State,,PRO,Robert Wolfe,8,,,,,,,
Linn,105,Secretary of State,,PRO,Robert Wolfe,7,,,,,,,
Linn,106,Secretary of State,,PRO,Robert Wolfe,14,,,,,,,
Linn,107,Secretary of State,,PRO,Robert Wolfe,19,,,,,,,
Linn,108,Secretary of State,,PRO,Robert Wolfe,16,,,,,,,
Linn,1,Secretary of State,,LBT,Bruce Alexander Knight,4,,,,,,,
Linn,3,Secretary of State,,LBT,Bruce Alexander Knight,8,,,,,,,
Linn,5,Secretary of State,,LBT,Bruce Alexander Knight,8,,,,,,,
Linn,8,Secretary of State,,LBT,Bruce Alexander Knight,18,,,,,,,
Linn,11,Secretary of State,,LBT,Bruce Alexander Knight,8,,,,,,,
Linn,14,Secretary of State,,LBT,Bruce Alexander Knight,14,,,,,,,
Linn,15,Secretary of State,,LBT,Bruce Alexander Knight,6,,,,,,,
Linn,16,Secretary of State,,LBT,Bruce Alexander Knight,17,,,,,,,
Linn,18,Secretary of State,,LBT,Bruce Alexander Knight,42,,,,,,,
Linn,19,Secretary of State,,LBT,Bruce Alexander Knight,9,,,,,,,
Linn,20,Secretary of State,,LBT,Bruce Alexander Knight,9,,,,,,,
Linn,21,Secretary of State,,LBT,Bruce Alexander Knight,1,,,,,,,
Linn,22,Secretary of State,,LBT,Bruce Alexander Knight,0,,,,,,,
Linn,23,Secretary of State,,LBT,Bruce Alexander Knight,10,,,,,,,
Linn,25,Secretary of State,,LBT,Bruce Alexander Knight,9,,,,,,,
Linn,26,Secretary of State,,LBT,Bruce Alexander Knight,1,,,,,,,
Linn,27,Secretary of State,,LBT,Bruce Alexander Knight,4,,,,,,,
Linn,28,Secretary of State,,LBT,Bruce Alexander Knight,4,,,,,,,
Linn,29,Secretary of State,,LBT,Bruce Alexander Knight,15,,,,,,,
Linn,30,Secretary of State,,LBT,Bruce Alexander Knight,0,,,,,,,
Linn,31,Secretary of State,,LBT,Bruce Alexander Knight,5,,,,,,,
Linn,32,Secretary of State,,LBT,Bruce Alexander Knight,10,,,,,,,
Linn,33,Secretary of State,,LBT,Bruce Alexander Knight,0,,,,,,,
Linn,34,Secretary of State,,LBT,Bruce Alexander Knight,4,,,,,,,
Linn,35,Secretary of State,,LBT,Bruce Alexander Knight,14,,,,,,,
Linn,36,Secretary of State,,LBT,Bruce Alexander Knight,11,,,,,,,
Linn,37,Secretary of State,,LBT,Bruce Alexander Knight,10,,,,,,,
Linn,38,Secretary of State,,LBT,Bruce Alexander Knight,19,,,,,,,
Linn,39,Secretary of State,,LBT,Bruce Alexander Knight,9,,,,,,,
Linn,41,Secretary of State,,LBT,Bruce Alexander Knight,5,,,,,,,
Linn,42,Secretary of State,,LBT,Bruce Alexander Knight,8,,,,,,,
Linn,43,Secretary of State,,LBT,Bruce Alexander Knight,9,,,,,,,
Linn,44,Secretary of State,,LBT,Bruce Alexander Knight,16,,,,,,,
Linn,45,Secretary of State,,LBT,Bruce Alexander Knight,9,,,,,,,
Linn,46,Secretary of State,,LBT,Bruce Alexander Knight,7,,,,,,,
Linn,47,Secretary of State,,LBT,Bruce Alexander Knight,2,,,,,,,
Linn,48,Secretary of State,,LBT,Bruce Alexander Knight,7,,,,,,,
Linn,49,Secretary of State,,LBT,Bruce Alexander Knight,0,,,,,,,
Linn,50,Secretary of State,,LBT,Bruce Alexander Knight,2,,,,,,,
Linn,51,Secretary of State,,LBT,Bruce Alexander Knight,3,,,,,,,
Linn,52,Secretary of State,,LBT,Bruce Alexander Knight,6,,,,,,,
Linn,53,Secretary of State,,LBT,Bruce Alexander Knight,16,,,,,,,
Linn,54,Secretary of State,,LBT,Bruce Alexander Knight,3,,,,,,,
Linn,55,Secretary of State,,LBT,Bruce Alexander Knight,9,,,,,,,
Linn,56,Secretary of State,,LBT,Bruce Alexander Knight,12,,,,,,,
Linn,57,Secretary of State,,LBT,Bruce Alexander Knight,0,,,,,,,
Linn,58,Secretary of State,,LBT,Bruce Alexander Knight,0,,,,,,,
Linn,59,Secretary of State,,LBT,Bruce Alexander Knight,12,,,,,,,
Linn,60,Secretary of State,,LBT,Bruce Alexander Knight,9,,,,,,,
Linn,61,Secretary of State,,LBT,Bruce Alexander Knight,4,,,,,,,
Linn,62,Secretary of State,,LBT,Bruce Alexander Knight,13,,,,,,,
Linn,63,Secretary of State,,LBT,Bruce Alexander Knight,15,,,,,,,
Linn,65,Secretary of State,,LBT,Bruce Alexander Knight,1,,,,,,,
Linn,66,Secretary of State,,LBT,Bruce Alexander Knight,3,,,,,,,
Linn,67,Secretary of State,,LBT,Bruce Alexander Knight,6,,,,,,,
Linn,68,Secretary of State,,LBT,Bruce Alexander Knight,6,,,,,,,
Linn,70,Secretary of State,,LBT,Bruce Alexander Knight,5,,,,,,,
Linn,71,Secretary of State,,LBT,Bruce Alexander Knight,5,,,,,,,
Linn,73,Secretary of State,,LBT,Bruce Alexander Knight,11,,,,,,,
Linn,74,Secretary of State,,LBT,Bruce Alexander Knight,6,,,,,,,
Linn,75,Secretary of State,,LBT,Bruce Alexander Knight,3,,,,,,,
Linn,76,Secretary of State,,LBT,Bruce Alexander Knight,12,,,,,,,
Linn,77,Secretary of State,,LBT,Bruce Alexander Knight,4,,,,,,,
Linn,78,Secretary of State,,LBT,Bruce Alexander Knight,4,,,,,,,
Linn,79,Secretary of State,,LBT,Bruce Alexander Knight,25,,,,,,,
Linn,80,Secretary of State,,LBT,Bruce Alexander Knight,15,,,,,,,
Linn,82,Secretary of State,,LBT,Bruce Alexander Knight,7,,,,,,,
Linn,83,Secretary of State,,LBT,Bruce Alexander Knight,0,,,,,,,
Linn,84,Secretary of State,,LBT,Bruce Alexander Knight,16,,,,,,,
Linn,86,Secretary of State,,LBT,Bruce Alexander Knight,17,,,,,,,
Linn,87,Secretary of State,,LBT,Bruce Alexander Knight,3,,,,,,,
Linn,88,Secretary of State,,LBT,Bruce Alexander Knight,9,,,,,,,
Linn,89,Secretary of State,,LBT,Bruce Alexander Knight,5,,,,,,,
Linn,91,Secretary of State,,LBT,Bruce Alexander Knight,21,,,,,,,
Linn,92,Secretary of State,,LBT,Bruce Alexander Knight,23,,,,,,,
Linn,93,Secretary of State,,LBT,Bruce Alexander Knight,23,,,,,,,
Linn,94,Secretary of State,,LBT,Bruce Alexander Knight,10,,,,,,,
Linn,95,Secretary of State,,LBT,Bruce Alexander Knight,18,,,,,,,
Linn,96,Secretary of State,,LBT,Bruce Alexander Knight,14,,,,,,,
Linn,97,Secretary of State,,LBT,Bruce Alexander Knight,5,,,,,,,
Linn,99,Secretary of State,,LBT,Bruce Alexander Knight,9,,,,,,,
Linn,100,Secretary of State,,LBT,Bruce Alexander Knight,16,,,,,,,
Linn,101,Secretary of State,,LBT,Bruce Alexander Knight,10,,,,,,,
Linn,102,Secretary of State,,LBT,Bruce Alexander Knight,10,,,,,,,
Linn,103,Secretary of State,,LBT,Bruce Alexander Knight,2,,,,,,,
Linn,104,Secretary of State,,LBT,Bruce Alexander Knight,10,,,,,,,
Linn,105,Secretary of State,,LBT,Bruce Alexander Knight,9,,,,,,,
Linn,106,Secretary of State,,LBT,Bruce Alexander Knight,12,,,,,,,
Linn,107,Secretary of State,,LBT,Bruce Alexander Knight,16,,,,,,,
Linn,108,Secretary of State,,LBT,Bruce Alexander Knight,27,,,,,,,
Linn,1,Secretary of State,,DEM,Kate Brown,296,,,,,,,
Linn,3,Secretary of State,,DEM,Kate Brown,278,,,,,,,
Linn,5,Secretary of State,,DEM,Kate Brown,302,,,,,,,
Linn,8,Secretary of State,,DEM,Kate Brown,340,,,,,,,
Linn,11,Secretary of State,,DEM,Kate Brown,229,,,,,,,
Linn,14,Secretary of State,,DEM,Kate Brown,276,,,,,,,
Linn,15,Secretary of State,,DEM,Kate Brown,90,,,,,,,
Linn,16,Secretary of State,,DEM,Kate Brown,304,,,,,,,
Linn,18,Secretary of State,,DEM,Kate Brown,775,,,,,,,
Linn,19,Secretary of State,,DEM,Kate Brown,282,,,,,,,
Linn,20,Secretary of State,,DEM,Kate Brown,143,,,,,,,
Linn,21,Secretary of State,,DEM,Kate Brown,78,,,,,,,
Linn,22,Secretary of State,,DEM,Kate Brown,28,,,,,,,
Linn,23,Secretary of State,,DEM,Kate Brown,218,,,,,,,
Linn,25,Secretary of State,,DEM,Kate Brown,264,,,,,,,
Linn,26,Secretary of State,,DEM,Kate Brown,69,,,,,,,
Linn,27,Secretary of State,,DEM,Kate Brown,137,,,,,,,
Linn,28,Secretary of State,,DEM,Kate Brown,41,,,,,,,
Linn,29,Secretary of State,,DEM,Kate Brown,501,,,,,,,
Linn,30,Secretary of State,,DEM,Kate Brown,39,,,,,,,
Linn,31,Secretary of State,,DEM,Kate Brown,127,,,,,,,
Linn,32,Secretary of State,,DEM,Kate Brown,190,,,,,,,
Linn,33,Secretary of State,,DEM,Kate Brown,20,,,,,,,
Linn,34,Secretary of State,,DEM,Kate Brown,98,,,,,,,
Linn,35,Secretary of State,,DEM,Kate Brown,410,,,,,,,
Linn,36,Secretary of State,,DEM,Kate Brown,316,,,,,,,
Linn,37,Secretary of State,,DEM,Kate Brown,339,,,,,,,
Linn,38,Secretary of State,,DEM,Kate Brown,265,,,,,,,
Linn,39,Secretary of State,,DEM,Kate Brown,220,,,,,,,
Linn,41,Secretary of State,,DEM,Kate Brown,183,,,,,,,
Linn,42,Secretary of State,,DEM,Kate Brown,206,,,,,,,
Linn,43,Secretary of State,,DEM,Kate Brown,215,,,,,,,
Linn,44,Secretary of State,,DEM,Kate Brown,364,,,,,,,
Linn,45,Secretary of State,,DEM,Kate Brown,209,,,,,,,
Linn,46,Secretary of State,,DEM,Kate Brown,293,,,,,,,
Linn,47,Secretary of State,,DEM,Kate Brown,102,,,,,,,
Linn,48,Secretary of State,,DEM,Kate Brown,361,,,,,,,
Linn,49,Secretary of State,,DEM,Kate Brown,4,,,,,,,
Linn,50,Secretary of State,,DEM,Kate Brown,137,,,,,,,
Linn,51,Secretary of State,,DEM,Kate Brown,36,,,,,,,
Linn,52,Secretary of State,,DEM,Kate Brown,122,,,,,,,
Linn,53,Secretary of State,,DEM,Kate Brown,197,,,,,,,
Linn,54,Secretary of State,,DEM,Kate Brown,102,,,,,,,
Linn,55,Secretary of State,,DEM,Kate Brown,157,,,,,,,
Linn,56,Secretary of State,,DEM,Kate Brown,214,,,,,,,
Linn,57,Secretary of State,,DEM,Kate Brown,14,,,,,,,
Linn,58,Secretary of State,,DEM,Kate Brown,18,,,,,,,
Linn,59,Secretary of State,,DEM,Kate Brown,151,,,,,,,
Linn,60,Secretary of State,,DEM,Kate Brown,201,,,,,,,
Linn,61,Secretary of State,,DEM,Kate Brown,96,,,,,,,
Linn,62,Secretary of State,,DEM,Kate Brown,309,,,,,,,
Linn,63,Secretary of State,,DEM,Kate Brown,374,,,,,,,
Linn,65,Secretary of State,,DEM,Kate Brown,6,,,,,,,
Linn,66,Secretary of State,,DEM,Kate Brown,78,,,,,,,
Linn,67,Secretary of State,,DEM,Kate Brown,156,,,,,,,
Linn,68,Secretary of State,,DEM,Kate Brown,51,,,,,,,
Linn,70,Secretary of State,,DEM,Kate Brown,158,,,,,,,
Linn,71,Secretary of State,,DEM,Kate Brown,39,,,,,,,
Linn,73,Secretary of State,,DEM,Kate Brown,284,,,,,,,
Linn,74,Secretary of State,,DEM,Kate Brown,260,,,,,,,
Linn,75,Secretary of State,,DEM,Kate Brown,249,,,,,,,
Linn,76,Secretary of State,,DEM,Kate Brown,293,,,,,,,
Linn,77,Secretary of State,,DEM,Kate Brown,142,,,,,,,
Linn,78,Secretary of State,,DEM,Kate Brown,226,,,,,,,
Linn,79,Secretary of State,,DEM,Kate Brown,426,,,,,,,
Linn,80,Secretary of State,,DEM,Kate Brown,320,,,,,,,
Linn,82,Secretary of State,,DEM,Kate Brown,143,,,,,,,
Linn,83,Secretary of State,,DEM,Kate Brown,9,,,,,,,
Linn,84,Secretary of State,,DEM,Kate Brown,350,,,,,,,
Linn,86,Secretary of State,,DEM,Kate Brown,338,,,,,,,
Linn,87,Secretary of State,,DEM,Kate Brown,120,,,,,,,
Linn,88,Secretary of State,,DEM,Kate Brown,307,,,,,,,
Linn,89,Secretary of State,,DEM,Kate Brown,238,,,,,,,
Linn,91,Secretary of State,,DEM,Kate Brown,360,,,,,,,
Linn,92,Secretary of State,,DEM,Kate Brown,589,,,,,,,
Linn,93,Secretary of State,,DEM,Kate Brown,553,,,,,,,
Linn,94,Secretary of State,,DEM,Kate Brown,218,,,,,,,
Linn,95,Secretary of State,,DEM,Kate Brown,362,,,,,,,
Linn,96,Secretary of State,,DEM,Kate Brown,318,,,,,,,
Linn,97,Secretary of State,,DEM,Kate Brown,245,,,,,,,
Linn,99,Secretary of State,,DEM,Kate Brown,103,,,,,,,
Linn,100,Secretary of State,,DEM,Kate Brown,473,,,,,,,
Linn,101,Secretary of State,,DEM,Kate Brown,134,,,,,,,
Linn,102,Secretary of State,,DEM,Kate Brown,443,,,,,,,
Linn,103,Secretary of State,,DEM,Kate Brown,117,,,,,,,
Linn,104,Secretary of State,,DEM,Kate Brown,194,,,,,,,
Linn,105,Secretary of State,,DEM,Kate Brown,236,,,,,,,
Linn,106,Secretary of State,,DEM,Kate Brown,247,,,,,,,
Linn,107,Secretary of State,,DEM,Kate Brown,419,,,,,,,
Linn,108,Secretary of State,,DEM,Kate Brown,597,,,,,,,
Linn,1,Secretary of State,,REP,Knute Buehler,185,,,,,,,
Linn,3,Secretary of State,,REP,Knute Buehler,136,,,,,,,
Linn,5,Secretary of State,,REP,Knute Buehler,206,,,,,,,
Linn,8,Secretary of State,,REP,Knute Buehler,282,,,,,,,
Linn,11,Secretary of State,,REP,Knute Buehler,157,,,,,,,
Linn,14,Secretary of State,,REP,Knute Buehler,192,,,,,,,
Linn,15,Secretary of State,,REP,Knute Buehler,70,,,,,,,
Linn,16,Secretary of State,,REP,Knute Buehler,247,,,,,,,
Linn,18,Secretary of State,,REP,Knute Buehler,881,,,,,,,
Linn,19,Secretary of State,,REP,Knute Buehler,339,,,,,,,
Linn,20,Secretary of State,,REP,Knute Buehler,249,,,,,,,
Linn,21,Secretary of State,,REP,Knute Buehler,174,,,,,,,
Linn,22,Secretary of State,,REP,Knute Buehler,67,,,,,,,
Linn,23,Secretary of State,,REP,Knute Buehler,383,,,,,,,
Linn,25,Secretary of State,,REP,Knute Buehler,287,,,,,,,
Linn,26,Secretary of State,,REP,Knute Buehler,113,,,,,,,
Linn,27,Secretary of State,,REP,Knute Buehler,288,,,,,,,
Linn,28,Secretary of State,,REP,Knute Buehler,126,,,,,,,
Linn,29,Secretary of State,,REP,Knute Buehler,791,,,,,,,
Linn,30,Secretary of State,,REP,Knute Buehler,126,,,,,,,
Linn,31,Secretary of State,,REP,Knute Buehler,251,,,,,,,
Linn,32,Secretary of State,,REP,Knute Buehler,297,,,,,,,
Linn,33,Secretary of State,,REP,Knute Buehler,15,,,,,,,
Linn,34,Secretary of State,,REP,Knute Buehler,154,,,,,,,
Linn,35,Secretary of State,,REP,Knute Buehler,559,,,,,,,
Linn,36,Secretary of State,,REP,Knute Buehler,375,,,,,,,
Linn,37,Secretary of State,,REP,Knute Buehler,342,,,,,,,
Linn,38,Secretary of State,,REP,Knute Buehler,279,,,,,,,
Linn,39,Secretary of State,,REP,Knute Buehler,225,,,,,,,
Linn,41,Secretary of State,,REP,Knute Buehler,197,,,,,,,
Linn,42,Secretary of State,,REP,Knute Buehler,275,,,,,,,
Linn,43,Secretary of State,,REP,Knute Buehler,255,,,,,,,
Linn,44,Secretary of State,,REP,Knute Buehler,351,,,,,,,
Linn,45,Secretary of State,,REP,Knute Buehler,388,,,,,,,
Linn,46,Secretary of State,,REP,Knute Buehler,460,,,,,,,
Linn,47,Secretary of State,,REP,Knute Buehler,112,,,,,,,
Linn,48,Secretary of State,,REP,Knute Buehler,355,,,,,,,
Linn,49,Secretary of State,,REP,Knute Buehler,3,,,,,,,
Linn,50,Secretary of State,,REP,Knute Buehler,242,,,,,,,
Linn,51,Secretary of State,,REP,Knute Buehler,133,,,,,,,
Linn,52,Secretary of State,,REP,Knute Buehler,123,,,,,,,
Linn,53,Secretary of State,,REP,Knute Buehler,376,,,,,,,
Linn,54,Secretary of State,,REP,Knute Buehler,198,,,,,,,
Linn,55,Secretary of State,,REP,Knute Buehler,276,,,,,,,
Linn,56,Secretary of State,,REP,Knute Buehler,362,,,,,,,
Linn,57,Secretary of State,,REP,Knute Buehler,33,,,,,,,
Linn,58,Secretary of State,,REP,Knute Buehler,26,,,,,,,
Linn,59,Secretary of State,,REP,Knute Buehler,202,,,,,,,
Linn,60,Secretary of State,,REP,Knute Buehler,282,,,,,,,
Linn,61,Secretary of State,,REP,Knute Buehler,161,,,,,,,
Linn,62,Secretary of State,,REP,Knute Buehler,317,,,,,,,
Linn,63,Secretary of State,,REP,Knute Buehler,564,,,,,,,
Linn,65,Secretary of State,,REP,Knute Buehler,19,,,,,,,
Linn,66,Secretary of State,,REP,Knute Buehler,125,,,,,,,
Linn,67,Secretary of State,,REP,Knute Buehler,216,,,,,,,
Linn,68,Secretary of State,,REP,Knute Buehler,87,,,,,,,
Linn,70,Secretary of State,,REP,Knute Buehler,306,,,,,,,
Linn,71,Secretary of State,,REP,Knute Buehler,55,,,,,,,
Linn,73,Secretary of State,,REP,Knute Buehler,382,,,,,,,
Linn,74,Secretary of State,,REP,Knute Buehler,323,,,,,,,
Linn,75,Secretary of State,,REP,Knute Buehler,476,,,,,,,
Linn,76,Secretary of State,,REP,Knute Buehler,384,,,,,,,
Linn,77,Secretary of State,,REP,Knute Buehler,189,,,,,,,
