county,precinct,office,district,party,candidate,total_ballots,votes,over_votes_with_candidate,under_votes_without_candidate,votes_for_others
Multnomah,4701,U.S. House,3,DEM,Earl Blumenauer,820,660,0,140,20
Multnomah,4702,U.S. House,3,DEM,Earl Blumenauer,277,214,0,57,6
Multnomah,4703,U.S. House,3,DEM,Earl Blumenauer,754,590,0,150,14
Multnomah,4704,U.S. House,3,DEM,Earl Blumenauer,1290,1024,0,236,30
Multnomah,4705,U.S. House,3,DEM,Earl Blumenauer,1803,1381,0,389,33
Multnomah,4706,U.S. House,3,DEM,Earl Blumenauer,1030,811,0,203,16
Multnomah,4707,U.S. House,3,DEM,Earl Blumenauer,604,463,0,129,12
Multnomah,4708,U.S. House,3,DEM,Earl Blumenauer,1174,907,0,254,13
Multnomah,4709,U.S. House,3,DEM,Earl Blumenauer,628,482,0,137,9
Multnomah,4710,U.S. House,3,DEM,Earl Blumenauer,972,722,0,231,19
Multnomah,4802,U.S. House,3,DEM,Earl Blumenauer,15,10,0,5,0
Multnomah,4803,U.S. House,3,DEM,Earl Blumenauer,2360,1727,1,568,64
Multnomah,4804,U.S. House,3,DEM,Earl Blumenauer,479,353,0,113,13
Multnomah,4805,U.S. House,3,DEM,Earl Blumenauer,263,208,0,51,4
Multnomah,4806,U.S. House,3,DEM,Earl Blumenauer,464,357,0,99,8
Multnomah,4807,U.S. House,3,DEM,Earl Blumenauer,822,615,0,188,19
Multnomah,4901,U.S. House,3,DEM,Earl Blumenauer,12,8,0,4,0
Multnomah,4902,U.S. House,3,DEM,Earl Blumenauer,7,6,0,1,0
Multnomah,4903,U.S. House,3,DEM,Earl Blumenauer,1216,988,0,215,13
Multnomah,4904,U.S. House,3,DEM,Earl Blumenauer,1975,1549,0,396,30
Multnomah,4905,U.S. House,3,DEM,Earl Blumenauer,57,43,0,13,1
Multnomah,4906,U.S. House,3,DEM,Earl Blumenauer,321,250,0,65,6
Multnomah,4907,U.S. House,3,DEM,Earl Blumenauer,96,71,0,24,1
Multnomah,4908,U.S. House,3,DEM,Earl Blumenauer,517,409,0,107,1
Multnomah,4909,U.S. House,3,DEM,Earl Blumenauer,1159,903,0,241,15
Multnomah,4910,U.S. House,3,DEM,Earl Blumenauer,908,717,1,177,13
Multnomah,4911,U.S. House,3,DEM,Earl Blumenauer,1001,776,0,205,20
Multnomah,5001,U.S. House,3,DEM,Earl Blumenauer,1019,821,0,179,19
Multnomah,5002,U.S. House,3,DEM,Earl Blumenauer,1602,1251,0,322,29
Multnomah,5003,U.S. House,3,DEM,Earl Blumenauer,299,252,0,47,0
Multnomah,5004,U.S. House,3,DEM,Earl Blumenauer,1832,1418,0,391,23
Multnomah,5006,U.S. House,3,DEM,Earl Blumenauer,833,678,0,147,8
Multnomah,5007,U.S. House,3,DEM,Earl Blumenauer,960,743,0,204,13
Multnomah,5008,U.S. House,3,DEM,Earl Blumenauer,968,769,0,185,14
Multnomah,5009,U.S. House,3,DEM,Earl Blumenauer,268,202,0,60,6
Multnomah,5101,U.S. House,3,DEM,Earl Blumenauer,222,173,0,45,4
Multnomah,5102,U.S. House,3,DEM,Earl Blumenauer,1288,993,0,270,25
Multnomah,5103,U.S. House,3,DEM,Earl Blumenauer,657,520,0,123,14
Multnomah,5104,U.S. House,3,DEM,Earl Blumenauer,1094,865,0,212,17
Multnomah,5105,U.S. House,3,DEM,Earl Blumenauer,89,62,0,26,1
Multnomah,5106,U.S. House,3,DEM,Earl Blumenauer,461,370,0,89,2
Multnomah,5107,U.S. House,3,DEM,Earl Blumenauer,168,127,0,40,1
Multnomah,5202,U.S. House,3,DEM,Earl Blumenauer,837,633,0,192,12
Multnomah,5203,U.S. House,3,DEM,Earl Blumenauer,408,303,0,99,6
Multnomah,5204,U.S. House,3,DEM,Earl Blumenauer,739,578,0,153,8
Multnomah,2701,U.S. House,3,DEM,Write-ins,261,2,0,44,215
Multnomah,2702,U.S. House,3,DEM,Write-ins,332,5,0,60,267
Multnomah,3501,U.S. House,3,DEM,Write-ins,1,0,0,1,0
Multnomah,3502,U.S. House,3,DEM,Write-ins,397,3,0,77,317
Multnomah,3603,U.S. House,3,DEM,Write-ins,3386,41,0,782,2563
Multnomah,3604,U.S. House,3,DEM,Write-ins,55,0,0,5,50
Multnomah,3605,U.S. House,3,DEM,Write-ins,1103,4,0,205,894
Multnomah,3606,U.S. House,3,DEM,Write-ins,932,8,0,174,750
Multnomah,3607,U.S. House,3,DEM,Write-ins,2910,33,0,524,2353
Multnomah,3608,U.S. House,3,DEM,Write-ins,1900,16,0,394,1490
Multnomah,3609,U.S. House,3,DEM,Write-ins,245,3,0,39,203
Multnomah,3612,U.S. House,3,DEM,Write-ins,2547,31,0,527,1989
Multnomah,3801,U.S. House,3,DEM,Write-ins,37,0,0,4,33
Multnomah,3802,U.S. House,3,DEM,Write-ins,4380,45,0,796,3539
Multnomah,3803,U.S. House,3,DEM,Write-ins,2937,29,0,580,2328
Multnomah,3804,U.S. House,3,DEM,Write-ins,579,8,0,96,475
Multnomah,3806,U.S. House,3,DEM,Write-ins,135,3,0,22,110
Multnomah,3807,U.S. House,3,DEM,Write-ins,363,4,0,61,298
Multnomah,3808,U.S. House,3,DEM,Write-ins,80,0,0,22,58
Multnomah,4101,U.S. House,3,DEM,Write-ins,4583,49,0,877,3657
Multnomah,4102,U.S. House,3,DEM,Write-ins,2258,24,0,489,1745
Multnomah,4103,U.S. House,3,DEM,Write-ins,1968,13,0,290,1665
Multnomah,4203,U.S. House,3,DEM,Write-ins,4794,67,0,1261,3466
Multnomah,4204,U.S. House,3,DEM,Write-ins,4768,77,0,1001,3690
Multnomah,4205,U.S. House,3,DEM,Write-ins,2405,24,0,489,1892
Multnomah,4207,U.S. House,3,DEM,Write-ins,3002,35,0,660,2307
Multnomah,4208,U.S. House,3,DEM,Write-ins,1694,21,0,375,1298
Multnomah,4209,U.S. House,3,DEM,Write-ins,3805,70,0,901,2834
Multnomah,4210,U.S. House,3,DEM,Write-ins,5177,65,1,1125,3986
Multnomah,4301,U.S. House,3,DEM,Write-ins,5010,48,0,1175,3787
Multnomah,4302,U.S. House,3,DEM,Write-ins,4904,60,0,1090,3754
Multnomah,4304,U.S. House,3,DEM,Write-ins,4227,48,0,807,3372
Multnomah,4305,U.S. House,3,DEM,Write-ins,4844,52,0,1027,3765
Multnomah,4306,U.S. House,3,DEM,Write-ins,1066,9,0,198,859
Multnomah,4310,U.S. House,3,DEM,Write-ins,4446,56,0,901,3489
Multnomah,4401,U.S. House,3,DEM,Write-ins,4107,70,0,908,3129
Multnomah,4402,U.S. House,3,DEM,Write-ins,4212,73,0,863,3276
Multnomah,4403,U.S. House,3,DEM,Write-ins,3999,52,0,829,3118
Multnomah,4404,U.S. House,3,DEM,Write-ins,4344,51,0,879,3414
Multnomah,4409,U.S. House,3,DEM,Write-ins,758,8,0,159,591
Multnomah,4501,U.S. House,3,DEM,Write-ins,5737,52,0,870,4815
Multnomah,4502,U.S. House,3,DEM,Write-ins,2260,38,0,450,1772
Multnomah,4503,U.S. House,3,DEM,Write-ins,2116,27,0,369,1720
Multnomah,4505,U.S. House,3,DEM,Write-ins,3853,45,0,767,3041
Multnomah,4506,U.S. House,3,DEM,Write-ins,1301,19,0,269,1013
Multnomah,4508,U.S. House,3,DEM,Write-ins,1916,44,1,442,1429
Multnomah,4509,U.S. House,3,DEM,Write-ins,829,13,0,160,656
Multnomah,4510,U.S. House,3,DEM,Write-ins,780,9,0,149,622
Multnomah,4511,U.S. House,3,DEM,Write-ins,789,16,0,170,603
Multnomah,4512,U.S. House,3,DEM,Write-ins,245,1,0,44,200
Multnomah,4601,U.S. House,3,DEM,Write-ins,5328,75,0,1056,4197
Multnomah,4602,U.S. House,3,DEM,Write-ins,2077,13,0,324,1740
Multnomah,4604,U.S. House,3,DEM,Write-ins,2155,38,0,478,1639
Multnomah,4605,U.S. House,3,DEM,Write-ins,2448,29,0,529,1890
Multnomah,4606,U.S. House,3,DEM,Write-ins,4789,68,0,1185,3536
Multnomah,4607,U.S. House,3,DEM,Write-ins,1170,15,0,230,925
Multnomah,4608,U.S. House,3,DEM,Write-ins,528,13,0,121,394
Multnomah,4701,U.S. House,3,DEM,Write-ins,820,20,0,140,660
Multnomah,4702,U.S. House,3,DEM,Write-ins,277,6,0,57,214
Multnomah,4703,U.S. House,3,DEM,Write-ins,754,14,0,150,590
Multnomah,4704,U.S. House,3,DEM,Write-ins,1290,30,0,236,1024
Multnomah,4705,U.S. House,3,DEM,Write-ins,1803,33,0,389,1381
Multnomah,4706,U.S. House,3,DEM,Write-ins,1030,16,0,203,811
Multnomah,4707,U.S. House,3,DEM,Write-ins,604,12,0,129,463
Multnomah,4708,U.S. House,3,DEM,Write-ins,1174,13,0,254,907
Multnomah,4709,U.S. House,3,DEM,Write-ins,628,9,0,137,482
Multnomah,4710,U.S. House,3,DEM,Write-ins,972,19,0,231,722
Multnomah,4802,U.S. House,3,DEM,Write-ins,15,0,0,5,10
Multnomah,4803,U.S. House,3,DEM,Write-ins,2360,64,1,568,1727
Multnomah,4804,U.S. House,3,DEM,Write-ins,479,13,0,113,353
Multnomah,4805,U.S. House,3,DEM,Write-ins,263,4,0,51,208
Multnomah,4806,U.S. House,3,DEM,Write-ins,464,8,0,99,357
Multnomah,4807,U.S. House,3,DEM,Write-ins,822,19,0,188,615
Multnomah,4901,U.S. House,3,DEM,Write-ins,12,0,0,4,8
Multnomah,4902,U.S. House,3,DEM,Write-ins,7,0,0,1,6
Multnomah,4903,U.S. House,3,DEM,Write-ins,1216,13,0,215,988
Multnomah,4904,U.S. House,3,DEM,Write-ins,1975,30,0,396,1549
Multnomah,4905,U.S. House,3,DEM,Write-ins,57,1,0,13,43
Multnomah,4906,U.S. House,3,DEM,Write-ins,321,6,0,65,250
Multnomah,4907,U.S. House,3,DEM,Write-ins,96,1,0,24,71
Multnomah,4908,U.S. House,3,DEM,Write-ins,517,1,0,107,409
Multnomah,4909,U.S. House,3,DEM,Write-ins,1159,15,0,241,903
Multnomah,4910,U.S. House,3,DEM,Write-ins,908,13,1,177,717
Multnomah,4911,U.S. House,3,DEM,Write-ins,1001,20,0,205,776
Multnomah,5001,U.S. House,3,DEM,Write-ins,1019,19,0,179,821
Multnomah,5002,U.S. House,3,DEM,Write-ins,1602,29,0,322,1251
Multnomah,5003,U.S. House,3,DEM,Write-ins,299,0,0,47,252
Multnomah,5004,U.S. House,3,DEM,Write-ins,1832,23,0,391,1418
Multnomah,5006,U.S. House,3,DEM,Write-ins,833,8,0,147,678
Multnomah,5007,U.S. House,3,DEM,Write-ins,960,13,0,204,743
Multnomah,5008,U.S. House,3,DEM,Write-ins,968,14,0,185,769
Multnomah,5009,U.S. House,3,DEM,Write-ins,268,6,0,60,202
Multnomah,5101,U.S. House,3,DEM,Write-ins,222,4,0,45,173
Multnomah,5102,U.S. House,3,DEM,Write-ins,1288,25,0,270,993
Multnomah,5103,U.S. House,3,DEM,Write-ins,657,14,0,123,520
Multnomah,5104,U.S. House,3,DEM,Write-ins,1094,17,0,212,865
Multnomah,5105,U.S. House,3,DEM,Write-ins,89,1,0,26,62
Multnomah,5106,U.S. House,3,DEM,Write-ins,461,2,0,89,370
Multnomah,5107,U.S. House,3,DEM,Write-ins,168,1,0,40,127
Multnomah,5202,U.S. House,3,DEM,Write-ins,837,12,0,192,633
Multnomah,5203,U.S. House,3,DEM,Write-ins,408,6,0,99,303
Multnomah,5204,U.S. House,3,DEM,Write-ins,739,8,0,153,578
Multnomah,3501,U.S. House,5,DEM,Kurt Schrader,388,237,0,59,92
Multnomah,3805,U.S. House,5,DEM,Kurt Schrader,398,252,0,59,87
Multnomah,3806,U.S. House,5,DEM,Kurt Schrader,627,427,0,75,125
Multnomah,4801,U.S. House,5,DEM,Kurt Schrader,430,239,1,58,132
Multnomah,3501,U.S. House,5,DEM,Dave McTeague,388,91,0,59,238
Multnomah,3805,U.S. House,5,DEM,Dave McTeague,398,87,0,59,252
Multnomah,3806,U.S. House,5,DEM,Dave McTeague,627,124,0,75,428
Multnomah,4801,U.S. House,5,DEM,Dave McTeague,430,129,1,58,242
Multnomah,3501,U.S. House,5,DEM,Write-ins,388,1,0,59,328
Multnomah,3805,U.S. House,5,DEM,Write-ins,398,0,0,59,339
Multnomah,3806,U.S. House,5,DEM,Write-ins,627,1,0,75,551
Multnomah,4801,U.S. House,5,DEM,Write-ins,430,3,0,58,369
Multnomah,2701,Governor,,DEM,Kate Brown,295,249,0,22,24
Multnomah,2702,Governor,,DEM,Kate Brown,331,274,0,31,26
Multnomah,3101,Governor,,DEM,Kate Brown,511,412,0,45,54
Multnomah,3102,Governor,,DEM,Kate Brown,717,563,0,54,100
Multnomah,3103,Governor,,DEM,Kate Brown,216,171,0,16,29
Multnomah,3301,Governor,,DEM,Kate Brown,4542,3809,2,386,345
Multnomah,3303,Governor,,DEM,Kate Brown,1222,1001,0,136,85
Multnomah,3304,Governor,,DEM,Kate Brown,275,230,0,22,23
Multnomah,3501,Governor,,DEM,Kate Brown,396,315,0,34,47
Multnomah,3502,Governor,,DEM,Kate Brown,2233,1898,1,151,183
Multnomah,3602,Governor,,DEM,Kate Brown,2619,2102,0,281,236
Multnomah,3603,Governor,,DEM,Kate Brown,3381,2694,0,350,337
Multnomah,3604,Governor,,DEM,Kate Brown,55,49,0,4,2
Multnomah,3605,Governor,,DEM,Kate Brown,1100,911,0,104,85
Multnomah,3606,Governor,,DEM,Kate Brown,927,789,1,72,65
Multnomah,3607,Governor,,DEM,Kate Brown,2900,2402,1,276,221
Multnomah,3608,Governor,,DEM,Kate Brown,1899,1567,1,203,128
Multnomah,3609,Governor,,DEM,Kate Brown,244,210,0,21,13
Multnomah,3610,Governor,,DEM,Kate Brown,1766,1493,0,120,153
Multnomah,3611,Governor,,DEM,Kate Brown,2620,2238,0,181,201
Multnomah,3612,Governor,,DEM,Kate Brown,2539,2061,1,246,231
Multnomah,3801,Governor,,DEM,Kate Brown,37,32,0,1,4
Multnomah,3802,Governor,,DEM,Kate Brown,4363,3615,1,357,390
Multnomah,3803,Governor,,DEM,Kate Brown,2931,2452,0,247,232
Multnomah,3804,Governor,,DEM,Kate Brown,578,488,0,43,47
Multnomah,3805,Governor,,DEM,Kate Brown,396,316,0,42,38
Multnomah,3806,Governor,,DEM,Kate Brown,762,631,0,46,85
Multnomah,3807,Governor,,DEM,Kate Brown,362,304,0,37,21
Multnomah,3808,Governor,,DEM,Kate Brown,80,65,0,4,11
Multnomah,4101,Governor,,DEM,Kate Brown,4579,3835,1,384,359
Multnomah,4102,Governor,,DEM,Kate Brown,2253,1759,1,247,246
Multnomah,4103,Governor,,DEM,Kate Brown,1962,1677,0,156,129
Multnomah,4203,Governor,,DEM,Kate Brown,4787,3681,1,561,544
Multnomah,4204,Governor,,DEM,Kate Brown,4756,3813,0,438,505
Multnomah,4205,Governor,,DEM,Kate Brown,2399,1930,0,222,247
Multnomah,4207,Governor,,DEM,Kate Brown,2994,2380,0,347,267
Multnomah,4208,Governor,,DEM,Kate Brown,1691,1325,0,190,176
Multnomah,4209,Governor,,DEM,Kate Brown,3796,2891,0,404,501
Multnomah,4210,Governor,,DEM,Kate Brown,5169,4085,1,474,609
Multnomah,4301,Governor,,DEM,Kate Brown,5004,3941,1,523,539
Multnomah,4302,Governor,,DEM,Kate Brown,4897,3864,1,498,534
Multnomah,4304,Governor,,DEM,Kate Brown,4221,3484,1,388,348
Multnomah,4305,Governor,,DEM,Kate Brown,4839,3846,0,467,526
Multnomah,4306,Governor,,DEM,Kate Brown,1062,881,1,98,82
Multnomah,4310,Governor,,DEM,Kate Brown,4435,3644,0,414,377
Multnomah,4401,Governor,,DEM,Kate Brown,4103,3113,2,392,596
Multnomah,4402,Governor,,DEM,Kate Brown,4208,3288,0,377,543
Multnomah,4403,Governor,,DEM,Kate Brown,3990,3232,2,370,386
Multnomah,4404,Governor,,DEM,Kate Brown,4342,3430,0,407,505
Multnomah,4409,Governor,,DEM,Kate Brown,758,560,0,73,125
Multnomah,4501,Governor,,DEM,Kate Brown,5720,4913,1,447,359
Multnomah,4502,Governor,,DEM,Kate Brown,2259,1850,0,192,217
Multnomah,4503,Governor,,DEM,Kate Brown,2113,1736,0,210,167
Multnomah,4505,Governor,,DEM,Kate Brown,3847,3170,2,343,332
Multnomah,4506,Governor,,DEM,Kate Brown,1298,991,1,128,178
Multnomah,4508,Governor,,DEM,Kate Brown,1914,1489,0,187,238
Multnomah,4509,Governor,,DEM,Kate Brown,829,616,0,94,119
Multnomah,4510,Governor,,DEM,Kate Brown,780,576,0,85,119
Multnomah,4511,Governor,,DEM,Kate Brown,789,575,0,77,137
Multnomah,4512,Governor,,DEM,Kate Brown,245,211,0,14,20
Multnomah,4601,Governor,,DEM,Kate Brown,5322,4347,1,454,520
Multnomah,4602,Governor,,DEM,Kate Brown,2075,1785,0,157,133
Multnomah,4604,Governor,,DEM,Kate Brown,2153,1590,0,223,340
Multnomah,4605,Governor,,DEM,Kate Brown,2443,1915,2,255,271
Multnomah,4606,Governor,,DEM,Kate Brown,4787,3617,1,526,643
Multnomah,4607,Governor,,DEM,Kate Brown,1169,865,0,113,191
Multnomah,4608,Governor,,DEM,Kate Brown,528,397,0,45,86
Multnomah,4701,Governor,,DEM,Kate Brown,819,652,1,69,97
Multnomah,4702,Governor,,DEM,Kate Brown,277,205,0,31,41
Multnomah,4703,Governor,,DEM,Kate Brown,754,553,0,77,124
Multnomah,4704,Governor,,DEM,Kate Brown,1289,963,1,133,192
Multnomah,4705,Governor,,DEM,Kate Brown,1799,1322,2,212,263
Multnomah,4706,Governor,,DEM,Kate Brown,1030,703,1,108,218
Multnomah,4707,Governor,,DEM,Kate Brown,603,438,0,70,95
Multnomah,4708,Governor,,DEM,Kate Brown,1171,857,0,139,175
Multnomah,4709,Governor,,DEM,Kate Brown,628,441,0,78,109
Multnomah,4710,Governor,,DEM,Kate Brown,971,668,1,98,204
Multnomah,4801,Governor,,DEM,Kate Brown,430,322,0,40,68
Multnomah,4802,Governor,,DEM,Kate Brown,15,12,0,2,1
Multnomah,4803,Governor,,DEM,Kate Brown,2358,1696,0,256,406
Multnomah,4804,Governor,,DEM,Kate Brown,479,351,0,44,84
Multnomah,4805,Governor,,DEM,Kate Brown,263,176,0,24,63
Multnomah,4806,Governor,,DEM,Kate Brown,464,342,0,44,78
Multnomah,4807,Governor,,DEM,Kate Brown,822,582,0,78,162
Multnomah,4901,Governor,,DEM,Kate Brown,12,7,0,2,3
Multnomah,4902,Governor,,DEM,Kate Brown,7,6,0,0,1
Multnomah,4903,Governor,,DEM,Kate Brown,1215,921,0,107,187
Multnomah,4904,Governor,,DEM,Kate Brown,1973,1415,0,220,338
Multnomah,4905,Governor,,DEM,Kate Brown,57,36,0,10,11
Multnomah,4906,Governor,,DEM,Kate Brown,320,219,1,44,56
Multnomah,4907,Governor,,DEM,Kate Brown,96,76,0,13,7
Multnomah,4908,Governor,,DEM,Kate Brown,516,376,0,57,83
Multnomah,4909,Governor,,DEM,Kate Brown,1159,848,1,122,188
Multnomah,4910,Governor,,DEM,Kate Brown,907,680,1,93,133
Multnomah,4911,Governor,,DEM,Kate Brown,998,678,0,124,196
Multnomah,5001,Governor,,DEM,Kate Brown,1019,729,0,107,183
Multnomah,5002,Governor,,DEM,Kate Brown,1601,1156,0,184,261
Multnomah,5003,Governor,,DEM,Kate Brown,299,228,0,30,41
Multnomah,5004,Governor,,DEM,Kate Brown,1828,1360,2,207,259
Multnomah,5006,Governor,,DEM,Kate Brown,832,610,0,86,136
Multnomah,5007,Governor,,DEM,Kate Brown,959,690,0,98,171
Multnomah,5008,Governor,,DEM,Kate Brown,967,714,0,116,137
Multnomah,5009,Governor,,DEM,Kate Brown,268,189,0,27,52
Multnomah,5101,Governor,,DEM,Kate Brown,222,151,0,27,44
Multnomah,5102,Governor,,DEM,Kate Brown,1286,929,0,132,225
Multnomah,5103,Governor,,DEM,Kate Brown,657,483,2,71,101
Multnomah,5104,Governor,,DEM,Kate Brown,1093,761,0,130,202
Multnomah,5105,Governor,,DEM,Kate Brown,88,55,0,12,21
Multnomah,5106,Governor,,DEM,Kate Brown,460,317,0,46,97
Multnomah,5107,Governor,,DEM,Kate Brown,167,129,1,16,21
Multnomah,5202,Governor,,DEM,Kate Brown,835,622,0,92,121
Multnomah,5203,Governor,,DEM,Kate Brown,408,287,0,55,66
Multnomah,5204,Governor,,DEM,Kate Brown,739,519,0,78,142
Multnomah,2701,Governor,,DEM,Julian Bell,295,10,0,22,263
Multnomah,2702,Governor,,DEM,Julian Bell,331,10,0,31,290
Multnomah,3101,Governor,,DEM,Julian Bell,511,40,0,45,426
Multnomah,3102,Governor,,DEM,Julian Bell,717,52,0,54,611
Multnomah,3103,Governor,,DEM,Julian Bell,216,12,0,16,188
Multnomah,3301,Governor,,DEM,Julian Bell,4542,244,0,386,3912
Multnomah,3303,Governor,,DEM,Julian Bell,1222,50,0,136,1036
Multnomah,3304,Governor,,DEM,Julian Bell,275,11,0,22,242
Multnomah,3501,Governor,,DEM,Julian Bell,396,26,0,34,336
Multnomah,3502,Governor,,DEM,Julian Bell,2233,109,1,151,1972
Multnomah,3602,Governor,,DEM,Julian Bell,2619,178,0,281,2160
Multnomah,3603,Governor,,DEM,Julian Bell,3381,231,0,350,2800
Multnomah,3604,Governor,,DEM,Julian Bell,55,1,0,4,50
Multnomah,3605,Governor,,DEM,Julian Bell,1100,60,0,104,936
Multnomah,3606,Governor,,DEM,Julian Bell,927,44,1,72,810
Multnomah,3607,Governor,,DEM,Julian Bell,2900,155,0,276,2469
Multnomah,3608,Governor,,DEM,Julian Bell,1899,81,0,203,1615
Multnomah,3609,Governor,,DEM,Julian Bell,244,9,0,21,214
Multnomah,3610,Governor,,DEM,Julian Bell,1766,102,0,120,1544
Multnomah,3611,Governor,,DEM,Julian Bell,2620,127,0,181,2312
Multnomah,3612,Governor,,DEM,Julian Bell,2539,168,1,246,2124
Multnomah,3801,Governor,,DEM,Julian Bell,37,2,0,1,34
Multnomah,3802,Governor,,DEM,Julian Bell,4363,224,1,357,3781
Multnomah,3803,Governor,,DEM,Julian Bell,2931,141,0,247,2543
Multnomah,3804,Governor,,DEM,Julian Bell,578,26,0,43,509
Multnomah,3805,Governor,,DEM,Julian Bell,396,22,0,42,332
Multnomah,3806,Governor,,DEM,Julian Bell,762,47,0,46,669
Multnomah,3807,Governor,,DEM,Julian Bell,362,13,0,37,312
Multnomah,3808,Governor,,DEM,Julian Bell,80,10,0,4,66
Multnomah,4101,Governor,,DEM,Julian Bell,4579,251,1,384,3943
Multnomah,4102,Governor,,DEM,Julian Bell,2253,150,1,247,1855
Multnomah,4103,Governor,,DEM,Julian Bell,1962,80,1,156,1725
Multnomah,4203,Governor,,DEM,Julian Bell,4787,416,1,561,3809
Multnomah,4204,Governor,,DEM,Julian Bell,4756,373,1,438,3944
Multnomah,4205,Governor,,DEM,Julian Bell,2399,192,0,222,1985
Multnomah,4207,Governor,,DEM,Julian Bell,2994,202,0,347,2445
Multnomah,4208,Governor,,DEM,Julian Bell,1691,140,0,190,1361
Multnomah,4209,Governor,,DEM,Julian Bell,3796,363,0,404,3029
Multnomah,4210,Governor,,DEM,Julian Bell,5169,378,1,474,4316
Multnomah,4301,Governor,,DEM,Julian Bell,5004,383,1,523,4097
Multnomah,4302,Governor,,DEM,Julian Bell,4897,389,0,498,4010
Multnomah,4304,Governor,,DEM,Julian Bell,4221,245,1,388,3587
Multnomah,4305,Governor,,DEM,Julian Bell,4839,333,0,467,4039
Multnomah,4306,Governor,,DEM,Julian Bell,1062,56,1,98,907
Multnomah,4310,Governor,,DEM,Julian Bell,4435,281,0,414,3740
Multnomah,4401,Governor,,DEM,Julian Bell,4103,365,0,392,3346
Multnomah,4402,Governor,,DEM,Julian Bell,4208,315,0,377,3516
Multnomah,4403,Governor,,DEM,Julian Bell,3990,239,2,370,3379
Multnomah,4404,Governor,,DEM,Julian Bell,4342,286,0,407,3649
Multnomah,4409,Governor,,DEM,Julian Bell,758,69,0,73,616
Multnomah,4501,Governor,,DEM,Julian Bell,5720,221,0,447,5052
Multnomah,4502,Governor,,DEM,Julian Bell,2259,127,0,192,1940
Multnomah,4503,Governor,,DEM,Julian Bell,2113,111,0,210,1792
Multnomah,4505,Governor,,DEM,Julian Bell,3847,201,2,343,3301
Multnomah,4506,Governor,,DEM,Julian Bell,1298,96,1,128,1073
Multnomah,4508,Governor,,DEM,Julian Bell,1914,159,0,187,1568
Multnomah,4509,Governor,,DEM,Julian Bell,829,54,0,94,681
Multnomah,4510,Governor,,DEM,Julian Bell,780,55,0,85,640
Multnomah,4511,Governor,,DEM,Julian Bell,789,58,0,77,654
Multnomah,4512,Governor,,DEM,Julian Bell,245,11,0,14,220
Multnomah,4601,Governor,,DEM,Julian Bell,5322,366,1,454,4501
Multnomah,4602,Governor,,DEM,Julian Bell,2075,92,0,157,1826
Multnomah,4604,Governor,,DEM,Julian Bell,2153,205,0,223,1725
Multnomah,4605,Governor,,DEM,Julian Bell,2443,175,2,255,2011
Multnomah,4606,Governor,,DEM,Julian Bell,4787,438,1,526,3822
Multnomah,4607,Governor,,DEM,Julian Bell,1169,69,0,113,987
Multnomah,4608,Governor,,DEM,Julian Bell,528,53,0,45,430
Multnomah,4701,Governor,,DEM,Julian Bell,819,36,0,69,714
Multnomah,4702,Governor,,DEM,Julian Bell,277,26,0,31,220
Multnomah,4703,Governor,,DEM,Julian Bell,754,49,0,77,628
Multnomah,4704,Governor,,DEM,Julian Bell,1289,83,0,133,1073
Multnomah,4705,Governor,,DEM,Julian Bell,1799,127,0,212,1460
Multnomah,4706,Governor,,DEM,Julian Bell,1030,66,0,108,856
Multnomah,4707,Governor,,DEM,Julian Bell,603,43,0,70,490
Multnomah,4708,Governor,,DEM,Julian Bell,1171,88,0,139,944
Multnomah,4709,Governor,,DEM,Julian Bell,628,35,0,78,515
Multnomah,4710,Governor,,DEM,Julian Bell,971,87,1,98,785
Multnomah,4801,Governor,,DEM,Julian Bell,430,39,0,40,351
Multnomah,4802,Governor,,DEM,Julian Bell,15,0,0,2,13
Multnomah,4803,Governor,,DEM,Julian Bell,2358,224,0,256,1878
Multnomah,4804,Governor,,DEM,Julian Bell,479,45,0,44,390
Multnomah,4805,Governor,,DEM,Julian Bell,263,37,0,24,202
Multnomah,4806,Governor,,DEM,Julian Bell,464,33,0,44,387
Multnomah,4807,Governor,,DEM,Julian Bell,822,71,0,78,673
Multnomah,4901,Governor,,DEM,Julian Bell,12,3,0,2,7
Multnomah,4902,Governor,,DEM,Julian Bell,7,1,0,0,6
Multnomah,4903,Governor,,DEM,Julian Bell,1215,69,0,107,1039
Multnomah,4904,Governor,,DEM,Julian Bell,1973,138,0,220,1615
Multnomah,4905,Governor,,DEM,Julian Bell,57,5,0,10,42
Multnomah,4906,Governor,,DEM,Julian Bell,320,20,0,44,256
Multnomah,4907,Governor,,DEM,Julian Bell,96,2,0,13,81
Multnomah,4908,Governor,,DEM,Julian Bell,516,34,0,57,425
Multnomah,4909,Governor,,DEM,Julian Bell,1159,70,0,122,967
Multnomah,4910,Governor,,DEM,Julian Bell,907,53,1,93,760
Multnomah,4911,Governor,,DEM,Julian Bell,998,89,0,124,785
Multnomah,5001,Governor,,DEM,Julian Bell,1019,67,0,107,845
Multnomah,5002,Governor,,DEM,Julian Bell,1601,101,0,184,1316
Multnomah,5003,Governor,,DEM,Julian Bell,299,17,0,30,252
Multnomah,5004,Governor,,DEM,Julian Bell,1828,118,1,207,1502
Multnomah,5006,Governor,,DEM,Julian Bell,832,41,0,86,705
Multnomah,5007,Governor,,DEM,Julian Bell,959,70,0,98,791
Multnomah,5008,Governor,,DEM,Julian Bell,967,55,1,116,795
