county,precinct,office,district,party,candidate,total_ballots,votes,over_votes_with_candidate,under_votes_without_candidate,votes_for_others
Multnomah,4501,U.S. Senate,,DEM,Ron Wyden,5737,4996,0,335,406
Multnomah,4502,U.S. Senate,,DEM,Ron Wyden,2260,1787,0,187,286
Multnomah,4503,U.S. Senate,,DEM,Ron Wyden,2116,1729,0,171,216
Multnomah,4505,U.S. Senate,,DEM,Ron Wyden,3853,3132,0,279,442
Multnomah,4506,U.S. Senate,,DEM,Ron Wyden,1301,977,0,115,209
Multnomah,4508,U.S. Senate,,DEM,Ron Wyden,1916,1409,0,193,314
Multnomah,4509,U.S. Senate,,DEM,Ron Wyden,829,657,0,68,104
Multnomah,4510,U.S. Senate,,DEM,Ron Wyden,780,620,0,46,114
Multnomah,4511,U.S. Senate,,DEM,Ron Wyden,789,583,0,55,151
Multnomah,4512,U.S. Senate,,DEM,Ron Wyden,245,197,0,15,33
Multnomah,4601,U.S. Senate,,DEM,Ron Wyden,5328,4269,0,427,632
Multnomah,4602,U.S. Senate,,DEM,Ron Wyden,2077,1820,0,116,141
Multnomah,4604,U.S. Senate,,DEM,Ron Wyden,2155,1577,0,199,379
Multnomah,4605,U.S. Senate,,DEM,Ron Wyden,2448,1868,0,216,364
Multnomah,4606,U.S. Senate,,DEM,Ron Wyden,4789,3559,1,441,788
Multnomah,4607,U.S. Senate,,DEM,Ron Wyden,1170,903,2,92,173
Multnomah,4608,U.S. Senate,,DEM,Ron Wyden,528,379,0,44,105
Multnomah,4701,U.S. Senate,,DEM,Ron Wyden,820,683,0,34,103
Multnomah,4702,U.S. Senate,,DEM,Ron Wyden,277,218,0,21,38
Multnomah,4703,U.S. Senate,,DEM,Ron Wyden,754,611,0,45,98
Multnomah,4704,U.S. Senate,,DEM,Ron Wyden,1290,1026,0,78,186
Multnomah,4705,U.S. Senate,,DEM,Ron Wyden,1803,1353,0,151,299
Multnomah,4706,U.S. Senate,,DEM,Ron Wyden,1030,764,0,77,189
Multnomah,4707,U.S. Senate,,DEM,Ron Wyden,604,455,0,47,102
Multnomah,4708,U.S. Senate,,DEM,Ron Wyden,1174,882,0,104,188
Multnomah,4709,U.S. Senate,,DEM,Ron Wyden,628,488,0,49,91
Multnomah,4710,U.S. Senate,,DEM,Ron Wyden,972,702,0,79,191
Multnomah,4801,U.S. Senate,,DEM,Ron Wyden,430,315,0,33,82
Multnomah,4802,U.S. Senate,,DEM,Ron Wyden,15,11,0,0,4
Multnomah,4803,U.S. Senate,,DEM,Ron Wyden,2360,1632,0,207,521
Multnomah,4804,U.S. Senate,,DEM,Ron Wyden,479,361,0,40,78
Multnomah,4805,U.S. Senate,,DEM,Ron Wyden,263,191,0,19,53
Multnomah,4806,U.S. Senate,,DEM,Ron Wyden,464,360,0,34,70
Multnomah,4807,U.S. Senate,,DEM,Ron Wyden,822,601,0,66,155
Multnomah,4901,U.S. Senate,,DEM,Ron Wyden,12,8,0,1,3
Multnomah,4902,U.S. Senate,,DEM,Ron Wyden,7,7,0,0,0
Multnomah,4903,U.S. Senate,,DEM,Ron Wyden,1216,956,0,81,179
Multnomah,4904,U.S. Senate,,DEM,Ron Wyden,1975,1507,0,160,308
Multnomah,4905,U.S. Senate,,DEM,Ron Wyden,57,45,0,4,8
Multnomah,4906,U.S. Senate,,DEM,Ron Wyden,321,239,0,30,52
Multnomah,4907,U.S. Senate,,DEM,Ron Wyden,96,80,0,7,9
Multnomah,4908,U.S. Senate,,DEM,Ron Wyden,517,398,0,29,90
Multnomah,4909,U.S. Senate,,DEM,Ron Wyden,1159,853,0,81,225
Multnomah,4910,U.S. Senate,,DEM,Ron Wyden,908,694,0,57,157
Multnomah,4911,U.S. Senate,,DEM,Ron Wyden,1001,741,0,83,177
Multnomah,5001,U.S. Senate,,DEM,Ron Wyden,1019,778,0,64,177
Multnomah,5002,U.S. Senate,,DEM,Ron Wyden,1602,1224,1,132,245
Multnomah,5003,U.S. Senate,,DEM,Ron Wyden,299,241,0,18,40
Multnomah,5004,U.S. Senate,,DEM,Ron Wyden,1832,1431,0,138,263
Multnomah,5006,U.S. Senate,,DEM,Ron Wyden,833,659,0,62,112
Multnomah,5007,U.S. Senate,,DEM,Ron Wyden,960,746,0,78,136
Multnomah,5008,U.S. Senate,,DEM,Ron Wyden,968,802,0,63,103
Multnomah,5009,U.S. Senate,,DEM,Ron Wyden,268,194,0,25,49
Multnomah,5101,U.S. Senate,,DEM,Ron Wyden,222,167,0,21,34
Multnomah,5102,U.S. Senate,,DEM,Ron Wyden,1288,969,0,97,222
Multnomah,5103,U.S. Senate,,DEM,Ron Wyden,657,506,0,44,107
Multnomah,5104,U.S. Senate,,DEM,Ron Wyden,1094,828,0,90,176
Multnomah,5105,U.S. Senate,,DEM,Ron Wyden,89,65,0,7,17
Multnomah,5106,U.S. Senate,,DEM,Ron Wyden,461,346,0,35,80
Multnomah,5107,U.S. Senate,,DEM,Ron Wyden,168,126,0,14,28
Multnomah,5202,U.S. Senate,,DEM,Ron Wyden,837,662,0,66,109
Multnomah,5203,U.S. Senate,,DEM,Ron Wyden,408,318,0,37,53
Multnomah,5204,U.S. Senate,,DEM,Ron Wyden,739,573,0,60,106
Multnomah,2701,U.S. Senate,,DEM,Paul B Weaver,295,6,0,17,272
Multnomah,2702,U.S. Senate,,DEM,Paul B Weaver,332,3,0,21,308
Multnomah,3101,U.S. Senate,,DEM,Paul B Weaver,511,5,0,33,473
Multnomah,3102,U.S. Senate,,DEM,Paul B Weaver,718,13,0,30,675
Multnomah,3103,U.S. Senate,,DEM,Paul B Weaver,216,9,0,5,202
Multnomah,3301,U.S. Senate,,DEM,Paul B Weaver,4550,62,0,387,4101
Multnomah,3303,U.S. Senate,,DEM,Paul B Weaver,1223,21,0,110,1092
Multnomah,3304,U.S. Senate,,DEM,Paul B Weaver,281,3,0,20,258
Multnomah,3501,U.S. Senate,,DEM,Paul B Weaver,396,8,0,25,363
Multnomah,3502,U.S. Senate,,DEM,Paul B Weaver,2240,36,0,121,2083
Multnomah,3602,U.S. Senate,,DEM,Paul B Weaver,2631,42,0,264,2325
Multnomah,3603,U.S. Senate,,DEM,Paul B Weaver,3386,73,0,307,3006
Multnomah,3604,U.S. Senate,,DEM,Paul B Weaver,55,0,0,2,53
Multnomah,3605,U.S. Senate,,DEM,Paul B Weaver,1103,11,0,75,1017
Multnomah,3606,U.S. Senate,,DEM,Paul B Weaver,932,11,0,68,853
Multnomah,3607,U.S. Senate,,DEM,Paul B Weaver,2910,33,0,177,2700
Multnomah,3608,U.S. Senate,,DEM,Paul B Weaver,1900,32,0,164,1704
Multnomah,3609,U.S. Senate,,DEM,Paul B Weaver,245,2,0,16,227
Multnomah,3610,U.S. Senate,,DEM,Paul B Weaver,1770,22,0,96,1652
Multnomah,3611,U.S. Senate,,DEM,Paul B Weaver,2628,19,0,146,2463
Multnomah,3612,U.S. Senate,,DEM,Paul B Weaver,2547,41,0,256,2250
Multnomah,3801,U.S. Senate,,DEM,Paul B Weaver,37,1,0,0,36
Multnomah,3802,U.S. Senate,,DEM,Paul B Weaver,4380,56,0,305,4019
Multnomah,3803,U.S. Senate,,DEM,Paul B Weaver,2937,43,0,197,2697
Multnomah,3804,U.S. Senate,,DEM,Paul B Weaver,579,5,0,44,530
Multnomah,3805,U.S. Senate,,DEM,Paul B Weaver,398,3,0,28,367
Multnomah,3806,U.S. Senate,,DEM,Paul B Weaver,762,15,1,40,706
Multnomah,3807,U.S. Senate,,DEM,Paul B Weaver,363,5,0,17,341
Multnomah,3808,U.S. Senate,,DEM,Paul B Weaver,80,1,0,10,69
Multnomah,4101,U.S. Senate,,DEM,Paul B Weaver,4583,64,1,344,4174
Multnomah,4102,U.S. Senate,,DEM,Paul B Weaver,2258,36,0,217,2005
Multnomah,4103,U.S. Senate,,DEM,Paul B Weaver,1968,22,0,119,1827
Multnomah,4203,U.S. Senate,,DEM,Paul B Weaver,4794,70,0,557,4167
Multnomah,4204,U.S. Senate,,DEM,Paul B Weaver,4768,52,1,418,4297
Multnomah,4205,U.S. Senate,,DEM,Paul B Weaver,2405,32,0,229,2144
Multnomah,4207,U.S. Senate,,DEM,Paul B Weaver,3002,37,0,339,2626
Multnomah,4208,U.S. Senate,,DEM,Paul B Weaver,1694,19,0,175,1500
Multnomah,4209,U.S. Senate,,DEM,Paul B Weaver,3805,56,0,397,3352
Multnomah,4210,U.S. Senate,,DEM,Paul B Weaver,5177,79,1,455,4642
Multnomah,4301,U.S. Senate,,DEM,Paul B Weaver,5010,66,1,499,4444
Multnomah,4302,U.S. Senate,,DEM,Paul B Weaver,4904,66,0,519,4319
Multnomah,4304,U.S. Senate,,DEM,Paul B Weaver,4227,46,0,357,3824
Multnomah,4305,U.S. Senate,,DEM,Paul B Weaver,4844,70,1,407,4366
Multnomah,4306,U.S. Senate,,DEM,Paul B Weaver,1066,11,1,83,971
Multnomah,4310,U.S. Senate,,DEM,Paul B Weaver,4446,60,0,406,3980
Multnomah,4401,U.S. Senate,,DEM,Paul B Weaver,4107,110,0,368,3629
Multnomah,4402,U.S. Senate,,DEM,Paul B Weaver,4212,79,1,355,3777
Multnomah,4403,U.S. Senate,,DEM,Paul B Weaver,3999,50,0,336,3613
Multnomah,4404,U.S. Senate,,DEM,Paul B Weaver,4344,100,1,350,3893
Multnomah,4409,U.S. Senate,,DEM,Paul B Weaver,758,21,0,50,687
Multnomah,4501,U.S. Senate,,DEM,Paul B Weaver,5737,64,0,335,5338
Multnomah,4502,U.S. Senate,,DEM,Paul B Weaver,2260,40,0,187,2033
Multnomah,4503,U.S. Senate,,DEM,Paul B Weaver,2116,22,0,171,1923
Multnomah,4505,U.S. Senate,,DEM,Paul B Weaver,3853,41,0,279,3533
Multnomah,4506,U.S. Senate,,DEM,Paul B Weaver,1301,36,0,115,1150
Multnomah,4508,U.S. Senate,,DEM,Paul B Weaver,1916,46,0,193,1677
Multnomah,4509,U.S. Senate,,DEM,Paul B Weaver,829,23,0,68,738
Multnomah,4510,U.S. Senate,,DEM,Paul B Weaver,780,25,0,46,709
Multnomah,4511,U.S. Senate,,DEM,Paul B Weaver,789,18,0,55,716
Multnomah,4512,U.S. Senate,,DEM,Paul B Weaver,245,4,0,15,226
Multnomah,4601,U.S. Senate,,DEM,Paul B Weaver,5328,45,0,427,4856
Multnomah,4602,U.S. Senate,,DEM,Paul B Weaver,2077,19,0,116,1942
Multnomah,4604,U.S. Senate,,DEM,Paul B Weaver,2155,42,0,199,1914
Multnomah,4605,U.S. Senate,,DEM,Paul B Weaver,2448,34,0,216,2198
Multnomah,4606,U.S. Senate,,DEM,Paul B Weaver,4789,81,0,441,4267
Multnomah,4607,U.S. Senate,,DEM,Paul B Weaver,1170,35,2,92,1041
Multnomah,4608,U.S. Senate,,DEM,Paul B Weaver,528,12,0,44,472
Multnomah,4701,U.S. Senate,,DEM,Paul B Weaver,820,29,0,34,757
Multnomah,4702,U.S. Senate,,DEM,Paul B Weaver,277,11,0,21,245
Multnomah,4703,U.S. Senate,,DEM,Paul B Weaver,754,17,0,45,692
Multnomah,4704,U.S. Senate,,DEM,Paul B Weaver,1290,49,0,78,1163
Multnomah,4705,U.S. Senate,,DEM,Paul B Weaver,1803,45,0,151,1607
Multnomah,4706,U.S. Senate,,DEM,Paul B Weaver,1030,56,0,77,897
Multnomah,4707,U.S. Senate,,DEM,Paul B Weaver,604,17,0,47,540
Multnomah,4708,U.S. Senate,,DEM,Paul B Weaver,1174,37,0,104,1033
Multnomah,4709,U.S. Senate,,DEM,Paul B Weaver,628,22,0,49,557
Multnomah,4710,U.S. Senate,,DEM,Paul B Weaver,972,39,0,79,854
Multnomah,4801,U.S. Senate,,DEM,Paul B Weaver,430,14,0,33,383
Multnomah,4802,U.S. Senate,,DEM,Paul B Weaver,15,0,0,0,15
Multnomah,4803,U.S. Senate,,DEM,Paul B Weaver,2360,78,0,207,2075
Multnomah,4804,U.S. Senate,,DEM,Paul B Weaver,479,12,0,40,427
Multnomah,4805,U.S. Senate,,DEM,Paul B Weaver,263,11,0,19,233
Multnomah,4806,U.S. Senate,,DEM,Paul B Weaver,464,9,0,34,421
Multnomah,4807,U.S. Senate,,DEM,Paul B Weaver,822,28,0,66,728
Multnomah,4901,U.S. Senate,,DEM,Paul B Weaver,12,0,0,1,11
Multnomah,4902,U.S. Senate,,DEM,Paul B Weaver,7,0,0,0,7
Multnomah,4903,U.S. Senate,,DEM,Paul B Weaver,1216,39,0,81,1096
Multnomah,4904,U.S. Senate,,DEM,Paul B Weaver,1975,73,1,160,1741
Multnomah,4905,U.S. Senate,,DEM,Paul B Weaver,57,1,0,4,52
Multnomah,4906,U.S. Senate,,DEM,Paul B Weaver,321,15,0,30,276
Multnomah,4907,U.S. Senate,,DEM,Paul B Weaver,96,1,0,7,88
Multnomah,4908,U.S. Senate,,DEM,Paul B Weaver,517,24,0,29,464
Multnomah,4909,U.S. Senate,,DEM,Paul B Weaver,1159,58,0,81,1020
Multnomah,4910,U.S. Senate,,DEM,Paul B Weaver,908,36,0,57,815
Multnomah,4911,U.S. Senate,,DEM,Paul B Weaver,1001,35,0,83,883
Multnomah,5001,U.S. Senate,,DEM,Paul B Weaver,1019,43,0,64,912
Multnomah,5002,U.S. Senate,,DEM,Paul B Weaver,1602,61,0,132,1409
Multnomah,5003,U.S. Senate,,DEM,Paul B Weaver,299,7,0,18,274
Multnomah,5004,U.S. Senate,,DEM,Paul B Weaver,1832,51,0,138,1643
Multnomah,5006,U.S. Senate,,DEM,Paul B Weaver,833,35,0,62,736
Multnomah,5007,U.S. Senate,,DEM,Paul B Weaver,960,32,0,78,850
Multnomah,5008,U.S. Senate,,DEM,Paul B Weaver,968,29,0,63,876
Multnomah,5009,U.S. Senate,,DEM,Paul B Weaver,268,13,0,25,230
Multnomah,5101,U.S. Senate,,DEM,Paul B Weaver,222,10,0,21,191
Multnomah,5102,U.S. Senate,,DEM,Paul B Weaver,1288,46,0,97,1145
Multnomah,5103,U.S. Senate,,DEM,Paul B Weaver,657,25,0,44,588
Multnomah,5104,U.S. Senate,,DEM,Paul B Weaver,1094,39,0,90,965
Multnomah,5105,U.S. Senate,,DEM,Paul B Weaver,89,2,0,7,80
Multnomah,5106,U.S. Senate,,DEM,Paul B Weaver,461,19,0,35,407
Multnomah,5107,U.S. Senate,,DEM,Paul B Weaver,168,9,0,14,145
Multnomah,5202,U.S. Senate,,DEM,Paul B Weaver,837,22,0,66,749
Multnomah,5203,U.S. Senate,,DEM,Paul B Weaver,408,15,0,37,356
Multnomah,5204,U.S. Senate,,DEM,Paul B Weaver,739,27,0,60,652
Multnomah,2701,U.S. Senate,,DEM,Kevin H Stine,295,9,0,17,269
Multnomah,2702,U.S. Senate,,DEM,Kevin H Stine,332,9,0,21,302
Multnomah,3101,U.S. Senate,,DEM,Kevin H Stine,511,50,0,33,428
Multnomah,3102,U.S. Senate,,DEM,Kevin H Stine,718,72,0,30,616
Multnomah,3103,U.S. Senate,,DEM,Kevin H Stine,216,19,0,5,192
Multnomah,3301,U.S. Senate,,DEM,Kevin H Stine,4550,430,0,387,3733
Multnomah,3303,U.S. Senate,,DEM,Kevin H Stine,1223,70,0,110,1043
Multnomah,3304,U.S. Senate,,DEM,Kevin H Stine,281,16,0,20,245
Multnomah,3501,U.S. Senate,,DEM,Kevin H Stine,396,49,0,25,322
Multnomah,3502,U.S. Senate,,DEM,Kevin H Stine,2240,163,0,121,1956
Multnomah,3602,U.S. Senate,,DEM,Kevin H Stine,2631,335,0,264,2032
Multnomah,3603,U.S. Senate,,DEM,Kevin H Stine,3386,466,0,307,2613
Multnomah,3604,U.S. Senate,,DEM,Kevin H Stine,55,1,0,2,52
Multnomah,3605,U.S. Senate,,DEM,Kevin H Stine,1103,81,0,75,947
Multnomah,3606,U.S. Senate,,DEM,Kevin H Stine,932,86,0,68,778
Multnomah,3607,U.S. Senate,,DEM,Kevin H Stine,2910,205,0,177,2528
Multnomah,3608,U.S. Senate,,DEM,Kevin H Stine,1900,193,0,164,1543
Multnomah,3609,U.S. Senate,,DEM,Kevin H Stine,245,10,0,16,219
Multnomah,3610,U.S. Senate,,DEM,Kevin H Stine,1770,143,0,96,1531
Multnomah,3611,U.S. Senate,,DEM,Kevin H Stine,2628,236,1,146,2245
Multnomah,3612,U.S. Senate,,DEM,Kevin H Stine,2547,359,2,256,1930
Multnomah,3801,U.S. Senate,,DEM,Kevin H Stine,37,5,0,0,32
Multnomah,3802,U.S. Senate,,DEM,Kevin H Stine,4380,342,1,305,3732
Multnomah,3803,U.S. Senate,,DEM,Kevin H Stine,2937,283,0,197,2457
Multnomah,3804,U.S. Senate,,DEM,Kevin H Stine,579,32,0,44,503
Multnomah,3805,U.S. Senate,,DEM,Kevin H Stine,398,27,0,28,343
Multnomah,3806,U.S. Senate,,DEM,Kevin H Stine,762,61,0,40,661
Multnomah,3807,U.S. Senate,,DEM,Kevin H Stine,363,13,0,17,333
Multnomah,3808,U.S. Senate,,DEM,Kevin H Stine,80,20,0,10,50
Multnomah,4101,U.S. Senate,,DEM,Kevin H Stine,4583,448,1,344,3790
Multnomah,4102,U.S. Senate,,DEM,Kevin H Stine,2258,280,0,217,1761
Multnomah,4103,U.S. Senate,,DEM,Kevin H Stine,1968,130,0,119,1719
Multnomah,4203,U.S. Senate,,DEM,Kevin H Stine,4794,769,1,557,3467
Multnomah,4204,U.S. Senate,,DEM,Kevin H Stine,4768,606,0,418,3744
Multnomah,4205,U.S. Senate,,DEM,Kevin H Stine,2405,275,0,229,1901
Multnomah,4207,U.S. Senate,,DEM,Kevin H Stine,3002,408,0,339,2255
Multnomah,4208,U.S. Senate,,DEM,Kevin H Stine,1694,213,0,175,1306
Multnomah,4209,U.S. Senate,,DEM,Kevin H Stine,3805,582,0,397,2826
Multnomah,4210,U.S. Senate,,DEM,Kevin H Stine,5177,699,1,455,4022
Multnomah,4301,U.S. Senate,,DEM,Kevin H Stine,5010,585,1,499,3925
Multnomah,4302,U.S. Senate,,DEM,Kevin H Stine,4904,631,0,519,3754
Multnomah,4304,U.S. Senate,,DEM,Kevin H Stine,4227,391,0,357,3479
Multnomah,4305,U.S. Senate,,DEM,Kevin H Stine,4844,570,1,407,3866
Multnomah,4306,U.S. Senate,,DEM,Kevin H Stine,1066,126,0,83,857
Multnomah,4310,U.S. Senate,,DEM,Kevin H Stine,4446,464,1,406,3575
Multnomah,4401,U.S. Senate,,DEM,Kevin H Stine,4107,592,0,368,3147
Multnomah,4402,U.S. Senate,,DEM,Kevin H Stine,4212,508,0,355,3349
Multnomah,4403,U.S. Senate,,DEM,Kevin H Stine,3999,442,1,336,3220
Multnomah,4404,U.S. Senate,,DEM,Kevin H Stine,4344,456,0,350,3538
Multnomah,4409,U.S. Senate,,DEM,Kevin H Stine,758,103,0,50,605
Multnomah,4501,U.S. Senate,,DEM,Kevin H Stine,5737,327,0,335,5075
Multnomah,4502,U.S. Senate,,DEM,Kevin H Stine,2260,241,0,187,1832
Multnomah,4503,U.S. Senate,,DEM,Kevin H Stine,2116,188,0,171,1757
Multnomah,4505,U.S. Senate,,DEM,Kevin H Stine,3853,391,0,279,3183
Multnomah,4506,U.S. Senate,,DEM,Kevin H Stine,1301,171,0,115,1015
Multnomah,4508,U.S. Senate,,DEM,Kevin H Stine,1916,262,0,193,1461
Multnomah,4509,U.S. Senate,,DEM,Kevin H Stine,829,81,0,68,680
Multnomah,4510,U.S. Senate,,DEM,Kevin H Stine,780,86,0,46,648
Multnomah,4511,U.S. Senate,,DEM,Kevin H Stine,789,126,0,55,608
Multnomah,4512,U.S. Senate,,DEM,Kevin H Stine,245,27,0,15,203
Multnomah,4601,U.S. Senate,,DEM,Kevin H Stine,5328,578,0,427,4323
Multnomah,4602,U.S. Senate,,DEM,Kevin H Stine,2077,119,0,116,1842
Multnomah,4604,U.S. Senate,,DEM,Kevin H Stine,2155,331,0,199,1625
Multnomah,4605,U.S. Senate,,DEM,Kevin H Stine,2448,320,0,216,1912
Multnomah,4606,U.S. Senate,,DEM,Kevin H Stine,4789,688,1,441,3659
Multnomah,4607,U.S. Senate,,DEM,Kevin H Stine,1170,134,0,92,944
Multnomah,4608,U.S. Senate,,DEM,Kevin H Stine,528,90,0,44,394
Multnomah,4701,U.S. Senate,,DEM,Kevin H Stine,820,69,0,34,717
Multnomah,4702,U.S. Senate,,DEM,Kevin H Stine,277,25,0,21,231
Multnomah,4703,U.S. Senate,,DEM,Kevin H Stine,754,77,0,45,632
Multnomah,4704,U.S. Senate,,DEM,Kevin H Stine,1290,133,0,78,1079
Multnomah,4705,U.S. Senate,,DEM,Kevin H Stine,1803,243,0,151,1409
Multnomah,4706,U.S. Senate,,DEM,Kevin H Stine,1030,124,0,77,829
Multnomah,4707,U.S. Senate,,DEM,Kevin H Stine,604,84,0,47,473
Multnomah,4708,U.S. Senate,,DEM,Kevin H Stine,1174,147,0,104,923
Multnomah,4709,U.S. Senate,,DEM,Kevin H Stine,628,68,0,49,511
Multnomah,4710,U.S. Senate,,DEM,Kevin H Stine,972,146,0,79,747
Multnomah,4801,U.S. Senate,,DEM,Kevin H Stine,430,66,0,33,331
Multnomah,4802,U.S. Senate,,DEM,Kevin H Stine,15,4,0,0,11
Multnomah,4803,U.S. Senate,,DEM,Kevin H Stine,2360,427,0,207,1726
Multnomah,4804,U.S. Senate,,DEM,Kevin H Stine,479,65,0,40,374
Multnomah,4805,U.S. Senate,,DEM,Kevin H Stine,263,41,0,19,203
Multnomah,4806,U.S. Senate,,DEM,Kevin H Stine,464,59,0,34,371
Multnomah,4807,U.S. Senate,,DEM,Kevin H Stine,822,122,0,66,634
Multnomah,4901,U.S. Senate,,DEM,Kevin H Stine,12,3,0,1,8
Multnomah,4902,U.S. Senate,,DEM,Kevin H Stine,7,0,0,0,7
Multnomah,4903,U.S. Senate,,DEM,Kevin H Stine,1216,136,0,81,999
Multnomah,4904,U.S. Senate,,DEM,Kevin H Stine,1975,227,1,160,1587
Multnomah,4905,U.S. Senate,,DEM,Kevin H Stine,57,6,0,4,47
Multnomah,4906,U.S. Senate,,DEM,Kevin H Stine,321,37,0,30,254
Multnomah,4907,U.S. Senate,,DEM,Kevin H Stine,96,7,0,7,82
Multnomah,4908,U.S. Senate,,DEM,Kevin H Stine,517,64,0,29,424
Multnomah,4909,U.S. Senate,,DEM,Kevin H Stine,1159,157,0,81,921
Multnomah,4910,U.S. Senate,,DEM,Kevin H Stine,908,116,0,57,735
Multnomah,4911,U.S. Senate,,DEM,Kevin H Stine,1001,134,0,83,784
Multnomah,5001,U.S. Senate,,DEM,Kevin H Stine,1019,126,0,64,829
Multnomah,5002,U.S. Senate,,DEM,Kevin H Stine,1602,177,1,132,1292
Multnomah,5003,U.S. Senate,,DEM,Kevin H Stine,299,33,0,18,248
Multnomah,5004,U.S. Senate,,DEM,Kevin H Stine,1832,208,0,138,1486
Multnomah,5006,U.S. Senate,,DEM,Kevin H Stine,833,75,0,62,696
Multnomah,5007,U.S. Senate,,DEM,Kevin H Stine,960,103,0,78,779
Multnomah,5008,U.S. Senate,,DEM,Kevin H Stine,968,68,0,63,837
Multnomah,5009,U.S. Senate,,DEM,Kevin H Stine,268,34,0,25,209
Multnomah,5101,U.S. Senate,,DEM,Kevin H Stine,222,21,0,21,180
Multnomah,5102,U.S. Senate,,DEM,Kevin H Stine,1288,164,0,97,1027
Multnomah,5103,U.S. Senate,,DEM,Kevin H Stine,657,77,0,44,536
Multnomah,5104,U.S. Senate,,DEM,Kevin H Stine,1094,131,0,90,873
Multnomah,5105,U.S. Senate,,DEM,Kevin H Stine,89,14,0,7,68
Multnomah,5106,U.S. Senate,,DEM,Kevin H Stine,461,58,0,35,368
Multnomah,5107,U.S. Senate,,DEM,Kevin H Stine,168,17,0,14,137
Multnomah,5202,U.S. Senate,,DEM,Kevin H Stine,837,81,0,66,690
Multnomah,5203,U.S. Senate,,DEM,Kevin H Stine,408,38,0,37,333
Multnomah,5204,U.S. Senate,,DEM,Kevin H Stine,739,75,0,60,604
Multnomah,2701,U.S. Senate,,DEM,Write-ins,295,1,0,17,277
Multnomah,2702,U.S. Senate,,DEM,Write-ins,332,1,0,21,310
Multnomah,3101,U.S. Senate,,DEM,Write-ins,511,0,0,33,478
Multnomah,3102,U.S. Senate,,DEM,Write-ins,718,3,0,30,685
Multnomah,3103,U.S. Senate,,DEM,Write-ins,216,0,0,5,211
Multnomah,3301,U.S. Senate,,DEM,Write-ins,4550,7,0,387,4156
Multnomah,3303,U.S. Senate,,DEM,Write-ins,1223,4,0,110,1109
Multnomah,3304,U.S. Senate,,DEM,Write-ins,281,0,0,20,261
Multnomah,3501,U.S. Senate,,DEM,Write-ins,396,1,0,25,370
Multnomah,3502,U.S. Senate,,DEM,Write-ins,2240,6,0,121,2113
Multnomah,3602,U.S. Senate,,DEM,Write-ins,2631,4,0,264,2363
Multnomah,3603,U.S. Senate,,DEM,Write-ins,3386,13,0,307,3066
Multnomah,3604,U.S. Senate,,DEM,Write-ins,55,0,0,2,53
Multnomah,3605,U.S. Senate,,DEM,Write-ins,1103,7,0,75,1021
Multnomah,3606,U.S. Senate,,DEM,Write-ins,932,1,0,68,863
Multnomah,3607,U.S. Senate,,DEM,Write-ins,2910,9,0,177,2724
Multnomah,3608,U.S. Senate,,DEM,Write-ins,1900,4,0,164,1732
Multnomah,3609,U.S. Senate,,DEM,Write-ins,245,2,0,16,227
Multnomah,3610,U.S. Senate,,DEM,Write-ins,1770,7,0,96,1667
Multnomah,3611,U.S. Senate,,DEM,Write-ins,2628,5,0,146,2477
Multnomah,3612,U.S. Senate,,DEM,Write-ins,2547,7,0,256,2284
Multnomah,3801,U.S. Senate,,DEM,Write-ins,37,0,0,0,37
Multnomah,3802,U.S. Senate,,DEM,Write-ins,4380,6,1,305,4068
Multnomah,3803,U.S. Senate,,DEM,Write-ins,2937,7,0,197,2733
Multnomah,3804,U.S. Senate,,DEM,Write-ins,579,4,0,44,531
Multnomah,3805,U.S. Senate,,DEM,Write-ins,398,0,0,28,370
Multnomah,3806,U.S. Senate,,DEM,Write-ins,762,3,0,40,719
Multnomah,3807,U.S. Senate,,DEM,Write-ins,363,1,0,17,345
Multnomah,3808,U.S. Senate,,DEM,Write-ins,80,0,0,10,70
Multnomah,4101,U.S. Senate,,DEM,Write-ins,4583,11,0,344,4228
Multnomah,4102,U.S. Senate,,DEM,Write-ins,2258,4,0,217,2037
Multnomah,4103,U.S. Senate,,DEM,Write-ins,1968,3,0,119,1846
Multnomah,4203,U.S. Senate,,DEM,Write-ins,4794,14,0,557,4223
Multnomah,4204,U.S. Senate,,DEM,Write-ins,4768,21,0,418,4329
Multnomah,4205,U.S. Senate,,DEM,Write-ins,2405,4,0,229,2172
Multnomah,4207,U.S. Senate,,DEM,Write-ins,3002,11,0,339,2652
Multnomah,4208,U.S. Senate,,DEM,Write-ins,1694,3,0,175,1516
Multnomah,4209,U.S. Senate,,DEM,Write-ins,3805,15,0,397,3393
Multnomah,4210,U.S. Senate,,DEM,Write-ins,5177,19,0,455,4703
Multnomah,4301,U.S. Senate,,DEM,Write-ins,5010,11,0,499,4500
Multnomah,4302,U.S. Senate,,DEM,Write-ins,4904,13,0,519,4372
Multnomah,4304,U.S. Senate,,DEM,Write-ins,4227,9,0,357,3861
Multnomah,4305,U.S. Senate,,DEM,Write-ins,4844,10,0,407,4427
Multnomah,4306,U.S. Senate,,DEM,Write-ins,1066,1,1,83,981
Multnomah,4310,U.S. Senate,,DEM,Write-ins,4446,11,0,406,4029
Multnomah,4401,U.S. Senate,,DEM,Write-ins,4107,10,0,368,3729
Multnomah,4402,U.S. Senate,,DEM,Write-ins,4212,16,0,355,3841
Multnomah,4403,U.S. Senate,,DEM,Write-ins,3999,6,0,336,3657
